u,v
340,980
221,314
226,582
71,275
871,726
718,252
545,659
665,807
397,767
409,699
1040,723
420,890
455,884
596,796
443,324
561,1078
974,407
905,930
595,893
825,247
765,130
137,1099
342,584
909,669
44,140
904,567
84,521
422,106
341,530
156,1059
1,153
709,598
671,801
748,702
547,987
548,113
64,639
296,349
347,67
634,918
410,658
849,182
853,583
348,403
1007,704
982,887
532,644
1094,742
885,109
285,379
1097,968
1014,574
168,771
643,1088
568,569
264,386
359,189
774,714
787,741
957,713
543,1066
919,402
627,485
724,149
476,687
923,282
229,1042
72,592
750,59
673,2
333,399
330,124
471,15
171,576
354,472
826,100
624,495
421,821
898,562
1048,941
777,6
642,954
177,953
154,496
63,267
618,778
498,387
393,779
30,239
303,308
157,554
331,242
339,273
426,1067
375,1065
1051,793
942,48
646,123
274,997
46,789
747,81
193,983
1060,37
667,91
99,753
286,1081
323,431
585,450
1083,511
794,812
654,1025
501,418
446,609
1008,1038
706,689
685,844
680,27
22,28
370,440
465,238
405,364
891,1055
506,266
280,4
188,969
1004,864
744,740
551,42
940,454
938,162
623,389
456,398
524,758
209,835
962,1002
1029,505
867,1050
862,216
926,577
541,686
527,563
447,466
269,800
451,53
1079,394
786,651
1075,60
792,259
248,0
400,51
615,105
163,237
7,914
616,1027
234,61
488,751
929,688
810,828
604,138
526,305
406,696
900,937
620,478
94,357
847,203
1013,1096
158,76
700,608
845,734
677,697
175,1047
846,1090
417,14
600,836
350,256
872,859
732,190
502,316
383,613
271,135
1011,172
515,880
312,95
873,738
366,981
115,731
1022,480
875,461
487,126
309,218
35,756
755,670
66,1098
277,648
540,746
337,739
368,8
11,62
41,235
769,712
952,857
322,1020
963,20
70,752
369,427
167,477
629,780
79,119
603,710
701,328
827,376
876,77
367,813
818,439
325,21
1037,808
572,255
1028,757
197,373
32,404
230,244
901,458
628,513
621,1064
1092,391
945,692
610,735
640,581
565,232
457,715
202,1044
311,500
691,536
865,947
522,539
1045,684
594,194
287,396
173,438
950,888
533,564
840,869
664,1070
241,468
606,799
518,362
743,184
69,1080
538,580
814,886
253,1039
626,586
762,899
855,531
55,442
483,708
231,185
300,329
892,164
170,225
459,134
372,351
29,927
249,852
745,851
463,89
546,445
1093,998
556,652
1077,645
306,931
254,290
854,936
416,257
971,56
1010,1035
492,352
460,43
559,139
263,381
977,355
353,902
928,419
92,607
19,204
148,1057
638,860
384,1032
988,889
921,939
679,517
882,414
371,390
17,817
550,73
878,131
151,301
144,47
142,1023
25,401
764,850
251,380
965,211
660,183
676,227
761,614
103,1019
736,10
26,293
298,966
83,9
776,955
749,1074
657,1021
631,894
304,843
707,590
575,90
236,1005
782,768
949,281
378,155
544,243
65,934
326,924
224,725
39,991
31,984
557,630
87,34
292,334
201,1076
112,297
38,1089
566,345
972,832
737,868
785,411
85,512
856,133
78,910
870,302
528,932
116,510
979,678
588,93
228,392
519,1031
114,452
1062,200
261,363
108,1018
1087,497
484,908
33,98
717,579
970,467
1058,1016
611,815
946,128
165,754
195,721
978,97
361,1033
54,319
482,933
994,295
294,535
169,315
985,558
514,525
509,220
833,781
722,1012
233,260
839,145
959,1084
210,213
693,1095
650,360
866,270
74,773
166,318
956,602
661,1003
1068,395
649,951
75,1001
838,475
425,795
578,995
313,666
68,770
160,50
430,101
88,199
5,791
462,245
441,783
