u,v
959,852
1099,1089
694,12
242,573
44,11
823,215
465,530
161,253
815,1018
1039,859
177,648
173,876
705,974
499,1069
355,185
516,28
284,477
15,555
203,283
608,933
1031,1060
621,749
151,211
571,197
513,988
725,129
528,826
327,907
258,1091
584,687
281,917
854,810
688,984
622,82
1079,19
8,455
404,787
76,741
517,434
270,784
828,764
793,160
424,1040
361,857
962,319
132,615
413,1029
719,1068
635,579
117,400
1061,829
265,872
157,566
357,322
91,239
486,757
500,774
504,300
902,154
359,372
589,127
98,227
1098,1092
702,397
208,1033
731,717
144,97
1050,18
972,982
343,1082
716,966
92,122
824,747
678,474
93,282
1022,918
971,51
935,913
770,651
33,862
957,188
807,86
1021,450
911,206
264,831
529,385
1003,775
973,578
1052,978
865,686
874,501
225,95
436,601
964,4
433,415
346,820
301,944
216,588
814,858
187,213
822,489
740,620
951,767
737,6
380,175
252,30
174,1058
813,613
333,696
557,680
440,658
627,212
989,850
961,1017
106,168
142,191
313,766
222,256
628,180
139,464
1030,338
668,832
873,1055
552,323
405,402
347,234
99,414
483,59
34,1095
629,1024
1016,36
381,266
602,878
676,101
40,675
522,298
138,532
927,990
107,299
326,285
461,181
581,324
341,906
868,949
769,614
468,217
594,941
568,790
983,421
351,61
655,27
473,537
1047,308
369,985
366,640
459,58
569,631
606,367
105,407
980,539
753,14
795,869
626,328
325,1064
1090,85
791,1070
42,590
149,698
531,515
846,788
871,57
430,488
650,349
1043,190
685,901
10,502
583,666
991,977
163,72
169,690
630,1087
412,193
697,677
616,940
634,1000
46,109
358,564
493,903
527,277
438,1037
391,781
309,497
943,799
619,257
643,560
923,337
1088,597
816,442
835,647
956,375
1011,708
948,1046
387,232
897,370
494,992
1078,1071
5,112
453,771
535,549
1086,786
760,883
73,156
919,334
889,243
482,26
377,41
860,1015
1032,507
644,388
853,364
683,271
398,1073
806,392
289,316
1075,884
542,393
839,342
1026,198
512,108
260,596
1094,62
909,1048
35,730
761,802
900,656
293,418
133,209
224,1
663,855
1065,1084
150,617
134,958
671,738
279,261
272,1019
939,31
803,420
350,723
176,446
1041,452
836,715
938,987
158,970
950,754
201,330
1010,856
25,223
600,936
887,460
1063,661
524,492
851,520
103,202
1077,809
847,184
83,930
182,296
294,1074
481,912
916,286
934,543
612,64
230,945
996,447
750,315
263,491
751,682
638,408
649,800
735,462
926,639
659,1027
870,976
921,603
275,825
496,993
287,625
742,580
331,332
599,487
673,881
818,794
924,981
960,1020
340,519
475,178
1076,582
1062,69
999,344
664,642
899,1042
553,755
979,804
321,1066
429,409
469,104
205,371
38,706
526,84
354,116
892,665
