u,v
1099,968
748,516
216,357
831,884
906,267
643,616
243,742
699,1026
315,988
1046,740
1064,781
82,207
978,773
1047,712
873,89
277,116
972,862
449,471
815,115
199,671
809,641
1063,612
441,196
889,812
46,0
1093,66
167,138
368,1013
73,7
590,784
390,268
825,1029
965,378
827,38
986,541
954,63
337,329
609,346
682,720
970,509
459,865
787,1056
343,653
709,872
23,887
731,279
305,35
524,772
747,442
27,753
663,983
1065,486
282,376
259,766
499,794
443,594
369,48
13,557
1049,640
387,33
407,994
589,1019
583,795
618,137
403,361
767,788
144,938
743,254
480,958
465,452
547,521
280,420
205,979
891,22
328,1086
749,1015
1,981
675,961
700,68
560,729
456,847
165,622
545,1057
964,529
401,820
334,798
858,61
717,111
1066,283
271,655
864,564
984,737
358,139
639,623
870,842
356,432
890,744
132,460
240,16
648,828
630,179
917,232
1068,123
1074,800
713,830
477,41
253,219
309,324
451,797
789,588
184,180
504,413
1034,945
332,298
496,935
963,698
317,942
999,602
929,437
347,363
383,677
193,393
397,593
135,489
10,446
481,993
761,67
1020,851
716,294
192,696
535,415
255,634
247,877
409,398
103,734
586,745
907,31
1002,998
204,223
85,445
1087,19
1021,245
656,688
973,528
739,227
146,605
450,195
526,899
1041,260
501,434
840,704
134,544
1039,990
975,257
511,269
1079,955
769,1008
275,431
1014,502
920,454
355,774
436,805
1059,1044
94,292
36,1042
629,300
319,922
145,707
974,689
607,367
384,861
209,392
883,162
55,498
236,989
1004,670
419,1023
148,536
418,550
562,804
944,24
439,170
302,136
601,510
845,908
353,726
669,878
684,125
295,5
457,336
105,84
118,559
1038,625
771,155
757,263
512,934
371,284
855,119
793,725
576,175
951,1058
573,1092
558,517
54,266
474,608
429,631
695,848
30,503
1075,47
902,802
829,1089
249,575
1096,130
801,624
26,479
566,621
1091,183
201,435
11,235
1069,464
53,921
786,597
495,345
665,1017
362,758
423,310
478,92
525,98
93,563
735,176
114,43
611,354
475,925
927,620
779,173
866,322
987,780
1054,868
107,680
70,763
307,224
364,966
44,854
1043,426
728,314
914,762
159,527
258,202
21,331
518,960
4,214
530,83
248,424
992,519
427,78
147,297
1048,96
976,937
373,272
344,308
79,1084
687,1010
157,316
933,25
571,203
106,871
301,299
342,841
860,838
777,715
416,610
168,652
995,1072
681,714
153,428
293,163
121,273
