u,v
545,577
689,460
229,884
668,437
425,32
913,344
712,452
1054,54
303,433
674,605
834,78
791,107
398,679
726,383
578,219
271,760
238,830
555,784
538,66
89,728
956,161
744,799
440,415
406,651
992,92
945,169
583,82
530,592
536,644
850,264
761,335
428,144
304,752
709,819
372,905
1098,640
14,931
1029,15
607,542
626,165
933,145
273,782
995,367
841,983
320,732
1060,133
912,216
87,902
676,1028
667,1059
575,558
278,591
794,355
698,418
443,268
1026,85
362,459
1073,44
840,596
789,523
984,115
686,272
929,188
187,872
1042,65
693,424
210,846
740,419
925,959
159,392
1086,19
84,209
920,215
275,1079
978,147
132,365
936,178
126,1099
826,315
923,733
237,823
742,321
42,1011
70,664
922,953
524,507
479,603
601,309
64,1007
208,652
853,26
63,917
587,1084
439,23
982,131
711,454
548,567
492,941
49,1027
360,385
835,773
1016,281
671,283
763,366
1018,98
888,397
876,243
574,1015
581,484
211,774
245,31
831,110
681,827
517,746
470,1061
613,790
447,120
675,1030
750,157
194,833
874,183
260,787
510,599
195,825
947,33
932,938
654,445
935,77
464,74
43,291
350,717
852,308
635,212
371,749
720,399
1002,225
756,340
765,559
571,38
1085,21
961,62
845,277
838,894
634,579
549,364
135,10
747,376
1062,113
560,568
848,288
672,480
854,847
731,813
673,435
619,473
390,83
1038,57
970,151
311,631
974,148
600,990
622,618
551,576
798,444
1033,81
300,167
994,108
615,996
971,106
1040,224
706,55
199,129
704,948
326,844
1041,53
382,88
205,828
685,809
637,494
879,256
687,333
770,349
357,705
1057,290
47,1046
657,966
292,743
328,400
880,248
696,427
478,604
20,531
41,999
866,429
351,914
193,867
940,6
434,539
1064,50
812,314
280,719
200,857
801,332
1069,3
423,645
893,442
981,137
891,234
252,665
772,381
955,911
875,155
989,513
296,546
457,890
109,976
1009,738
855,262
4,1075
1010,330
467,158
807,68
1000,154
588,475
695,839
628,511
27,1045
1071,25
734,111
883,72
379,975
957,39
298,730
788,356
849,97
547,1044
1089,204
1095,9
892,184
977,130
346,663
805,939
670,485
1091,2
338,30
585,554
141,806
562,561
918,196
162,191
505,701
466,453
755,327
851,282
490,401
643,491
808,329
898,232
79,714
965,160
496,337
1078,37
972,28
269,783
762,325
926,177
121,1052
937,186
930,803
1012,100
1082,34
302,718
368,700
410,678
680,777
609,497
837,86
1097,818
525,363
1047,179
950,8
810,608
623,534
859,253
832,766
721,450
378,694
802,384
143,949
348,24
142,203
1039,67
739,431
293,753
189,952
962,94
1058,318
804,331
369,501
336,980
589,352
481,324
683,944
1081,316
213,1013
877,257
842,299
968,375
163,1021
627,518
388,901
868,217
414,648
595,543
896,153
498,610
393,692
519,175
751,409
1093,11
458,1068
512,1066
472,612
136,1053
1043,46
900,226
556,691
988,119
190,871
924,201
564,322
1088,80
1003,103
863,227
903,928
477,411
198,865
502,602
885,758
430,870
580,122
769,421
361,757
231,629
811,319
45,655
448,514
347,724
1034,202
586,75
778,236
569,489
821,323
916,969
897,736
908,220
566,856
682,164
104,35
73,456
881,239
503,1092
295,267
206,814
942,343
843,886
991,128
284,779
261,786
584,482
725,1006
1004,192
754,395
606,506
590,552
451,632
557,1031
1019,168
572,522
735,436
116,934
339,170
265,895
684,708
353,1017
413,650
432,910
305,150
354,820
1096,5
1001,509
516,998
527,909
899,223
722,438
986,139
633,500
146,907
1070,123
483,174
816,374
287,775
873,207
858,218
244,822
656,785
1008,660
836,297
540,582
486,611
677,426
241,780
642,468
919,197
887,793
1049,59
862,727
997,134
748,342
1036,638
532,699
861,767
829,1080
1056,76
127,915
598,402
759,594
715,658
528,185
377,690
412,666
653,463
526,508
181,882
1077,391
964,105
1067,90
446,646
222,96
659,1037
286,764
255,795
461,625
373,661
276,91
285,310
240,824
878,266
702,455
1022,69
535,723
951,274
963,99
1051,221
630,713
1072,927
973,149
616,796
416,869
797,737
51,776
1083,29
233,771
156,420
921,214
943,1065
1074,465
703,171
462,621
1014,707
345,710
515,1032
979,102
499,1024
1035,101
662,404
1,649
537,251
521,1048
985,118
405,864
474,60
12,124
1087,641
960,228
745,541
904,1050
1023,95
422,647
954,13
1094,173
250,800
487,636
1005,729
172,889
504,563
987,958
550,441
403,669
1063,697
1020,61
469,614
741,417
792,639
488,493
307,152
71,52
1025,688
946,544
258,781
1076,263
1090,18
289,768
906,117
624,529
553,716
520,1055
247,817
359,967
620,495
993,112
815,334
48,180
449,860
