u,v
1001,735
883,999
556,214
158,442
876,969
227,285
313,474
587,448
494,903
557,425
1051,430
146,333
70,603
615,137
205,10
968,688
960,842
613,716
220,385
487,747
1005,593
1034,498
614,717
371,819
1047,437
872,594
225,356
772,98
867,88
1055,306
1068,96
465,184
139,697
15,411
520,901
144,403
967,696
401,303
661,769
724,160
94,667
459,271
600,121
302,854
218,702
449,77
363,321
909,327
311,283
451,681
686,169
83,761
831,673
892,930
210,725
751,155
905,878
207,814
438,1092
65,730
252,309
414,744
1045,381
424,946
1020,544
934,788
1033,501
228,482
644,549
21,40
36,806
453,182
427,709
784,727
1037,489
60,525
1025,533
1091,478
352,633
59,664
1098,621
801,654
779,715
1004,595
991,387
531,659
1029,499
335,329
926,523
554,642
914,805
1090,622
534,166
45,365
827,904
937,797
1076,323
50,583
1042,419
7,383
760,877
406,110
789,275
61,857
13,319
961,732
545,161
552,20
300,348
816,880
188,921
18,104
841,824
578,962
825,830
428,636
468,291
222,131
548,710
296,355
1054,24
898,927
932,803
249,917
705,630
439,907
1084,150
871,680
101,1018
1072,450
462,490
280,361
305,790
978,671
773,159
34,979
105,792
30,850
342,466
417,469
103,431
66,638
458,497
37,193
1038,434
1073,639
240,939
925,813
944,781
916,17
346,328
1008,527
284,582
46,463
853,891
259,418
1014,445
14,757
908,863
216,712
893,838
1099,3
337,620
791,134
1056,316
890,122
1057,299
56,457
354,538
900,971
310,373
447,208
869,1011
187,388
804,118
935,785
154,885
114,812
1094,64
156,409
250,700
174,881
229,924
1079,2
689,509
516,172
264,774
931,33
279,345
945,834
896,75
855,312
25,456
529,129
849,637
1036,491
580,211
1027,522
956,62
281,799
844,1080
1078,591
251,175
68,282
107,539
171,542
989,360
1048,433
699,706
1062,767
605,519
996,660
41,733
910,99
138,504
422,272
1077,194
1017,63
79,454
818,119
959,741
223,336
839,1081
777,203
190,397
768,145
480,334
255,234
357,919
1010,581
471,532
254,674
130,486
635,649
1088,100
868,106
906,865
277,913
429,800
675,703
1021,684
384,676
16,756
133,685
29,695
1060,550
1064,273
243,627
71,957
874,112
1095,507
918,829
786,682
976,672
677,623
73,90
1002,837
974,500
402,265
573,165
1035,852
12,125
338,802
815,183
1061,1026
173,69
888,936
972,679
574,242
941,444
39,483
1071,1066
260,320
848,765
828,759
980,646
762,167
42,372
1009,35
191,324
860,92
912,93
32,80
641,124
740,157
257,198
127,586
870,770
922,817
1043,460
1097,31
577,233
811,738
846,943
942,749
1022,540
367,963
743,149
219,54
592,663
795,833
292,807
111,475
8,212
951,610
244,995
1053,347
232,374
1096,52
517,763
224,379
1040,395
851,1044
1006,262
596,89
1059,655
982,808
965,657
902,290
731,826
23,721
48,823
1085,658
186,128
953,758
832,648
987,778
985,845
47,714
666,692
835,650
215,289
1075,253
1039,407
178,398
136,392
512,670
394,269
495,181
938,113
102,506
954,722
1058,294
1032,669
879,966
204,1
526,955
836,1013
1067,766
421,771
1089,147
74,547
412,286
1028,518
737,235
647,189
307,349
72,604
109,123
928,952
116,656
38,993
1052,350
958,742
886,555
887,947
793,135
894,843
739,164
209,331
6,142
213,719
441,317
318,274
9,4
1023,691
1049,325
237,694
780,713
368,378
51,396
49,85
256,298
84,201
206,288
584,1003
339,561
511,515
875,977
200,668
322,1030
1069,43
261,754
151,217
263,315
485,764
723,565
177,391
882,948
711,163
393,537
983,640
521,704
91,473
975,645
986,651
940,782
988,840
53,455
861,628
5,1070
994,618
707,170
873,984
1063,470
859,820
58,435
148,81
726,67
162,510
82,728
970,683
1041,981
22,624
1007,687
920,26
143,514
1093,619
708,390
513,569
884,634
964,87
933,755
443,748
822,915
179,400
1082,1000
44,611
810,141
192,375
266,562
889,690
998,606
923,701
662,153
821,653
108,479
95,698
1074,344
866,413
246,467
1015,560
750,247
973,652
746,115
180,643
126,415
1086,76
86,626
408,488
899,576
1087,120
895,862
625,858
530,239
57,28
476,268
452,301
270,410
809,566
1031,508
132,314
97,1012
293,231
481,202
897,117
1019,152
590,783
1050,359
553,236
665,377
245,358
950,775
340,864
364,794
678,752
1016,729
847,1046
856,1024
736,949
176,389
78,55
19,405
423,745
27,0
221,369
380,304
168,366
796,609
185,693
362,753
997,608
787,798
197,11
929,720
446,990
776,734
195,343
1083,140
598,629
477,330
370,631
1065,199
992,632
420,308
404,718
258,911
