u,v
59,924
776,353
259,426
811,440
383,472
281,276
36,1001
1023,719
841,585
370,894
371,997
60,248
722,165
443,17
337,5
870,43
45,341
937,571
678,382
357,706
218,983
349,1008
853,55
842,1
188,702
362,1048
154,559
527,241
645,879
352,992
827,140
793,973
971,918
755,54
677,26
340,80
1079,124
822,837
229,267
552,858
499,883
916,278
213,1075
735,880
41,536
843,40
1070,563
1069,230
699,636
652,955
243,914
404,988
920,196
99,524
32,110
250,673
829,575
406,89
805,493
526,416
1002,733
625,505
428,1034
999,744
414,790
816,939
222,836
840,11
264,1089
831,226
27,1094
305,24
240,700
1013,774
838,658
1054,129
494,1099
367,881
1085,846
439,131
174,667
943,718
65,399
94,802
29,903
338,907
877,893
486,724
668,471
664,1071
754,261
539,513
655,1043
388,187
882,384
537,773
597,1007
271,130
619,982
898,372
950,232
145,246
1020,553
692,393
1031,221
901,768
648,1059
369,751
133,547
189,420
1015,996
659,987
778,292
1040,144
660,300
908,520
807,459
431,964
211,613
704,647
1055,107
113,685
87,531
922,556
541,280
398,707
961,1068
385,178
96,510
792,938
953,105
329,363
356,521
321,818
570,48
940,417
149,335
630,103
1065,889
1025,743
734,850
934,220
119,580
415,548
764,812
268,666
669,279
823,902
469,476
690,804
1036,787
456,53
492,731
634,828
30,795
588,614
286,895
1087,686
892,25
375,79
710,604
968,1014
392,225
851,58
345,136
970,714
616,192
290,1017
906,485
932,28
1010,405
959,177
875,929
567,111
826,401
798,412
799,530
118,126
1045,1062
455,897
315,380
1096,51
806,223
1027,662
391,263
833,1019
794,985
759,896
1057,481
876,675
888,15
589,860
844,465
976,534
169,318
503,867
1088,1086
862,168
599,215
681,1009
1084,195
454,1091
684,791
72,209
303,801
967,402
435,453
304,311
445,495
958,545
873,447
814,394
607,890
63,516
166,615
478,257
47,227
944,132
601,956
239,757
475,109
847,1035
134,986
1052,199
57,294
19,595
1058,635
612,381
343,52
117,186
857,359
551,781
153,395
845,861
720,350
336,306
767,732
824,683
602,100
202,618
887,31
946,120
7,884
839,273
396,1073
978,78
152,632
208,299
411,878
75,501
419,1083
703,705
1005,433
172,608
265,1021
92,518
954,150
184,782
819,554
1037,147
748,253
546,672
528,316
331,741
745,434
771,194
274,758
76,323
1097,780
474,1032
972,347
770,64
797,596
738,640
88,1042
620,646
800,529
366,344
182,437
35,430
631,522
283,679
691,3
289,817
1022,832
713,1080
761,785
181,788
617,947
752,1024
558,397
654,463
269,106
161,948
891,508
502,200
564,930
137,219
960,83
386,746
980,400
628,56
314,863
753,742
122,936
921,593
885,489
198,487
642,671
649,927
535,61
432,813
856,533
994,573
285,600
651,544
14,1044
123,1093
904,421
935,167
461,423
62,969
238,688
484,242
900,966
543,1046
135,207
864,429
464,197
852,977
747,865
2,451
915,346
128,364
639,491
579,581
919,641
295,13
115,21
1004,606
121,424
326,204
622,803
933,772
975,498
98,775
623,1090
20,313
436,540
287,483
297,108
1029,1081
496,984
568,560
1064,1011
1053,696
