u,v
668,96
568,161
19,565
769,1021
209,672
647,181
313,60
761,372
757,612
716,789
70,1025
687,724
1053,1043
828,162
855,107
914,772
986,661
1027,334
296,501
917,707
613,973
194,505
824,80
522,553
464,810
635,439
171,628
214,37
898,589
360,620
179,141
940,412
146,400
763,1075
155,429
555,856
712,744
7,394
868,228
1018,17
754,178
541,624
864,753
983,469
967,498
1073,1048
198,21
83,812
206,298
821,340
816,604
877,81
23,309
336,871
870,509
95,809
989,101
25,416
739,663
556,500
888,256
507,508
614,245
656,351
116,321
694,861
536,46
764,875
503,315
523,592
544,802
279,10
934,226
490,233
804,629
1010,935
436,988
258,922
140,1020
189,886
433,353
192,121
165,862
525,657
177,944
50,641
491,745
832,899
1046,230
458,740
705,1071
410,621
426,540
951,478
303,921
752,418
533,748
444,8
301,6
108,1089
998,574
606,815
777,813
947,102
996,145
788,746
844,73
936,268
349,240
627,593
56,84
1029,427
731,442
560,125
208,1028
338,605
193,563
775,363
985,796
36,881
1099,176
970,759
5,1062
1034,411
948,355
831,342
307,443
1016,760
470,395
437,188
918,730
704,134
484,461
26,1061
1051,431
1002,607
407,942
691,579
169,24
202,219
497,29
391,91
1009,720
72,333
530,577
318,191
830,75
793,664
1087,803
63,3
396,332
27,153
195,879
594,750
637,78
277,274
767,109
1001,88
732,367
471,47
423,406
511,528
990,362
378,524
964,514
675,773
937,953
257,840
698,58
670,1011
462,894
649,776
127,634
369,492
734,600
825,723
22,1068
247,932
823,742
997,185
270,330
432,158
326,800
590,224
430,876
450,254
1059,930
1058,681
559,981
680,526
916,702
558,371
190,97
1026,227
665,122
715,650
136,529
962,968
1065,537
580,1003
920,585
82,388
445,1094
1067,728
646,441
847,483
1083,591
978,929
128,66
859,598
842,356
638,300
287,453
61,1079
341,359
472,463
345,201
1045,1092
147,438
512,506
735,913
354,762
1072,33
383,632
327,814
137,236
117,984
11,618
835,126
845,662
946,380
535,222
238,38
20,1042
622,738
892,713
972,368
908,643
660,562
520,1076
519,452
1063,200
286,1004
482,1091
792,749
538,952
817,205
976,513
999,880
160,956
486,599
615,550
144,857
648,94
874,521
130,281
518,666
588,216
608,884
889,941
960,467
927,489
242,987
424,55
602,911
737,183
791,547
294,440
314,758
343,1082
729,267
642,48
1057,965
549,515
290,903
743,849
682,542
897,49
949,421
142,9
1030,1085
389,837
59,786
1031,52
1070,409
890,798
199,827
285,581
308,399
187,853
361,413
539,86
938,699
150,904
684,1095
392,703
780,783
554,475
572,414
926,626
1090,284
377,77
459,958
931,994
295,93
569,583
403,677
833,710
896,841
1014,808
259,425
719,611
655,846
42,244
573,248
838,210
152,493
384,375
545,1024
276,570
755,644
721,405
807,358
869,447
387,92
1086,543
124,347
204,225
28,733
289,14
679,43
182,288
397,1012
79,1060
575,645
374,234
132,906
633,357
203,417
1038,373
350,971
701,630
485,44
12,502
118,243
282,495
31,479
302,741
265,795
901,477
1007,13
631,346
215,586
328,71
488,943
454,323
154,919
272,1097
304,865
344,787
909,993
74,673
331,337
576,115
41,977
156,231
460,221
1055,933
100,854
57,1080
1015,40
105,578
667,157
