u,v
736,544
865,704
1034,256
215,302
253,1079
1039,209
869,54
341,801
158,945
135,970
613,213
787,487
93,317
879,332
803,184
842,441
326,812
1006,409
1040,560
448,657
505,810
919,288
504,674
1083,112
913,375
166,944
576,43
791,367
678,319
838,555
406,552
316,744
484,746
772,466
119,486
1013,34
294,823
323,221
815,445
631,612
807,450
14,1061
730,96
727,1092
251,754
140,639
868,66
974,712
767,508
267,707
511,164
1090,1018
461,172
540,474
1089,6
532,717
357,883
795,471
418,234
894,581
306,819
349,799
479,747
120,647
397,565
415,344
171,240
709,571
971,1047
837,311
32,292
260,833
616,608
670,588
763,398
591,682
802,88
386,658
1078,904
1036,660
642,593
203,1049
154,955
509,765
13,827
662,589
751,536
10,910
569,379
502,716
611,632
927,371
480,814
994,132
640,677
23,718
809,86
396,582
857,144
437,363
572,673
228,863
548,715
656,105
419,668
1004,37
1017,1059
533,708
634,858
16,845
915,230
598,675
407,824
138,965
150,274
996,65
468,318
100,300
685,410
563,155
246,875
836,313
405,621
249,782
223,891
578,710
84,989
196,245
700,574
872,110
1020,97
771,472
123,516
49,338
1026,33
382,785
1076,299
524,460
577,48
231,881
192,899
258,853
60,1008
482,737
514,424
452,174
852,1066
325,219
828,443
993,22
676,315
121,340
1084,1025
297,822
180,255
1031,152
137,284
145,962
17,1051
75,327
912,51
603,446
354,794
906,404
750,483
757,531
583,653
1095,1
507,743
512,620
649,607
792,903
874,289
254,343
12,401
724,201
78,1011
873,428
82,734
1098,308
681,663
1060,839
385,780
160,918
431,478
334,811
897,421
58,400
666,399
985,1028
664,475
339,925
854,68
337,336
366,372
978,85
926,322
908,1091
347,804
714,579
990,352
850,430
412,204
797,451
713,61
190,923
147,952
895,208
567,263
109,706
237,635
756,535
408,773
226,882
951,136
659,602
570,286
151,949
463,309
573,669
476,526
176,890
609,134
416,722
892,422
111,760
1057,248
470,442
683,586
816,1088
20,907
1052,825
456,534
1082,30
1070,455
1007,36
7,1062
987,39
182,914
976,277
1048,55
1096,193
851,264
265,966
835,432
50,916
117,817
562,691
615,517
774,25
381,1015
346,2
741,513
179,917
806,243
972,275
178,921
71,328
878,1003
146,834
732,549
1063,11
1009,40
1081,56
800,293
257,859
597,617
41,1064
1056,8
542,699
261,1085
553,866
464,645
26,126
57,1035
1027,331
740,539
167,943
281,361
1086,566
149,489
106,518
779,494
217,898
128,960
847,229
438,457
1042,77
393,324
761,454
19,900
510,491
124,684
69,92
901,214
646,122
269,373
62,745
368,272
988,227
81,1005
469,821
585,633
798,350
376,886
643,485
888,423
238,427
651,605
83,889
181,530
786,384
703,606
222,818
1093,303
521,733
498,731
719,559
614,314
975,18
188,35
864,1072
902,52
1001,1068
394,777
896,377
1069,67
650,492
278,849
783,198
654,233
1043,697
1094,114
759,529
252,841
436,769
568,687
1010,1032
938,360
525,725
941,285
113,628
220,345
671,290
266,232
499,672
909,189
829,80
554,1044
4,330
887,826
596,641
72,1022
45,1014
477,680
365,210
356,390
127,0
104,273
932,168
76,1019
937,143
207,276
515,163
496,159
236,855
488,402
884,411
133,848
934,259
604,622
153,695
305,820
241,161
296,335
130,977
652,775
307,600
1046,27
1099,191
242,885
619,871
9,808
429,738
933,262
118,458
1087,329
434,197
762,380
742,551
173,403
547,739
723,556
107,287
250,861
701,141
924,280
1097,388
425,206
735,301
53,752
216,239
698,99
3,351
503,170
70,1024
984,870
629,493
679,103
374,788
543,90
648,115
1030,28
523,758
688,575
169,922
995,79
235,876
528,720
364,212
805,440
387,592
638,610
967,102
165,268
665,545
856,271
295,225
125,964
599,636
661,202
644,131
63,333
1054,789
282,291
59,637
95,721
626,595
312,1073
187,395
541,389
726,462
694,500
129,957
74,1021
218,391
1023,29
247,711
936,546
893,148
963,481
1075,304
1041,320
24,1065
843,183
538,630
186,956
905,414
211,244
702,64
15,1074
1077,1033
439,764
813,587
1029,867
1058,98
992,162
729,435
42,1055
87,321
980,44
89,986
790,459
755,200
947,370
47,778
490,283
142,369
948,353
831,433
940,358
558,692
94,310
776,753
355,862
5,1037
413,194
31,519
832,1080
205,946
383,696
342,417
550,693
378,846
1045,1071
1067,830
362,749
359,860
506,793
420,601
195,501
426,770
101,973
73,911
667,594
520,157
590,392
557,453
689,618
1053,495
625,624
444,185
564,623
844,21
705,580
935,139
627,270
175,527
116,877
686,584
46,1038
880,199
796,465
655,108
449,766
784,91
279,840
447,177
156,522
690,968
981,1050
998,38
298,224
781,467
768,497
348,728
473,561
748,537
