u,v
633,439
396,384
1069,48
430,524
828,791
794,549
744,951
410,552
1026,1011
227,812
839,360
763,1089
743,510
305,556
719,495
368,739
1085,379
296,1079
526,456
632,952
991,419
771,563
185,837
520,745
992,716
22,498
433,885
411,1030
819,1062
644,569
200,679
747,358
511,1025
394,985
973,261
427,462
116,386
899,541
443,610
260,229
734,949
473,989
518,59
435,395
212,114
727,259
695,580
387,557
471,198
702,650
817,350
532,809
919,210
15,313
639,436
407,140
388,286
810,468
56,404
578,352
710,303
798,24
559,317
896,1088
575,322
36,444
39,792
330,1065
980,781
76,392
72,788
986,440
909,81
856,332
693,654
599,453
272,603
1076,842
316,397
135,353
169,472
483,760
533,390
432,618
182,567
625,738
380,789
531,871
987,1050
867,715
14,669
1024,189
724,492
234,366
598,124
416,831
2,737
752,26
854,496
1032,475
512,821
355,278
86,300
62,51
706,717
825,486
115,704
290,636
293,808
298,351
346,773
772,34
203,841
53,108
425,950
500,513
774,924
421,785
497,522
981,921
98,13
57,499
602,920
230,195
469,998
642,508
895,668
89,922
20,732
860,282
720,626
592,615
105,149
99,493
184,939
835,179
1081,422
638,145
647,283
1097,979
71,708
1047,222
47,301
401,873
457,902
941,1093
343,865
861,888
470,183
201,45
275,426
180,889
191,97
968,816
78,348
437,623
85,1053
697,923
383,1092
765,565
651,700
814,929
530,12
947,406
574,1
409,568
33,1073
250,138
1021,900
454,1082
561,1004
240,357
347,657
857,799
862,1048
356,614
1080,879
936,474
617,334
1096,1055
655,417
1090,307
27,402
1077,220
458,1013
273,207
5,482
581,689
153,69
1078,312
64,1084
6,824
154,579
393,17
503,927
504,122
79,962
414,840
1046,585
729,844
18,813
818,19
408,523
913,528
93,723
35,535
931,28
325,685
319,977
733,269
652,974
961,796
594,740
369,151
754,780
682,187
607,110
49,904
690,1022
70,268
487,852
872,25
1042,944
266,994
749,673
113,489
420,77
263,620
412,993
134,890
389,1058
318,304
152,628
848,804
214,385
517,878
1043,117
1086,42
846,43
375,211
255,52
68,465
37,516
246,209
562,143
937,999
213,371
136,570
778,219
310,917
294,463
925,582
683,786
790,935
75,502
216,445
748,802
431,452
833,87
233,661
476,172
373,1033
403,434
257,506
441,590
311,676
572,299
381,770
8,247
167,1003
342,756
4,333
1083,671
166,340
95,129
329,159
730,680
910,877
667,803
701,543
118,746
843,996
224,622
537,415
50,215
146,102
30,1029
666,648
418,597
948,270
104,521
712,660
344,361
1012,111
795,855
1001,137
231,793
539,320
46,1045
832,193
721,288
653,750
314,256
163,297
761,527
630,281
150,477
484,627
604,1099
714,323
847,1091
41,551
643,571
955,359
722,501
983,713
485,782
705,1061
892,670
830,84
341,755
997,253
349,784
611,478
514,399
1010,16
239,874
621,302
96,806
248,859
144,251
645,337
324,1000
446,1095
953,1016
190,55
1094,155
208,236
938,606
853,555
897,374
1009,641
525,678
1041,1054
1039,398
907,1006
326,971
1007,751
619,158
91,538
534,44
295,63
915,684
663,550
637,634
718,101
811,692
757,933
287,976
635,959
536,826
901,336
82,975
609,845
1071,776
573,0
577,675
1014,1052
178,165
546,103
1057,928
21,460
451,1038
321,725
707,400
206,438
876,982
542,258
241,963
1068,174
119,658
491,875
600,768
364,123
850,646
148,696
88,529
988,893
181,128
767,1051
926,758
481,449
264,106
372,820
584,112
10,881
664,1023
972,126
225,429
880,238
954,698
540,736
742,289
120,442
589,244
252,448
29,709
488,970
834,601
887,284
378,1002
127,363
726,711
916,699
262,829
616,957
777,11
243,249
338,858
800,769
100,125
345,186
762,827
1008,964
677,884
1020,624
7,595
73,1059
405,221
908,554
703,1028
735,612
545,160
659,38
1098,292
192,965
232,836
308,455
691,868
613,235
1063,945
566,171
335,807
479,665
1027,83
960,194
741,274
80,1035
1049,54
688,242
121,662
995,309
265,32
548,1034
107,328
805,978
930,838
196,1074
168,23
775,176
694,480
864,271
