u,v
693,610
618,854
524,810
773,221
959,73
406,409
813,931
522,895
187,487
336,210
841,602
1087,505
529,1010
793,144
5,1013
598,871
612,635
704,242
399,262
1051,286
571,225
147,544
16,488
553,576
1086,838
302,338
183,912
103,1041
175,490
849,327
427,616
304,375
614,290
543,248
1079,896
374,308
186,913
565,293
398,265
486,387
122,519
782,120
320,373
199,74
865,182
495,710
56,510
511,834
606,196
523,1046
212,552
855,91
288,389
554,926
1003,892
249,946
1048,1080
435,569
11,498
60,274
958,759
859,88
770,150
1054,812
289,600
923,765
706,669
806,100
215,431
823,180
251,372
982,24
478,243
904,113
881,386
367,421
753,218
1022,263
1073,574
465,318
873,647
657,250
328,843
58,592
267,967
126,573
1055,655
888,914
624,468
27,69
36,563
77,564
622,233
283,449
55,405
950,98
856,985
31,731
1075,605
53,737
891,942
636,981
433,491
382,656
129,485
1053,968
138,561
579,285
151,503
678,178
410,1001
528,319
879,177
49,977
858,392
1037,861
149,835
662,566
1070,391
1058,246
957,352
575,952
750,148
1082,240
1016,29
587,279
8,999
502,311
42,583
1035,811
532,837
197,596
906,437
460,189
161,530
1059,1015
101,259
307,593
1026,847
128,609
445,325
852,420
711,444
32,1077
296,876
877,95
39,716
370,416
339,1066
538,229
50,582
260,1020
1084,6
480,1060
1069,948
28,652
452,314
1071,719
331,442
155,384
109,515
323,349
334,862
828,830
316,557
699,456
474,356
220,458
137,451
62,924
802,832
365,40
209,476
333,344
1085,775
751,121
817,960
63,358
38,1088
18,844
234,496
550,198
717,235
362,425
19,818
615,1081
929,383
964,350
840,153
768,951
922,115
461,394
133,687
1056,33
30,463
568,651
361,321
526,901
174,580
1076,788
305,542
779,681
171,938
376,413
696,930
312,428
271,1043
928,925
111,514
756,163
943,1072
521,287
900,454
826,96
272,989
903,617
736,440
1008,899
649,728
438,145
994,848
483,781
839,983
1067,990
1063,727
984,156
868,390
160,1039
340,341
207,882
785,203
15,541
518,613
1002,317
695,556
671,208
236,378
75,43
110,558
9,125
185,988
204,1096
301,1047
52,562
692,114
14,715
475,772
270,403
1090,807
732,860
845,81
971,68
195,512
1033,955
159,446
162,591
1095,777
620,255
551,241
976,48
354,797
894,918
66,586
337,335
822,1005
634,140
188,459
1044,560
1045,21
507,355
1061,887
819,972
776,107
143,572
1091,82
281,393
87,537
139,547
157,1019
836,395
516,790
1024,842
1094,794
22,1068
78,164
769,436
966,217
820,419
601,479
1004,347
222,720
426,883
821,500
359,326
417,407
430,853
1040,306
1098,0
90,686
473,805
226,467
1078,1074
535,408
106,621
713,167
709,453
1032,567
1025,909
597,239
477,295
974,872
102,525
489,315
780,607
970,322
93,723
388,995
758,439
1052,10
599,949
83,1042
35,309
827,404
527,264
1093,47
911,672
578,1011
668,258
509,94
963,26
434,329
72,650
685,594
244,604
743,953
494,886
629,275
1062,980
415,324
298,831
84,481
348,432
752,760
455,653
1092,697
1029,897
755,127
944,152
135,809
173,674
278,867
396,850
1028,303
3,766
763,643
443,800
1038,1009
927,504
284,645
991,915
297,364
501,252
555,232
194,589
902,941
1034,584
996,630
665,619
962,79
673,214
799,201
205,482
268,412
725,108
1031,291
940,936
170,1036
670,181
633,937
92,61
893,366
211,1064
520,1014
45,870
588,898
245,424
625,654
627,206
708,1097
176,846
965,332
533,1065
89,939
680,190
1030,986
238,659
85,816
429,864
945,353
130,815
357,857
493,638
402,1017
689,787
884,379
219,910
796,266
227,1012
639,548
992,577
998,230
299,381
165,637
7,874
141,447
702,1027
506,310
371,342
411,954
1000,46
169,792
368,611
747,540
875,51
746,166
228,469
675,124
1023,313
86,1050
158,261
4,23
661,216
890,134
256,414
464,956
300,448
57,34
330,885
253,345
294,117
44,360
700,814
70,269
377,142
808,774
1099,1057
20,179
684,168
829,397
1083,978
608,276
423,401
878,136
863,184
801,200
921,116
632,907
698,462
223,470
798,549
380,472
99,282
783,932
660,224
648,231
979,71
641,192
570,833
112,1007
559,1089
385,369
12,947
724,738
889,191
97,343
640,1018
603,987
917,118
13,642
740,961
975,59
508,346
67,631
658,132
784,119
471,791
2,492
254,457
247,418
76,679
595,997
54,539
933,80
734,545
280,851
581,25
644,880
646,908
786,146
623,277
105,626
422,400
499,363
64,17
993,517
292,546
534,744
825,789
131,866
920,123
628,778
590,257
237,466
193,441
351,497
935,795
536,771
202,764
869,450
973,916
1,1021
804,213
585,273
41,676
1006,37
513,531
803,104
1049,919
824,154
969,905
172,484
65,934
