Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,92.67327551232346,139,222,4.508569967898959,4.7119882768445205,55.60000000000001
Balanced,110.53969661592423,250,0,5.526984830796212,0.0,100.0
Blossom,114.67654200442833,250,0,5.733827100221417,0.0,100.0
