User_ID,x_coord_m,y_coord_m,distance_m,angle_rad,ring_assignment,path_loss_dB,path_loss_linear,shadowing_dB,rayleigh_fading,h_linear,h_dB
0,1069.2586556299452,-304.53204113782994,1111.7795809957704,-0.2774603796765265,0,137.12511521592882,1.938601205250095e-14,-17.725870227053402,1.2893088691733083,1.3816394359577432e-06,-115.36267098031595
1,-877.5027572789446,-1814.6650737274456,2015.6935329653627,-2.0212071293703895,0,149.67942945994935,1.0766066399861257e-15,-7.322200319569119,0.9541708166551198,7.273855554301317e-08,-119.9770824980328
2,1686.9740512224612,85.48564902390345,1689.1386105607087,0.05063064844135253,0,138.37726543709596,1.4530262368468405e-14,-3.088493060243708,0.4457895526529837,7.66816179029489e-08,-119.97453796431599
3,149.6818704473238,-1547.5370693760908,1554.7590306648003,-1.4743736273376744,0,148.851385945383,1.302750970769629e-15,-6.5345024944886,1.475681287684976,1.1301820300578686e-07,-119.94487836261294
4,373.9735021548463,-1723.1973335729597,1763.3108718393698,-1.357087328045503,0,141.81322184280592,6.586850640031626e-15,0.99813075702582,0.5479721124258062,3.964521950801977e-08,-119.99317936375661
5,929.6464721714793,-1282.4182719480004,1583.9315602155837,-0.9435427114654341,0,142.0483937303635,6.239655710016405e-15,8.915748010691761,0.1875119249946222,5.306666624721901e-09,-119.99987770130952
6,-1096.835309127572,-1841.6566598674876,2143.5360851133923,-2.1079520478003713,0,149.89214510905697,1.0251454514833803e-15,11.143355603439353,0.2876211378244232,2.552970311292228e-09,-119.99997169426577
7,1524.4373364928679,-454.3506173366107,1590.7054021306485,-0.28966206689540663,0,149.0009805894311,1.2586411922960574e-15,3.521439028130987,1.5986948003213952,3.781330011181373e-08,-119.99379469443384
8,1614.4895750317867,379.56979421512744,1658.5083106716208,0.2309086588803528,0,148.34493171429435,1.463884554560528e-15,-5.047959598771599,0.7305000085556026,4.997716532678893e-08,-119.98916607707217
9,-1359.6968263194801,1164.7739059909607,1790.383677199026,2.433254971394815,0,141.2128019153994,7.563447705072282e-15,-0.5008549066934235,1.6061959605821283,1.4797937166439978e-07,-119.90592495686002
10,-1059.6101668885724,-36.508974316169954,1060.2389405125843,-3.107151178336715,0,140.76598320028285,8.383042732391125e-15,-6.027159175770346,1.5218095482126972,2.7888111325899396e-07,-119.67472025316475
11,1606.0958535493517,-201.70392667098832,1618.7119462161625,-0.12493241118731847,0,141.88542964392175,6.478240034082707e-15,4.2674684699849825,2.067267562860555,1.0180093915274107e-07,-119.95522380891045
12,445.3989053939016,-562.550530458758,717.5258073724706,-0.9011066771806304,0,134.68308565919256,3.401664158255635e-14,14.661702674538148,1.2726053760478089,4.339646327967687e-08,-119.99182882781098
13,-879.4675018796854,-1950.8945926084225,2139.9656068103704,-1.994317131951359,0,144.01379741271762,3.968444022968394e-15,-12.208602476568172,1.8981418035923678,4.876058497199287e-07,-119.07363744097222
14,-1823.8194621507027,-768.6540591203359,1979.1782368250333,-2.7427302370206164,0,147.9426521094393,1.6059602405353024e-15,-14.100372775650417,0.5769167534133282,1.1721931635762702e-07,-119.94073259132466
15,-1421.559671593467,-1039.7981273358535,1761.2529760122688,-2.510070406400228,0,144.04755347200748,3.9377183800742585e-15,-0.5099305547029572,1.3822028605319274,9.197941467777742e-08,-119.96341231546482
16,-1547.6247785157836,-57.774787265110945,1548.7028059377812,-3.104278718244857,0,143.65201716477523,4.313186959798287e-15,12.954432642189321,1.3914717565967556,2.0566098207277123e-08,-119.99816347733454
17,-986.4678942334606,1067.722857952043,1453.6681215967683,2.3166593960230344,0,141.15398279885054,7.666580851942993e-15,-11.94278826883957,1.358391093284286,4.7039760167551175e-07,-119.13186922862165
18,-416.0273732754856,1939.4033948847502,1983.5232046550389,1.782107022689112,0,147.57765781198842,1.7467639439664586e-15,-1.7519826147340585,0.5624569232474518,2.876110098593061e-08,-119.9964089970429
19,782.1519838270884,235.81956173431294,816.928755462319,0.292833238141733,0,129.9259146420751,1.0172051160313239e-13,4.558032332845364,1.4478755140519204,2.732334556577523e-07,-119.68730321557088
20,1694.603183790624,1116.109497720807,2029.1329087607621,0.5824152211624738,0,143.5096484939549,4.456923200519893e-15,-12.505030731920113,1.0639940394503051,2.997148813420644e-07,-119.62641635817351
21,1054.9538152464393,-627.0748761593082,1227.253214545894,-0.5362989127924468,0,142.3906595940143,5.7667887240623215e-15,-6.2270653174835635,0.5070546859020398,7.886332556064095e-08,-119.97307303283327
22,158.46257059146603,1421.9138231441264,1430.7163613822277,1.4598111174538264,0,146.2211599221053,2.3871736268126377e-15,-3.8388597974406755,0.7707515423020523,5.8586748553193525e-08,-119.98511876997674
23,504.53047142791144,-362.48803705904527,621.2475944502243,-0.6230121058728886,0,128.17164621695443,1.5234751627531586e-13,5.731795964335153,2.8431579625424024,5.736260691902398e-07,-118.76459703909647
24,-1122.4702459070895,1053.712868670034,1539.5617111852173,2.3877793834903005,0,136.81489667387248,2.0821419423691137e-14,2.0802502434601564,1.8339103796447775,2.0826714455909245e-07,-119.81559488784691
25,-517.3698180341444,1139.7075234581705,1251.6408301265344,1.9969299161833816,0,141.13529148453614,7.69964765055497e-15,11.010697482301275,2.215236340197623,5.471679096346727e-08,-119.98701696476812
26,1759.782905024815,-1264.3137791756349,2166.8699095771653,-0.6230006482296134,0,144.89491897901885,3.2397246633439633e-15,6.087243109347968,1.627497718936468,4.5963414534579816e-08,-119.99083461885574
27,1368.3223196174838,-121.27227433558177,1373.6858938221271,-0.08839747003918522,0,141.36099655517404,7.309713316751905e-15,-4.466315235068887,0.5168907044929993,7.390344034498644e-08,-119.9763445988867
28,-76.67602168100254,-547.4722741295436,552.8156141439927,-1.7099458385605282,0,121.51711086280001,7.051620208887361e-13,3.632011635946116,1.2330860849885268,6.816120694300742e-07,-118.34282448928212
29,832.1400094588312,1361.3269601259983,1595.5149913767764,1.0221303495080531,0,142.5423547559556,5.56883723259299e-15,14.304574329009617,0.8069778311166002,1.1601526861883579e-08,-119.99941549882875
30,1915.8611416536178,-483.0081175911111,1975.808886445552,-0.24696373664248686,0,152.43966016746157,5.702088890007507e-16,1.7989770602635777,1.0497619193213363,2.0377877775898974e-08,-119.99819693218629
31,1513.4599039200568,-1331.2020033388683,2015.6040420844379,-0.7214154721655784,0,141.53113126631519,7.028892048581223e-15,-6.674792112189974,0.7263382473187406,1.3131730343074783e-07,-119.92574763082703
32,-230.39871775883253,-1248.3509674851548,1269.4344044361,-1.7533049931963298,0,133.11796709698882,4.87756752302477e-14,-15.215950621691059,1.5190344667203097,1.934046022385262e-06,-113.24172732704693
33,778.1723200645163,-843.4161919118477,1147.5639557313025,-0.8256110161205225,0,137.35993726970216,1.8365648708392788e-14,12.905181577713421,0.6015854224633652,1.845191144133702e-08,-119.99852159605703
34,1269.6668183629176,169.65928382245846,1280.9520296400501,0.1328381361196244,0,140.90308500297652,8.122533285073355e-15,-14.0433478798264,1.5109205933532879,6.858904948122329e-07,-118.32550987372181
35,-83.79177174923318,-1070.1456748564742,1073.421085328071,-1.6489363072430374,0,130.43728621731728,9.04214315032455e-14,2.787706953714223,1.9369063340511132,4.225313729379918e-07,-119.28658340356868
36,1077.4836330778055,1882.1593947761908,2168.754243083993,1.050863949462233,0,150.06565498353888,9.849960788925286e-16,0.7893778272750283,0.7488292523313833,2.1460071314062705e-08,-119.99800038379183
37,-1417.1155036966109,17.858216740792614,1417.2280221342155,3.1289915131349124,0,145.20787700999458,3.0144792516017014e-15,4.88900524407377,1.727078560297563,5.400922932474311e-08,-119.9873500845585
38,396.6798529841181,858.2855939437418,945.5205267654759,1.1378622819067339,0,129.97931434618297,1.004774409155064e-13,4.914989515140222,1.0065787313386383,1.8118930393859142e-07,-119.85971339256099
39,713.749769086487,-814.5277783986268,1083.0024167350764,-0.8512450482452077,0,130.4286739365475,9.060091971554858e-14,6.20738486201283,1.275398044170795,1.8786367195198527e-07,-119.849368234016
40,-509.95321783949083,678.0203602741153,848.3889988272433,2.2156533683751607,0,128.60349921576244,1.3792725035349966e-13,4.590673938559266,1.0029583618424365,2.1957062889902394e-07,-119.79551178924103
41,2068.004816645203,-698.4589645714724,2182.770910301402,-0.32571607978825884,0,142.63836196702192,5.447080622045615e-15,-13.907515229931423,1.8406326334448277,6.736352125546081e-07,-118.3749999582196
42,-72.86749143596533,329.4525215290903,337.41463401880804,1.7884695122642478,0,121.30337032464327,7.407351736749179e-13,-8.669785624340337,2.094766676075171,4.891661780961512e-06,-106.03306379618007
43,-239.85384685913556,-314.0894792143073,395.1987712610458,-2.2229751776490594,0,96.01378098799087,2.503928372122115e-10,0.7460704389147593,0.6412304313901809,9.31154086328978e-06,-100.56976670891858
44,95.68031707466437,1659.786716360518,1662.5422301049496,1.5132139021753728,0,142.1268562980957,6.12793810666806e-15,0.7949711413592572,2.257794228658728,1.6128463161659564e-07,-119.88847249774997
45,-1347.2904733400505,169.20201997750067,1357.8736845219896,3.0166598402840124,0,137.04287800608446,1.9756599652125176e-14,-8.912222034617557,1.9578635200972239,7.678026662335023e-07,-117.98733747975464
46,684.8027960987461,63.89148724213509,687.7768473034497,0.09302979481092852,0,130.48935925782396,8.934372884761028e-14,2.355358951384319,0.6618885599556403,1.5085126776595982e-07,-119.90227919452099
47,-1279.6595706599567,1377.1378305936896,1879.903513809663,2.3195208038438766,0,142.38812743625746,5.770152035642877e-15,-1.4832680509235718,0.8585087398430599,7.735737985459761e-08,-119.97408855708406
48,268.05248838363104,288.68786254794986,393.94519734496146,0.8224458327053524,0,114.14605047976099,3.849416929872852e-12,4.316141526710442,0.6588493338634266,7.864597680322283e-07,-117.90882206919825
49,-2032.0469514552835,-307.28975257796213,2055.1500687195903,-2.9915080279588393,0,143.49655607577327,4.470379495324534e-15,-1.1782510495916985,2.2038411734469543,1.6875826091128437e-07,-119.87804423462983
