User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,U1_Distance_2D_m,U1_Height_m,U1_Distance_3D_m,U1_Ring,U1_LOS_Status,U1_Channel_Type,U1_PathLoss_dB,U1_PathLoss_Linear,U1_Shadowing_dB,U1_Fading,U1_LOS_Probability,U2_Distance_2D_m,U2_Height_m,U2_Distance_3D_m,U2_Ring,U2_LOS_Status,U2_Channel_Type,U2_PathLoss_dB,U2_PathLoss_Linear,U2_Shadowing_dB,U2_Fading,U2_LOS_Probability,SIC_Margin_dB,SIC_Satisfied,Throughput_Mbps
439,73,3.257882060525178e-10,2.660764248397805e-08,0.9879039469645763,0.012096053035423689,0.40117619441578267,0.4025556948927985,0.8037318893085812,NOMA,4418.202997854169,16.612087247655264,4418.210960029852,3,False,NLOS,157.81033975180736,1.6556404364188046e-16,3.8265430056082272,0.03933503094037577,0.004074054559455169,1467.0356091805247,8.75198522261137,1467.125583100465,0,False,NLOS,143.8157114543993,4.153640013897597e-15,2.782698565042376,0.5687571868214283,0.01226964089967449,19.12071038232751,True,0.0642985511446865
400,261,4.5678992043550536e-10,2.6957616047792205e-08,0.9833375955340813,0.016662404465918688,0.5318537556563093,0.5352355083725566,1.067089264028866,NOMA,3657.9591713409163,2.352177117937742,3658.0292813314686,2,False,NLOS,163.16175431450648,4.8286371185030104e-17,19.837609212518892,0.6451856338404036,0.004920776628953365,3025.5727117164583,19.790609776706503,3025.5771964419914,1,False,NLOS,149.47698097245532,1.127981307550027e-15,1.1441789455564988,0.9156710408627651,0.005949487190263172,17.709649712816077,True,0.08536714112230928
494,448,7.454519835680319e-10,2.704876518357179e-08,0.9731796013866743,0.02682039861332576,0.7750409666796859,0.7869799124075865,1.5620208790872723,NOMA,4008.4602368372657,1.833594615165076,4008.5271799806874,3,False,NLOS,165.02585137961503,3.1435101142984183e-17,19.2770712734994,1.2233924820232938,0.004490502321710011,4067.8160227502326,15.003868651733486,4067.828304831148,3,False,NLOS,157.37293064745262,1.8310783817548387e-16,-7.044828505393287,0.8882854547611949,0.004424978938593861,15.597277690119494,True,0.12496167032698179
244,152,7.979226674256611e-10,2.711428334071872e-08,0.9714131277480239,0.028586872251976023,0.8137926378580211,0.8279105040783227,1.6417031419363437,NOMA,2294.3427394466908,8.687114294051378,2294.4007314093587,1,False,NLOS,151.44404747722422,7.171256429723302e-16,22.715688331858953,0.4073311217006016,0.007845384079076725,2444.41634968814,8.419361675551809,2444.472582826393,1,False,NLOS,152.68002034816547,5.395080947312944e-16,-4.964739875007407,0.6591164545081162,0.007363720997160113,15.312373273522189,True,0.1313362513549075
434,165,8.52539407404416e-10,2.7366171843589497e-08,0.9697881522716816,0.030211847728318496,0.8528155267580383,0.8693049664521689,1.7221204932102072,NOMA,4087.750372286652,21.12153101009539,4087.752212237352,3,False,NLOS,153.78525897345116,4.182867451174879e-16,23.17224790459871,0.6006061939160955,0.004403400404733649,2678.8440001494214,22.053909809444335,2678.845620147597,1,False,NLOS,146.0532105806125,2.481298093972755e-15,4.4686055971200895,0.9189774582501454,0.006721755646558941,15.064995869845399,True,0.13776963945681658
185,361,9.189324780347737e-10,2.762519025275954e-08,0.9678065958901094,0.03219340410989054,0.8982430190345423,0.9178891544405569,1.8161321734750993,NOMA,2850.2080765110527,18.23573623361339,2850.2161031530813,1,False,NLOS,149.39654315772935,1.1490678781011538e-15,25.799078443249883,0.5285239610995419,0.006315715836174754,3543.9281477792074,12.70671953375905,3543.949469358499,2,False,NLOS,156.41130148604933,2.2849139617753764e-16,1.529371527917883,2.1794099451811904,0.005079109747549383,14.78021676495418,True,0.14529057387800795
402,220,9.297970036402145e-10,2.762962812479528e-08,0.9674434271887898,0.03255657281121013,0.9054252218847859,0.9256394590488075,1.8310646809335935,NOMA,3486.5467262504394,22.23263927880402,3486.5478245125246,2,False,NLOS,150.4185984127773,9.081135560047173e-16,13.88904099031146,0.1526757677037507,0.005162721011463926,2743.927907640493,21.876759735464805,2743.9296851337285,1,False,NLOS,146.56692103054644,2.2044888011632834e-15,5.814059152042865,1.1492752358497391,0.006561549106658006,14.729868973662308,True,0.14648517447468748
457,208,9.590249588080905e-10,2.768446707505685e-08,0.9665185740036779,0.033481425996322096,0.9245397065630102,0.9462932590819775,1.8708329656449876,NOMA,3972.3379629000515,9.832451439489539,3972.366919863555,3,False,NLOS,160.07273887998215,9.833907343814836e-17,10.471120762816174,0.3228664303040941,0.00453133649959101,3133.3234793550946,16.086263727509962,3133.3361583099017,1,False,NLOS,152.2935558366864,5.897180439315832e-16,-1.7237211921042535,0.9348197948134183,0.005744731012824104,14.60406257861333,True,0.14966663725159898
446,269,1.1598753377749183e-09,2.7750843173220922e-08,0.959880784791503,0.040119215208496935,1.0453298445058583,1.0795262898269535,2.124856134332812,NOMA,4442.801637299646,11.282419460860961,4442.822814428713,3,False,NLOS,161.10242267082532,7.758142152487477e-17,12.912772303684234,0.5823325457952933,0.004051497561556783,3010.1595844624544,19.80487638350911,3010.164067495419,1,False,NLOS,149.38173879278378,1.1529915400599575e-15,6.657004625117699,1.7587874338755143,0.0059799698486782266,13.788648689266072,True,0.16998849074662495
438,495,1.1686529965121547e-09,2.8047700021852627e-08,0.9600000384792187,0.03999996152078133,1.0508877193818502,1.0853613731887521,2.136249092570602,NOMA,4393.099246601863,15.059630581132641,4393.110492741794,3,False,NLOS,158.64511724207614,1.3661181954853644e-16,6.632768069372773,0.21457535640017444,0.0040973351667283,4147.017686638729,19.41512943728154,4147.021447264728,3,False,NLOS,155.0534171026289,3.1236206822618594e-16,3.4299688282879646,2.3554101945862636,0.0043404687830518335,13.802116769022321,True,0.17089992740564816
