Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,183.33370781334503,0,500,0.0,9.16668539066725,0.0
Balanced,183.33370781334503,0,500,0.0,9.16668539066725,0.0
Blossom,183.08980344143544,1,498,18.35249588328144,9.13602028108541,0.4
