u,v
381,1089
54,207
217,567
247,168
811,155
969,152
994,735
260,924
473,947
358,680
532,662
760,171
812,444
330,531
537,560
794,386
764,73
975,933
1038,225
1074,266
110,596
417,115
141,489
689,750
45,706
300,946
555,603
1031,308
816,1036
344,349
352,1040
1002,384
140,666
36,865
1073,645
19,688
226,116
618,1086
887,772
203,1083
753,246
5,86
700,363
714,743
22,463
385,1057
940,421
650,767
795,497
402,712
774,561
6,973
964,52
715,163
621,278
223,130
580,635
416,491
614,821
906,993
72,479
131,633
1026,1017
892,482
1037,527
506,726
625,420
833,395
885,456
235,150
819,348
194,127
287,320
674,1030
227,297
401,568
823,692
9,707
976,874
965,288
797,579
75,299
710,948
378,734
301,510
792,731
394,451
672,950
1098,117
911,321
627,311
729,815
641,351
1021,658
142,112
648,151
276,857
553,910
967,987
804,592
971,773
331,1063
231,1069
913,921
613,324
30,851
211,798
741,1029
1093,0
960,157
888,989
693,499
778,908
441,387
991,336
289,737
968,315
847,926
834,410
589,550
232,1044
679,843
607,873
598,447
606,204
328,51
359,563
724,215
291,14
243,907
1023,601
492,313
831,624
483,414
963,453
16,802
494,1018
241,1081
571,367
258,76
214,1019
91,593
404,250
853,8
632,121
996,357
1058,409
436,125
548,169
95,108
146,84
1056,807
871,837
406,63
739,938
292,956
541,262
612,2
777,983
842,626
445,455
433,998
636,99
863,825
546,638
263,88
511,1007
347,202
957,126
659,529
476,148
128,317
1024,261
238,138
259,495
990,622
335,905
595,916
413,188
615,770
890,442
496,818
954,860
283,1080
602,467
486,454
83,771
1009,448
1065,323
608,721
190,326
70,12
762,699
775,523
435,82
629,284
154,809
1045,273
77,806
294,437
955,484
941,697
585,647
60,542
306,465
461,27
584,653
864,230
985,704
754,329
886,58
161,480
882,1075
573,42
630,870
769,375
766,182
35,249
143,747
376,746
919,113
245,53
749,508
840,564
681,290
569,854
181,673
106,562
471,923
338,587
884,533
111,264
312,162
848,452
337,862
566,407
869,1025
685,196
20,713
900,37
134,951
1068,549
56,999
936,709
780,87
800,501
953,43
458,31
118,1033
661,920
316,695
322,785
824,855
961,997
1049,796
319,817
616,186
23,547
582,768
1028,814
640,611
119,187
423,164
85,619
877,922
212,365
808,430
1096,591
199,866
24,727
46,242
783,574
966,1012
379,464
1079,939
623,722
609,1092
490,388
655,428
789,156
10,663
534,788
304,1010
