u,v
445,499
762,453
944,201
254,788
744,139
517,533
321,231
986,194
1054,72
848,916
189,914
855,119
599,440
1055,64
535,532
285,649
656,1078
50,1039
1094,931
660,172
279,462
570,507
800,969
818,111
429,397
438,891
363,699
1041,21
558,389
1031,322
178,644
163,1037
107,620
568,448
842,989
373,519
694,1090
10,58
813,1047
560,467
754,997
993,196
961,262
490,887
973,892
398,1060
925,79
266,770
478,540
426,1015
489,964
36,582
735,202
362,176
761,92
573,1033
67,682
974,65
8,376
743,416
498,221
890,215
1097,1
343,720
1074,435
939,238
862,134
749,998
191,460
689,566
511,550
528,859
493,520
579,452
307,747
175,875
777,315
822,39
819,150
1040,774
1004,186
470,383
216,903
897,725
145,861
597,195
203,155
554,480
309,978
265,1051
706,385
141,338
937,1053
1068,63
459,782
765,928
703,477
884,638
578,464
546,926
798,95
583,835
26,472
313,413
510,213
661,1010
907,486
889,227
863,336
921,30
718,345
555,458
726,358
223,384
584,1019
1062,810
491,549
957,873
559,473
876,247
57,976
941,250
305,943
794,335
207,529
226,152
567,454
609,42
443,257
237,646
61,1076
121,471
767,326
433,737
605,184
711,165
669,177
664,346
950,47
342,722
793,109
905,161
526,677
479,574
755,100
773,136
541,387
930,208
1096,2
659,1044
919,455
947,126
531,495
920,181
643,565
602,802
764,306
354,709
936,409
419,927
248,371
348,885
883,235
183,836
1046,131
603,437
868,103
748,303
1038,294
288,965
488,236
518,524
521,431
59,504
45,569
766,994
783,31
670,401
955,125
954,169
775,414
879,242
272,751
512,485
1080,259
990,204
604,577
946,188
715,246
821,273
816,316
170,339
623,37
1095,5
1036,621
922,199
225,796
233,382
833,130
278,771
840,938
615,563
877,825
55,896
360,687
209,811
198,634
909,219
408,364
654,514
692,388
776,894
787,149
966,618
680,261
147,1091
655,753
468,396
838,78
910,94
1057,113
839,290
707,381
1071,29
536,508
90,678
66,757
799,253
509,271
505,786
482,564
830,97
979,49
300,780
171,806
1024,447
631,400
123,1003
334,122
987,25
351,211
379,53
901,98
668,412
395,653
681,1007
1072,96
19,640
269,684
650,116
167,1042
948,75
74,841
311,268
758,179
652,683
886,593
411,647
18,1070
1006,137
1063,15
752,159
197,812
320,721
418,637
685,999
332,466
716,977
158,686
476,843
832,114
424,823
552,981
789,27
675,432
344,808
427,586
1049,84
763,392
551,500
933,138
38,918
1084,69
900,626
174,671
297,760
393,557
281,239
192,814
444,940
299,293
1017,164
543,501
423,1073
827,696
534,43
975,283
797,17
151,232
117,276
633,430
590,41
425,657
865,264
244,972
851,91
308,746
206,698
642,353
51,595
759,282
439,277
733,229
730,340
310,153
614,421
952,160
658,180
52,1026
403,457
630,1012
1092,292
826,1085
959,28
734,166
893,101
1048,124
934,102
610,405
662,317
374,695
854,118
958,68
881,230
422,619
772,323
7,1005
133,992
731,142
781,1064
585,1018
539,484
481,515
325,295
1065,14
538,506
629,624
608,601
4,572
1083,714
953,357
779,330
588,372
410,347
845,275
530,120
527,523
450,676
474,377
369,849
132,1022
1086,87
880,665
1034,156
667,390
352,616
1045,76
496,1075
1061,48
691,356
815,135
370,697
456,611
318,745
596,442
168,809
923,190
222,1027
728,252
350,575
487,562
594,270
1069,11
33,904
89,628
366,704
140,212
86,906
712,365
732,105
666,407
62,805
224,556
503,547
415,663
1009,99
296,581
674,127
705,380
1008,399
420,625
361,984
1089,82
956,245
451,240
612,157
110,337
857,104
280,1032
872,260
801,218
1081,263
522,803
1014,182
561,465
349,713
386,622
449,251
341,71
1087,22
200,617
824,951
463,591
829,1066
1030,162
513,537
314,727
1025,312
790,329
600,434
304,54
592,210
635,428
234,93
860,128
756,327
286,768
820,302
112,243
417,461
791,284
844,287
256,525
475,1067
924,148
1099,0
882,807
1088,9
32,228
866,143
645,580
391,673
869,837
255,785
1028,88
205,784
935,144
193,702
870,154
576,220
864,367
1002,319
856,274
636,908
6,750
3,852
298,858
708,375
469,587
828,129
769,983
688,402
497,542
185,446
324,214
929,217
917,81
1079,12
795,73
1001,187
333,173
368,945
817,106
985,108
1029,16
80,639
700,115
267,502
40,850
874,249
