u,v
912,102
925,978
767,328
604,890
261,382
383,1030
652,734
810,773
560,525
813,477
694,541
416,1080
1076,970
162,757
232,738
260,428
55,478
518,172
822,690
784,371
650,656
278,1016
341,13
502,642
794,1021
718,434
795,67
104,176
234,1035
103,179
496,848
286,617
982,11
1012,346
611,420
517,314
296,730
921,933
1022,228
986,898
868,333
654,262
130,643
212,309
1055,479
151,582
501,294
364,73
209,99
487,120
301,716
756,1085
615,606
859,952
1015,140
361,761
877,372
206,748
927,513
753,732
391,766
205,97
551,906
377,973
154,803
1038,393
968,724
131,1033
123,398
649,273
293,726
53,765
161,1095
307,171
519,710
806,118
938,46
634,252
676,737
536,192
1098,566
312,82
948,385
488,613
75,480
247,1063
796,708
741,586
2,250
315,678
426,549
405,758
193,702
183,785
218,114
303,474
164,257
166,411
22,805
592,16
871,208
684,28
170,640
471,915
655,51
276,989
145,1051
397,325
612,746
1083,263
510,931
799,834
747,717
645,1049
318,680
435,386
1062,660
870,808
1093,691
47,815
160,527
876,60
492,800
825,220
923,342
555,783
216,1043
142,817
639,714
299,658
225,984
707,430
843,305
427,40
370,830
909,981
367,902
888,39
135,576
400,547
793,837
578,95
703,149
237,460
42,893
169,374
762,320
1005,589
1039,362
584,343
715,484
1036,590
661,58
562,304
987,271
25,1004
695,485
80,770
241,34
23,152
722,929
436,554
887,461
254,221
965,839
344,908
5,1067
495,339
529,402
201,880
70,864
622,490
159,823
971,1025
78,381
809,719
357,143
619,666
845,564
740,826
512,210
816,671
836,316
528,804
365,1056
185,620
545,867
274,388
275,924
842,134
138,835
697,280
567,17
849,900
431,363
419,219
648,222
326,885
61,869
158,87
440,953
683,267
144,336
751,957
595,735
266,45
798,515
184,701
976,424
289,1029
68,408
873,1060
403,530
409,373
874,92
1041,139
905,156
935,941
69,473
418,1071
287,1011
596,188
368,700
1050,323
133,998
453,330
279,112
1014,543
1045,632
727,74
91,125
863,90
561,24
182,389
744,565
110,1007
456,292
709,1020
1001,229
723,922
259,598
399,618
322,600
1034,10
907,1031
469,820
109,988
687,637
360,1017
550,721
537,442
297,824
614,601
630,248
1084,335
644,911
433,752
215,657
392,523
572,979
1026,991
117,277
107,493
244,1052
995,559
610,380
137,119
1013,132
32,760
438,310
745,974
187,168
955,345
37,79
93,693
258,588
980,63
624,124
1068,489
83,1064
1079,851
579,585
990,896
1006,607
146,954
742,49
285,150
790,821
14,958
175,352
203,920
452,246
878,366
1047,236
122,202
295,879
245,89
421,507
831,1061
514,951
558,681
628,897
113,780
317,155
455,71
356,52
872,967
583,190
668,916
50,769
819,904
56,616
540,602
1082,240
771,1073
768,526
72,548
776,728
35,324
972,854
597,141
901,359
443,9
211,126
892,448
1081,288
482,239
674,580
96,797
136,672
466,425
865,231
214,238
180,30
199,291
167,38
439,251
917,881
692,100
936,497
944,801
108,375
522,256
940,189
833,663
26,355
21,414
447,587
429,960
1057,593
1094,807
1059,1010
283,542
827,884
186,165
445,1058
1048,54
196,423
1078,557
3,98
688,1092
116,534
789,673
499,1089
733,814
1090,539
475,18
181,7
59,641
1044,647
1003,174
626,623
889,1097
1000,568
963,64
284,36
128,698
226,407
197,369
327,782
508,763
886,308
670,19
406,552
8,992
1046,1028
725,44
1096,739
41,500
472,1077
43,66
451,504
997,858
88,235
856,563
964,962
0,706
207,777
662,227
1027,934
950,1070
384,828
546,646
993,417
631,731
129,533
498,106
1002,1042
778,6
410,509
467,755
625,570
675,302
669,270
899,311
4,481
847,736
866,862
462,432
272,105
930,686
802,689
511,449
781,961
705,1024
33,947
1069,743
895,939
233,926
792,412
458,659
465,422
699,544
811,569
786,353
999,524
932,713
853,157
891,772
29,653
985,774
153,894
1053,928
394,1087
919,852
224,779
996,667
942,31
749,290
505,696
321,223
249,115
636,914
470,857
446,464
468,1
1086,949
334,664
268,1023
298,191
376,591
750,65
913,535
977,574
243,459
242,454
491,177
910,332
401,685
969,729
635,629
832,378
711,387
775,1091
918,486
1066,521
483,860
27,396
148,1075
338,651
571,520
494,404
1032,937
48,608
1054,754
450,300
351,538
983,638
463,127
264,1008
81,306
840,956
609,627
350,319
1040,850
76,437
200,599
441,204
506,282
1009,787
269,395
959,121
230,213
354,532
313,679
476,945
1065,704
1037,581
85,682
329,86
943,841
379,818
621,633
788,57
553,265
331,349
178,281
829,173
415,62
603,1018
101,812
594,605
712,677
994,198
791,84
875,15
1019,444
253,883
12,1099
217,577
855,573
390,846
