Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,182.60956574952823,9,482,7.896595390816829,9.15351759467545,3.5999999999999996
Balanced,183.98861172653778,9,482,16.669869623117634,9.05994106074366,3.5999999999999996
Blossom,182.50904369192475,9,482,17.537924379892324,8.968372828252535,3.5999999999999996
