u,v
792,113
862,322
865,365
245,209
703,567
775,30
180,317
730,182
502,289
435,1044
903,988
920,184
542,21
239,164
128,781
335,1085
875,845
981,710
539,612
982,364
693,978
651,516
371,194
160,202
912,309
461,879
830,1007
150,899
410,249
874,815
666,20
909,473
272,201
948,755
370,226
319,609
1023,44
161,467
878,828
953,14
457,205
207,929
661,534
969,941
430,1006
155,624
427,995
655,894
977,734
723,620
1041,297
302,7
956,133
970,338
258,525
332,1038
154,1028
464,968
837,129
51,81
225,355
957,195
230,707
49,110
816,8
835,1075
867,159
683,65
191,196
993,626
296,597
24,67
1017,788
183,396
551,383
607,1004
834,292
605,90
797,98
172,478
544,89
103,422
402,1033
1093,716
786,689
495,616
1088,728
962,93
511,1082
505,1018
377,764
800,807
313,594
399,537
922,477
189,223
713,917
479,174
779,208
961,562
602,645
987,72
186,695
165,806
955,36
238,652
169,908
303,574
753,902
1068,148
890,94
1010,419
682,940
142,1002
443,367
836,949
590,369
1014,318
237,629
353,687
106,123
413,442
870,804
839,144
729,960
346,794
871,722
718,424
108,490
934,895
868,927
499,271
357,17
278,1020
638,468
398,528
347,395
384,554
1086,771
550,680
740,22
793,742
851,86
664,60
627,456
82,660
162,37
587,600
669,744
386,316
75,633
277,1094
566,246
38,326
1008,592
294,255
324,733
256,758
579,933
959,31
644,46
348,274
301,300
389,143
96,552
540,641
339,109
273,833
152,628
95,400
810,630
344,406
283,1022
1043,749
279,506
26,1045
1036,472
832,432
102,935
263,634
558,563
248,919
757,78
984,782
492,673
910,801
33,32
604,538
738,593
1056,1025
3,138
639,561
846,811
670,333
415,992
548,685
1098,257
889,610
118,872
445,132
589,156
700,944
697,936
596,269
838,105
401,356
341,773
931,112
151,171
325,1074
466,518
4,336
1081,946
844,428
465,848
329,503
886,15
452,12
648,280
290,74
849,321
305,601
676,674
765,260
58,549
62,493
887,580
805,850
1051,780
149,485
900,376
613,204
352,1055
802,748
342,989
337,979
668,662
266,999
1058,298
323,924
831,694
282,320
632,192
476,440
635,284
636,187
405,646
119,907
1057,932
1053,111
945,275
896,750
1099,692
938,818
243,930
1069,218
55,474
50,622
125,40
1061,1095
918,690
795,877
153,702
340,431
261,840
59,543
535,560
615,434
504,1046
375,175
577,116
911,575
829,784
1040,812
170,599
203,85
678,417
736,859
404,1097
265,5
759,235
1084,1003
420,719
614,522
291,489
308,482
124,776
514,976
892,672
998,769
1087,408
393,231
854,306
390,76
706,16
360,965
496,392
79,471
939,1083
657,1076
509,88
501,555
140,414
10,351
199,817
937,857
881,1000
372,954
860,454
751,572
986,665
56,42
176,559
861,852
359,227
254,270
71,743
772,107
215,524
905,686
47,447
530,1079
595,486
494,87
656,777
974,708
1070,741
591,281
856,654
517,721
950,1096
484,898
608,363
349,136
233,726
68,1062
921,991
1032,711
29,455
1078,942
1012,101
285,825
328,388
701,366
1011,994
739,727
11,234
411,1021
1029,135
876,650
547,790
763,821
640,1071
120,766
526,1034
1031,796
229,460
1063,653
747,441
1042,212
382,617
412,512
500,334
481,586
41,115
63,488
541,928
1037,80
147,712
822,1064
853,252
791,762
588,391
240,470
173,287
307,915
888,343
69,926
158,1092
906,785
1048,43
947,891
515,631
311,883
667,731
416,451
972,746
520,578
315,157
487,611
787,1089
361,380
663,1067
720,35
1059,453
224,990
134,698
975,1060
253,397
1072,423
855,327
1049,659
368,25
985,866
814,77
354,598
421,964
358,219
