u,v
753,707
1036,306
164,288
226,20
746,176
398,244
869,310
793,895
990,175
835,174
986,932
40,468
370,528
103,277
794,1046
782,16
484,263
828,307
507,359
70,259
161,747
642,926
903,412
769,799
935,449
221,860
206,84
308,686
122,345
489,18
270,148
617,480
89,582
329,675
324,49
487,230
152,97
45,273
1094,269
630,83
165,770
87,611
458,635
128,576
154,391
415,272
181,372
551,874
155,620
499,1016
402,1043
554,432
685,966
190,704
392,191
503,950
317,761
940,633
255,228
993,203
1034,672
679,676
719,824
470,134
96,91
870,662
922,430
72,653
890,311
566,330
1081,871
848,153
862,214
224,1088
293,248
654,959
1072,607
410,29
159,1080
991,522
1074,3
339,595
375,628
298,71
212,1004
832,608
300,473
706,450
188,690
709,169
498,1014
656,1021
439,56
435,19
1053,947
1035,546
254,645
577,730
790,901
47,86
409,471
846,171
400,417
1096,140
820,1062
48,205
349,1075
126,38
982,804
210,166
837,668
492,282
184,712
60,172
348,440
137,622
765,886
475,105
379,963
927,773
564,488
923,28
743,405
312,454
1039,655
803,218
144,703
123,0
365,533
1084,27
779,183
670,162
1005,956
276,21
61,62
529,523
1017,809
305,436
872,857
117,897
944,615
485,347
548,737
223,623
374,1087
644,928
209,612
1023,420
614,579
856,219
261,776
1012,12
834,535
297,727
1018,796
722,295
667,378
376,67
643,1054
316,539
840,519
8,455
479,294
291,791
146,491
915,637
680,52
476,253
66,854
327,742
145,275
921,344
702,700
939,129
245,768
292,859
422,156
332,914
1095,35
558,891
575,356
31,1066
798,1040
371,781
949,406
50,710
82,130
287,581
876,240
560,847
407,504
775,213
648,893
220,1083
268,567
200,337
808,73
621,467
1026,683
561,377
143,120
954,264
524,800
118,1007
139,708
899,247
207,1009
598,898
363,694
114,9
249,46
506,816
521,537
813,682
587,740
362,543
1,692
1056,30
342,149
54,878
936,995
170,1090
1045,541
585,236
815,1065
910,232
404,1070
7,911
341,438
855,463
755,37
101,964
469,723
360,778
766,1097
39,937
512,934
839,924
326,108
445,428
281,972
716,350
638,334
279,135
1032,111
868,1013
301,189
909,464
425,805
979,252
596,525
1069,603
296,725
693,733
68,639
1079,974
321,728
885,331
1064,756
619,478
179,833
997,151
594,586
584,1060
13,257
385,160
229,877
592,821
431,1025
627,827
826,532
866,336
401,453
1044,925
79,163
943,518
970,875
531,460
600,1082
1003,208
547,971
647,222
217,138
538,593
142,729
574,335
271,536
957,1011
1050,168
749,472
771,757
865,1001
784,278
17,426
559,53
664,198
785,304
718,602
646,116
759,983
462,836
92,520
752,661
858,215
474,726
98,772
461,750
879,367
80,285
