u,v
817,82
991,926
218,439
737,217
949,300
258,296
620,554
839,176
785,892
1046,682
421,1092
946,424
711,238
243,339
215,415
539,974
582,881
345,844
1020,463
77,610
498,35
386,929
574,863
818,573
656,21
730,534
144,631
67,241
962,103
232,308
1097,239
1010,96
396,260
158,880
364,466
834,74
561,13
998,1019
1016,445
307,190
1063,1026
362,1013
1040,171
871,461
936,1001
299,314
388,54
852,188
15,1045
398,677
449,955
632,151
773,864
395,265
718,304
73,918
93,736
1052,346
486,259
724,333
739,947
1086,493
1015,560
644,758
826,311
273,236
515,923
738,966
545,464
514,633
916,275
225,327
791,401
50,576
200,287
109,422
523,855
319,219
1088,112
255,297
996,607
40,1011
827,1023
977,447
927,284
380,34
505,874
501,729
335,448
383,578
391,693
954,105
511,617
587,526
51,914
1059,86
906,156
207,774
341,406
138,1091
626,696
480,653
428,1087
940,164
961,993
594,432
542,249
862,510
941,804
28,707
557,295
203,919
38,813
60,266
619,612
53,1007
242,698
423,1098
840,968
250,459
196,735
876,891
978,673
59,475
46,240
666,635
174,291
353,822
525,808
797,740
537,202
30,608
303,969
1022,890
102,369
762,0
131,697
769,997
487,865
343,910
412,1036
719,634
765,1029
879,776
338,701
281,143
829,593
1089,868
211,957
882,119
354,381
181,98
857,193
1073,368
65,16
507,442
744,367
581,960
983,847
637,763
107,80
643,137
94,553
508,375
629,1031
199,858
127,301
37,588
170,660
26,875
317,584
517,387
500,19
723,725
799,1055
399,630
482,187
540,681
678,469
1047,178
599,374
821,843
1071,676
589,532
41,394
1012,824
11,814
565,613
841,465
590,679
717,712
568,894
231,128
172,175
583,502
884,209
570,214
488,91
162,8
572,552
204,344
263,748
861,62
462,830
413,159
680,57
458,1027
489,935
167,491
533,450
104,285
518,636
64,408
708,601
685,7
783,1061
803,223
1067,270
472,663
779,549
264,937
777,809
648,76
66,598
784,1035
31,108
467,535
123,347
18,715
753,733
45,854
828,1002
541,950
33,913
189,75
286,703
70,130
943,709
702,770
555,25
621,932
726,371
520,149
349,938
967,596
257,183
602,1038
747,446
931,566
79,6
749,324
930,305
438,756
896,117
210,934
63,220
668,802
2,201
628,358
531,326
898,184
1090,426
659,161
17,710
361,963
807,571
911,1042
139,959
842,700
903,142
684,392
651,476
310,625
485,468
837,859
1077,251
410,205
246,665
873,734
870,887
12,548
812,551
474,800
90,1003
1065,848
440,815
781,254
866,116
382,1048
706,627
989,869
348,1058
952,1041
806,1049
579,672
460,351
294,641
206,92
10,262
944,810
965,365
194,479
83,72
237,292
1050,976
662,741
939,44
233,793
760,437
536,849
272,519
801,671
661,722
646,901
23,334
951,639
226,14
316,767
350,336
20,150
179,419
856,293
1093,1018
972,605
530,973
925,280
1074,618
654,146
917,547
224,778
135,623
922,154
198,390
1078,606
1039,366
924,987
714,674
798,470
649,56
720,332
895,546
393,964
136,1057
306,27
1099,283
212,819
315,984
850,655
124,1034
1014,160
385,490
823,750
129,999
860,100
496,55
567,995
982,173
980,1032
1030,192
928,564
323,832
425,558
433,261
956,642
321,504
436,1024
115,559
782,690
675,302
825,111
1054,373
397,695
494,522
886,752
988,805
191,521
603,125
197,477
451,616
378,652
