User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Throughput_Mbps,Mode
264,88,5.002509517458475e-11,9.868154437514137e-10,0.9517523733915702,0.04824762660842986,0.06694592616643837,0.06710380607524209,0.13404973224168046,0.00800296908905555,NOMA
483,419,6.320807629393311e-11,9.979329837488352e-10,0.9404338606109677,0.05956613938903238,0.08300233375194863,0.08330599084025078,0.1663083245921994,0.009928855199534294,NOMA
73,451,7.06299341471189e-11,1.0006726754431583e-09,0.9340709772245104,0.06592902277548966,0.09175748851083752,0.09217139951746474,0.18392888802830226,0.010980829136018045,NOMA
247,104,7.101519831671334e-11,1.0021002986008618e-09,0.9338233409910696,0.06617665900893047,0.092214819259429,0.09263456654503716,0.18484938580446614,0.011035784227132306,NOMA
273,253,8.673222430044287e-11,1.00542462185033e-09,0.9205862925218806,0.07941370747811935,0.11009367229231529,0.11082357180330285,0.22091724409561814,0.013189089199738397,NOMA
426,49,1.0829248338357099e-10,1.03546364174477e-09,0.9053185543627846,0.09468144563721526,0.13362161713987158,0.134929552256616,0.2685511693964876,0.0160329056356112,NOMA
159,3,1.1045397660979363e-10,1.0368335418123968e-09,0.9037259842574635,0.09627401574253654,0.13588919657536647,0.13726759592021748,0.27315679249558394,0.016307868208691578,NOMA
34,319,1.1071550705177992e-10,1.0370893304725328e-09,0.9035415225374194,0.09645847746258061,0.13616384016877497,0.1375508142691879,0.27371465443796283,0.016341173399281362,NOMA
441,17,1.183190206932245e-10,1.0420459161244801e-09,0.8980329231442361,0.10196707685576388,0.14403035794086505,0.1456831620838656,0.28971352002473066,0.017296329553715264,NOMA
435,363,1.1955603657356477e-10,1.0616838021193616e-09,0.8987876698216877,0.10121233017831224,0.14557412175949846,0.14724871824180213,0.2928228400013006,0.017481960597092575,NOMA
411,227,1.3868394000992822e-10,1.067624970031263e-09,0.8850344726333882,0.1149655273666118,0.16454665950940928,0.16702395941005824,0.3315706189194675,0.019795260831012983,NOMA
33,341,1.4460032003733203e-10,1.0731982090324694e-09,0.8812608846327127,0.11873911536728739,0.17028350340921222,0.1730386374481703,0.34332214085738255,0.020496844230291494,NOMA
126,464,1.5779013265075468e-10,1.0740475907709708e-09,0.8719067214369319,0.12809327856306804,0.18250499541488371,0.18596582117306815,0.3684708165879519,0.021998257706743397,NOMA
116,480,1.6711084669231617e-10,1.079806638932974e-09,0.8659808298313217,0.13401917016867823,0.19098741046200224,0.1949881898052051,0.38597560026720734,0.02304331941893775,NOMA
349,327,1.6908138807778982e-10,1.0860856645572648e-09,0.8652917253342285,0.1347082746657715,0.19288422329016405,0.1969906115180873,0.38987483480825136,0.023276109540791127,NOMA
265,322,1.7063139990503115e-10,1.0908230333150827e-09,0.8647343927679889,0.13526560723201117,0.19436713081113696,0.19855807082259117,0.3929252016337281,0.023458220993058394,NOMA
30,78,1.7094029314441112e-10,1.0996700283032602e-09,0.8654659967269508,0.1345340032730492,0.19486520200896762,0.19905102222383964,0.39391622423280725,0.023517386521361625,NOMA
252,146,1.7236604537060099e-10,1.1058599570673041e-09,0.8651521366003705,0.1348478633996294,0.19627402033983715,0.2005330443865776,0.39680706472641475,0.023689974013517297,NOMA
38,172,1.8587176359205645e-10,1.1866910717942244e-09,0.8645805067716652,0.13541949322833477,0.21008391487113165,0.2149965062881999,0.42508042115933153,0.025377935591601883,NOMA
401,133,1.8861630050215628e-10,1.227370467701646e-09,0.8667951532192504,0.1332048467807496,0.21348378899522313,0.21846091294325562,0.4319447019384788,0.025787743399312165,NOMA
390,196,1.941828583962374e-10,1.2281508519399242e-09,0.8634758798268634,0.13652412017313661,0.21827517832646126,0.2236353419555426,0.44191052028200384,0.026382717628776347,NOMA
256,65,1.9541180129107374e-10,1.2405199124267392e-09,0.8639128870654113,0.13608711293458886,0.2196433228565617,0.2250512558263072,0.4446945786828689,0.026548930070619037,NOMA
113,360,4.688501954823381e-10,3.008160756727273e-09,0.8651571128401573,0.1348428871598428,0.46624560657235026,0.49121594511440075,0.9574615516867511,0.057161883682791105,NOMA
364,454,4.700696437273822e-10,3.0192523605047916e-09,0.8652833865268846,0.13471661347311545,0.4673002714727564,0.4923592493257361,0.9596595207984925,0.05729310571931298,NOMA
232,379,4.717873060810214e-10,3.200160096463183e-09,0.8715157777711818,0.12848422222881822,0.4726651127392227,0.49689187895595915,0.9695569916951818,0.05788399950418996,NOMA
261,71,4.733373426744279e-10,3.2096964371151254e-09,0.871481672182362,0.12851832781763792,0.47389088242236294,0.4982557894334234,0.9721466718557863,0.058038607274972315,NOMA
292,195,4.742310639918751e-10,3.323374864667877e-09,0.8751236771532952,0.12487632284670472,0.4769600798749258,0.5008130975753211,0.9777731774502469,0.05837451805673116,NOMA
450,307,4.743941471897808e-10,3.383625440831328e-09,0.8770368743946394,0.1229631256053605,0.47832862991990305,0.5018835771738399,0.9802122070937429,0.05852013176679062,NOMA
249,239,4.759660608379779e-10,3.447884551131345e-09,0.8786992401326161,0.12130075986738383,0.4806812598691022,0.5040925526572632,0.9847738125263654,0.058792466419484504,NOMA
75,448,4.780809198249244e-10,3.4632423057268642e-09,0.8787004027668924,0.12129959723310757,0.4823978678798574,0.5059822604131351,0.9883801282929925,0.059007768853312985,NOMA
391,329,4.786745734284984e-10,3.5131380177534556e-09,0.8800859102238652,0.11991408977613487,0.4837835850534649,0.5071854699695598,0.9909690550230248,0.05916233164316566,NOMA
8,223,4.806465172530848e-10,3.5941384224890578e-09,0.8820437092114362,0.11795629078856384,0.48666785320388645,0.5098997421675441,0.9965675953714306,0.05949657285799585,NOMA
260,166,4.823274792708206e-10,3.5957196675805158e-09,0.8817258697847017,0.11827413021529828,0.4878248678899004,0.5112459920608903,0.9990708599507907,0.059646021489599445,NOMA
150,487,4.834541532018695e-10,3.7010896425342164e-09,0.8844667001228441,0.11553329987715592,0.49054854330491904,0.5135908965212501,1.0041394398261692,0.059948623273204125,NOMA
469,339,4.852852025314643e-10,3.794244985448529e-09,0.8866031594088306,0.11339684059116933,0.4934562207178074,0.5162727850732285,1.009729005791036,0.06028232870394245,NOMA
381,122,4.878436198059276e-10,3.846916066420649e-09,0.8874577473450213,0.11254225265497872,0.4961125253962254,0.5189788063754528,1.015091331771678,0.06060246756845839,NOMA
266,375,4.886418767784734e-10,3.888277751673214e-09,0.8883594129528651,0.11164058704713477,0.4973661257785338,0.5201351753761239,1.0175013011546576,0.0607463463375915,NOMA
241,250,4.893225852671159e-10,3.945670327177446e-09,0.8896677864142511,0.11033221358574889,0.4987977718461492,0.521387032922685,1.0201848047688342,0.06090655550858712,NOMA
393,23,4.908136942809776e-10,4.01503776833798e-09,0.8910719320526159,0.10892806794738405,0.5009598015865656,0.5234117140927151,1.0243715156792808,0.06115650839876303,NOMA
478,102,4.91406408025298e-10,4.091145788832031e-09,0.8927657805267772,0.10723421947322277,0.5025851457269351,0.5247766458228802,1.0273617915498154,0.061335032331332265,NOMA
