u,v
496,483
737,936
1039,591
1069,1028
635,269
730,924
760,376
215,814
739,173
500,556
884,182
184,445
870,247
179,1004
248,618
1006,562
281,1042
435,444
710,420
835,164
113,677
228,627
889,1047
129,523
21,432
195,477
614,290
527,950
805,257
519,317
404,178
1081,853
878,97
225,630
779,887
1041,1054
50,634
674,550
913,87
586,1013
288,789
397,705
360,539
439,451
296,393
766,162
189,666
71,540
567,200
927,125
180,694
6,968
854,629
986,40
958,1033
1068,1003
1035,826
436,408
55,698
577,356
948,458
293,606
932,95
1097,1
551,987
1022,901
450,428
613,315
860,183
12,849
862,1019
35,585
259,488
348,398
919,107
942,99
780,177
394,123
598,465
100,692
271,601
967,48
504,385
372,513
126,582
497,117
639,475
981,77
467,768
1040,1066
838,931
58,569
203,658
351,166
865,149
1061,460
714,245
44,521
908,110
412,688
525,327
80,861
446,430
151,503
706,1000
187,682
707,232
831,137
153,549
961,85
872,147
42,709
559,599
303,484
294,426
701,512
816,907
31,726
56,481
719,416
354,571
998,920
879,136
875,1078
236,286
728,241
29,896
722,216
333,502
104,679
274,425
70,119
895,116
226,534
830,145
443,401
461,687
96,842
721,912
11,734
1084,1080
1074,1017
929,150
784,159
1075,869
1077,906
712,237
949,73
820,993
786,851
138,407
308,580
66,638
84,207
470,489
1079,960
628,270
554,330
684,287
546,911
249,615
485,334
1058,357
476,276
1076,1067
994,876
93,794
980,47
469,636
600,311
880,127
643,300
775,190
46,566
358,414
26,578
60,64
429,474
1055,738
850,229
277,596
192,647
188,753
1086,1009
565,343
770,196
683,466
379,985
558,322
102,856
883,118
10,611
526,384
955,143
1057,923
1091,897
108,899
1026,935
239,964
736,211
453,417
291,584
763,979
88,661
637,1001
377,507
1053,22
2,72
391,689
1036,1012
3,729
250,448
440,437
702,205
969,140
103,681
342,963
916,155
1025,965
691,284
801,165
700,262
664,605
812,592
975,79
329,462
20,530
971,185
751,191
888,1090
514,382
457,256
588,587
788,194
90,966
109,827
754,201
953,172
16,370
114,676
78,848
345,545
438,1020
886,1030
905,900
243,524
1044,39
15,693
335,1021
240,622
973,509
928,92
1087,921
785,220
882,134
743,193
746,210
505,422
548,365
866,135
516,669
893,0
819,298
541,344
349,421
17,1098
169,54
459,409
996,515
535,395
769,1007
857,1092
1032,572
112,733
115,491
350,623
463,402
575,323
400,480
318,1094
120,673
163,671
405,424
765,977
380,498
544,362
803,186
752,388
727,740
790,652
13,750
518,337
894,984
532,244
832,267
1052,774
956,181
626,275
990,170
610,941
142,836
139,672
455,411
552,325
282,83
24,224
1060,890
528,642
1008,74
904,111
892,640
1096,537
645,292
299,787
951,57
536,641
86,23
1016,302
479,363
943,98
802,486
7,651
392,471
695,252
128,132
657,234
529,314
316,597
648,265
855,991
589,472
594,312
367,517
431,690
313,564
494,319
264,680
223,917
868,148
321,1089
1059,124
621,307
852,167
396,454
399,361
992,61
962,209
583,945
619,1029
52,909
970,954
355,547
833,171
747,644
230,543
843,877
522,324
482,251
346,745
609,301
91,1031
772,197
214,427
667,242
38,885
858,1014
340,777
1010,510
1046,27
217,563
339,561
53,204
495,418
328,579
755,741
724,268
390,490
617,309
283,778
1088,815
632,297
934,101
176,670
347,570
273,593
926,106
9,511
473,389
160,823
206,45
1083,974
19,704
161,141
997,898
222,654
285,603
158,499
433,456
915,218
375,353
910,130
366,533
1095,822
69,1082
976,75
804,1024
625,653
989,121
1023,34
122,846
776,413
531,493
442,415
36,105
972,891
68,573
487,386
326,478
914,221
18,999
616,289
32,903
202,1085
555,306
824,174
685,254
41,1015
37,725
825,157
14,67
295,602
49,708
198,660
655,258
373,441
732,212
620,1063
557,369
1071,581
419,8
1050,1043
263,255
213,434
863,152
279,608
378,501
837,261
406,65
332,781
829,922
867,131
806,310
278,410
568,338
260,612
881,331
607,320
859,154
940,902
133,675
646,266
423,764
28,918
5,925
82,718
1065,771
939,933
649,447
604,305
468,1037
368,1099
1038,1073
1093,1018
959,1027
799,144
983,63
696,1062
952,94
944,81
280,595
656,199
633,624
383,678
749,1064
716,231
43,520
988,937
731,238
235,452
773,631
553,371
720,219
808,341
982,76
1051,1002
1005,864
748,403
156,253
560,352
51,874
364,538
699,946
464,662
663,233
713,957
4,506
761,359
813,168
208,839
374,871
381,492
873,146
1072,1011
246,542
1034,508
62,650
1049,1045
847,947
59,590
574,272
1048,30
1056,797
33,717
387,711
798,938
227,811
995,930
25,304
686,449
89,697
576,336
1070,978
782,175
