u,v
927,27
552,891
1081,316
816,786
412,46
474,272
598,895
1015,671
919,1002
1017,16
594,1074
1004,329
1041,652
145,134
990,523
150,71
172,1084
1007,863
354,511
718,767
550,167
459,761
711,82
13,585
973,791
305,742
957,1059
240,1019
320,5
119,722
476,477
897,493
175,662
740,822
30,889
561,950
871,299
357,528
621,378
516,926
91,67
618,174
964,326
721,958
635,473
1055,289
781,732
394,560
314,381
763,1034
256,212
619,674
934,967
932,788
376,1025
677,611
230,870
207,610
782,1066
84,1009
34,769
168,792
861,605
377,563
1050,482
584,518
676,183
876,285
155,149
116,1001
166,1065
708,216
568,315
26,755
681,105
628,295
182,1075
656,231
292,978
181,524
250,704
634,472
972,447
494,869
233,1076
657,736
1006,983
734,536
625,279
531,290
575,367
171,874
706,264
69,903
880,1040
637,48
841,293
356,342
460,462
760,234
702,4
975,631
626,348
302,743
660,106
47,241
89,801
607,648
479,87
829,1088
699,179
238,893
1071,815
914,324
127,535
483,20
111,1039
533,512
1033,56
36,580
500,844
21,288
428,391
220,8
95,933
1096,890
828,582
860,812
14,286
345,66
1083,278
747,566
659,124
195,661
690,422
346,467
994,39
928,758
764,11
442,85
1087,480
267,935
783,92
148,1042
137,408
883,717
361,771
819,765
824,962
663,682
1069,602
989,899
974,849
80,485
813,565
665,591
296,136
790,436
992,818
402,132
109,527
308,81
10,595
24,397
921,169
521,1049
497,817
1068,604
118,672
410,530
951,805
954,1082
488,609
227,156
641,489
173,352
214,400
458,157
353,146
486,658
689,184
276,139
991,532
1008,78
287,499
83,421
716,201
9,1
664,920
642,590
417,616
968,198
826,158
393,313
900,471
622,203
956,270
151,275
380,228
257,338
247,202
255,929
894,811
517,138
188,543
901,325
328,414
636,298
453,762
592,549
1028,481
857,852
359,613
1086,1027
52,943
191,1054
862,688
797,351
515,74
1056,364
32,514
845,867
1003,525
654,692
608,987
100,814
733,843
1032,808
600,513
907,547
143,649
122,88
154,529
558,583
396,720
640,63
6,730
966,729
836,502
33,306
633,451
224,833
612,210
745,163
141,438
266,510
597,430
673,1067
1058,586
739,133
259,931
838,121
551,254
694,358
333,310
579,508
53,245
923,898
651,362
738,41
57,1093
789,101
244,553
463,1043
434,751
79,881
842,680
51,886
741,322
262,7
632,646
2,695
45,569
253,103
888,164
644,373
389,825
872,416
208,589
192,796
555,999
803,1012
961,1057
1090,387
64,25
311,946
1036,260
130,218
970,1020
131,200
159,339
344,404
668,542
753,242
433,744
452,450
810,596
492,617
606,365
29,18
856,72
140,73
678,304
615,331
1092,425
526,251
691,50
454,534
271,197
850,469
775,229
938,666
1098,301
185,982
930,390
1095,997
117,419
623,152
624,750
420,884
1089,319
65,110
113,370
423,546
180,696
1014,705
588,727
1026,19
567,713
384,839
1079,779
1072,520
114,222
1024,638
798,854
1077,629
759,223
768,411
215,403
835,196
445,12
190,887
1000,496
484,112
461,859
509,274
724,246
685,277
102,123
268,902
998,882
153,1048
679,38
178,340
487,431
725,1038
687,1005
1097,1013
709,386
1029,213
176,465
988,407
1062,1047
537,90
906,853
1021,564
780,892
675,249
794,160
574,300
375,984
941,875
980,698
61,703
831,577
1053,773
363,205
977,343
719,1064
823,395
283,504
457,235
187,913
878,261
572,911
830,832
1023,28
701,955
1063,456
405,437
693,581
735,503
639,60
922,807
441,806
115,777
748,371
965,59
22,413
177,683
827,700
614,752
374,1037
587,908
601,232
710,449
443,1031
3,548
519,749
281,981
418,239
559,1060
75,545
873,58
37,379
165,578
225,942
490,669
1046,912
925,1091
144,427
506,986
194,217
809,959
820,236
368,905
291,366
653,189
96,360
147,787
944,785
848,570
1085,939
76,349
334,800
643,336
778,107
135,332
40,834
1052,347
426,280
495,97
0,341
424,23
86,1016
541,963
406,297
243,466
949,321
667,372
49,15
129,554
993,772
318,858
571,540
948,995
576,98
170,840
746,337
697,1051
382,855
501,211
885,385
557,70
647,193
896,446
650,562
448,1035
68,475
723,714
726,498
398,335
802,120
54,670
846,478
99,399
712,94
35,317
507,866
303,108
209,937
645,327
731,77
1061,757
186,1010
684,754
470,969
655,294
1078,273
868,556
976,309
940,199
