u,v
80,1
53,789
27,660
560,495
765,1016
3,968
974,363
644,70
565,24
944,704
918,804
429,685
49,800
1020,1089
236,217
995,543
909,867
310,440
773,198
240,381
964,174
989,594
490,263
374,308
417,288
1004,66
969,1048
537,707
1030,487
727,724
610,575
286,334
588,1041
98,777
797,1062
898,318
370,845
330,382
507,185
181,420
1022,1045
932,59
966,726
864,50
1012,204
202,735
1067,149
1096,45
576,433
981,747
1059,419
1095,76
988,606
223,394
892,260
5,580
278,348
987,241
130,706
786,89
829,725
600,911
681,100
274,350
339,708
682,562
61,462
841,973
994,258
938,744
219,401
870,856
144,752
1023,586
625,140
169,683
972,378
6,1070
244,722
545,808
784,1090
803,676
1069,158
1040,369
183,739
1044,519
633,112
331,317
355,302
212,393
858,742
340,249
526,287
703,319
195,416
280,649
176,421
991,624
945,746
582,38
234,371
485,618
1081,792
1010,512
266,323
950,43
96,159
559,585
965,617
1061,1079
486,344
833,1053
720,111
963,372
469,138
885,62
366,311
846,619
819,1029
908,194
926,764
1046,271
1032,373
548,561
942,717
879,917
822,810
992,556
794,83
456,590
177,379
1065,262
815,1035
834,658
670,150
894,291
91,443
608,840
1025,445
1057,425
758,528
78,769
137,428
1006,221
270,710
273,190
141,983
643,574
823,1008
1063,175
15,587
812,849
554,990
715,678
125,431
854,958
95,579
852,131
504,607
848,1082
737,64
993,664
869,705
532,943
36,767
424,592
665,151
397,346
955,655
74,906
500,102
756,28
1018,702
838,982
354,304
1064,162
1055,333
711,541
295,343
349,948
771,1086
860,368
1039,599
946,282
442,627
719,755
1033,713
1094,418
799,1049
516,688
307,694
953,689
342,572
827,986
16,2
806,774
1003,555
668,422
1034,897
851,961
41,598
1005,1028
51,126
1084,116
622,180
246,814
887,901
634,154
1042,357
21,723
798,936
904,679
949,165
646,411
662,666
93,985
1050,235
1007,530
770,1093
171,276
9,232
729,939
33,1074
71,54
956,847
734,218
962,652
352,314
1047,449
667,573
881,920
640,448
1014,546
1075,147
228,549
380,674
923,782
452,275
430,620
691,148
79,444
654,913
1013,446
714,128
494,613
388,641
1037,632
68,761
1097,18
226,728
821,1026
762,55
206,731
230,698
614,971
907,293
766,1077
980,628
868,69
329,20
332,583
19,132
536,251
780,877
294,745
90,439
509,252
525,596
447,277
345,647
337,316
427,609
563,488
910,861
60,663
677,757
441,629
455,146
820,805
635,113
857,952
1060,405
215,402
778,390
1021,166
129,893
645,153
1088,85
1091,81
306,696
813,631
7,0
473,809
385,31
301,712
197,407
321,690
489,265
389,843
1066,11
135,432
914,826
853,959
35,830
889,900
336,687
984,661
347,873
253,680
450,718
602,196
905,871
589,760
593,623
1078,152
156,365
743,656
865,929
791,476
776,1080
934,772
312,478
12,842
1083,77
999,105
475,621
975,669
657,481
951,699
1017,415
977,626
1087,92
850,921
749,591
457,828
17,413
1071,233
114,754
979,653
322,231
107,324
659,172
844,56
272,10
768,97
568,170
793,517
741,52
651,671
531,99
39,463
916,825
247,367
763,94
935,48
997,279
454,269
203,925
612,199
451,529
26,883
470,124
242,364
604,222
899,884
876,928
736,121
254,356
303,648
960,927
25,878
859,57
709,109
32,675
978,642
1024,520
816,491
639,566
638,103
947,44
351,684
785,796
1009,513
616,182
807,1043
976,601
912,836
164,30
967,790
930,759
72,459
954,42
903,872
73,787
783,1072
788,522
895,886
672,567
13,37
395,191
1027,386
117,750
499,257
686,748
577,603
818,824
832,75
732,891
193,335
88,426
611,201
811,1031
518,248
34,464
542,605
127,753
438,1051
693,136
261,353
1098,14
692,558
264,498
795,1068
186,179
465,268
458,229
110,40
855,957
998,597
1019,400
410,188
721,86
835,1011
484,259
284,341
882,915
139,740
700,557
1056,192
636,383
434,285
1038,134
538,104
902,875
471,23
970,673
595,238
106,437
716,119
299,325
730,539
1052,837
1058,84
1076,120
751,701
890,896
996,550
200,360
1054,482
888,697
924,781
922,839
775,1085
933,866
1099,4
863,142
779,1073
1002,584
1015,523
22,29
570,243
1092,477
315,309
733,535
615,650
534,1000
184,738
8,414
497,551
874,937
630,168
161,1001
296,817
205,406
1036,474
931,290
941,47
919,801
695,409
637,831
862,940
802,508
880,320
