Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,398.1245145228956,104,292,21.67771411453547,19.275284656307004,41.6
Balanced,391.5767535368731,82,336,21.353964126008538,19.145622293416512,32.800000000000004
Blossom,403.5818965041735,196,108,20.952666462728267,18.775205557117577,78.4
