u,v
706,540
829,354
33,411
371,833
110,950
814,347
292,271
464,890
83,524
242,697
859,516
945,430
958,122
818,237
862,252
1091,740
633,200
207,348
908,1042
298,704
267,735
52,819
1009,307
16,982
906,480
652,573
521,907
885,366
1076,900
893,617
107,373
57,781
806,914
700,478
55,838
1067,24
9,579
520,389
112,335
339,853
160,482
849,466
102,388
998,275
316,497
1087,612
1012,191
357,376
536,91
395,479
581,517
1070,141
802,763
762,690
328,318
445,992
114,883
613,576
825,239
726,1047
663,442
955,452
428,557
583,580
365,757
689,171
644,181
342,1048
225,719
852,332
20,359
967,53
205,759
85,577
26,918
760,752
925,65
768,109
155,13
436,938
367,677
86,816
808,1066
924,603
118,857
553,687
317,38
948,1082
346,986
835,131
526,59
997,62
966,56
593,216
272,646
758,939
861,695
794,880
733,128
49,506
793,515
933,647
537,427
166,511
555,234
971,121
116,937
643,185
104,801
351,678
1093,3
651,561
599,523
645,886
554,637
956,379
1059,364
979,273
438,282
136,398
887,266
1056,322
770,782
374,144
450,539
209,751
1055,789
410,484
905,454
623,210
701,157
277,323
522,694
1001,628
48,783
403,831
419,290
791,409
975,755
830,257
456,604
324,412
201,198
1026,195
769,390
262,702
300,567
871,657
837,426
747,1054
587,498
947,423
961,187
529,404
1035,383
71,856
839,81
803,396
592,469
800,507
977,51
692,565
528,66
349,976
1085,87
855,308
930,311
942,703
377,1074
911,78
196,1017
588,220
47,381
382,609
1011,668
970,541
434,1083
665,1077
597,543
96,270
994,615
999,693
475,962
168,774
764,418
281,1078
1075,23
519,232
797,106
1064,32
111,505
471,421
1071,336
1063,341
928,534
1099,7
0,283
180,915
1080,21
840,287
568,493
499,622
145,786
973,416
223,723
1004,394
812,974
1033,39
1036,468
903,850
12,261
1086,563
321,778
156,790
219,739
44,985
457,638
95,133
467,679
919,440
1069,119
823,881
765,610
785,625
698,566
1029,329
177,714
845,90
43,872
921,67
899,326
656,178
165,358
176,773
368,705
64,37
796,319
76,11
848,784
895,459
1072,92
451,559
869,1081
2,574
640,327
294,355
894,518
422,788
776,898
902,458
142,370
5,1020
710,153
1013,163
17,851
169,472
215,448
834,435
715,496
1002,675
746,987
772,240
199,189
54,863
717,151
965,402
217,1015
1062,325
1008,443
980,372
255,233
935,248
916,634
113,414
713,549
551,249
544,591
259,891
1003,149
174,685
69,730
401,584
1023,320
969,120
1024,28
605,728
1090,10
36,589
756,897
138,228
386,302
598,212
691,1014
1068,345
488,206
473,306
963,826
953,943
866,884
284,1041
18,256
876,278
944,431
602,578
707,514
959,415
193,387
429,353
649,792
264,285
671,569
929,437
1051,143
50,60
787,362
485,662
380,627
538,417
152,363
748,474
420,263
659,545
158,779
481,291
828,97
352,653
1046,167
734,993
732,129
236,716
562,221
836,204
832,490
661,361
1000,303
61,720
1038,213
245,1053
725,476
635,192
673,447
949,629
913,465
1019,721
582,683
729,226
247,461
491,821
486,477
312,688
904,334
46,736
503,804
508,254
681,173
79,513
909,58
250,331
642,190
407,296
1021,1031
77,817
4,455
619,889
712,550
920,63
29,139
699,1007
608,560
494,556
648,385
952,397
184,525
542,251
1039,392
504,624
6,667
446,274
1005,408
749,293
614,761
197,463
1032,618
27,70
532,978
8,304
211,654
276,1049
492,533
1060,865
1061,25
509,860
405,650
844,1097
172,280
964,375
1016,147
682,1034
289,941
1095,31
35,1043
552,686
1065,125
101,988
1057,41
727,413
1079,288
1089,82
815,745
30,564
744,483
170,315
222,743
708,655
1028,80
879,393
600,313
548,940
927,299
462,626
19,932
674,616
360,340
441,432
696,164
912,444
841,631
984,42
75,738
750,391
709,1006
94,571
527,620
108,88
45,297
658,1058
530,244
1094,286
103,805
489,630
510,424
140,314
531,968
265,601
338,433
241,73
15,813
632,641
901,268
722,135
279,639
983,337
1,258
301,636
767,295
775,546
585,175
344,350
310,208
753,378
99,946
1022,1088
40,878
384,926
799,512
1073,105
161,777
811,495
972,449
1092,621
954,22
874,1045
1018,34
425,572
877,333
330,182
864,888
1098,399
470,570
487,501
606,867
754,1030
84,400
595,439
1037,406
981,502
1010,309
666,737
460,260
98,810
183,369
842,343
305,731
1025,535
14,847
684,269
936,243
795,356
