u,v
857,187
229,893
404,745
833,77
1056,15
145,643
1045,652
1005,198
590,108
426,778
763,45
537,874
407,746
315,672
1020,195
1099,753
239,151
952,429
631,532
980,100
202,772
186,904
397,548
658,503
128,414
506,625
783,107
124,291
1075,364
176,1003
997,710
8,134
696,233
365,780
540,632
813,400
1077,190
1034,219
341,908
825,374
154,35
367,1073
82,931
146,40
83,667
4,612
58,494
882,337
181,811
743,304
1070,671
599,259
87,920
1076,104
297,888
112,168
605,357
110,396
267,963
399,517
473,564
275,329
67,965
1,992
993,209
457,714
545,418
469,697
806,230
975,11
937,1067
1061,456
881,260
451,685
948,417
750,432
214,848
180,316
1012,163
263,332
475,322
90,660
703,338
21,408
1074,1068
876,28
873,130
621,543
431,791
1040,136
868,1085
796,422
270,730
777,436
647,70
139,646
941,22
140,620
1087,76
769,441
1050,194
737,466
902,152
886,1092
595,391
661,98
482,114
922,148
897,311
618,231
450,427
842,295
312,960
6,935
300,586
773,290
552,294
757,443
465,1058
832,366
433,706
717,474
272,142
597,567
284,1001
403,445
170,103
946,235
686,257
1041,216
64,588
344,633
958,38
81,668
831,370
23,1090
276,1029
381,807
161,1051
1072,1088
691,484
437,744
700,62
249,144
956,760
321,1054
78,918
17,5
953,89
788,785
560,280
755,635
27,36
827,224
2,388
944,242
583,119
871,37
269,835
934,889
932,25
870,41
828,313
638,320
1000,1081
598,256
559,292
841,508
878,1091
731,264
695,481
749,52
47,534
786,428
368,864
954,12
1007,24
266,834
530,624
814,392
13,663
307,978
544,405
798,416
479,690
973,277
424,336
653,1071
683,843
684,1095
354,951
898,1060
489,852
957,26
14,729
425,440
476,522
1036,850
809,402
983,200
281,682
584,967
784,238
762,61
938,970
525,243
985,255
79,333
549,609
513,296
279,596
664,178
923,289
896,335
998,203
536,419
823,369
1083,1064
790,155
262,143
940,872
434,673
705,84
739,464
398,988
510,659
1055,849
1047,189
498,675
995,1063
252,372
468,122
531,309
603,566
627,533
645,74
29,318
928,115
866,131
797,208
626,982
727,247
234,723
361,1065
915,285
837,347
945,298
642,526
895,50
413,721
803,232
650,1033
350,1019
210,630
539,406
712,477
383,805
371,840
692,248
718,386
858,42
305,989
68,649
801,420
135,986
282,1014
701,171
751,446
594,453
1084,317
99,102
838,185
92,1002
449,327
462,711
1059,274
1025,132
439,328
1006,137
622,538
504,573
550,689
1037,380
779,359
117,169
765,1098
330,133
19,509
815,43
459,116
966,1097
887,59
271,483
10,936
651,57
572,578
669,501
182,917
349,905
735,303
411,471
158,160
719,56
604,502
1035,716
655,306
69,752
511,301
974,867
1030,201
738,1094
593,776
500,310
254,892
824,379
488,677
836,362
460,615
215,33
569,265
676,495
1080,188
955,175
795,46
223,149
863,348
764,86
519,120
678,293
761,71
883,1089
342,771
385,565
1093,1057
847,358
205,891
826,164
1053,54
454,283
759,412
657,355
174,1043
53,515
492,166
470,794
1010,250
523,629
401,789
875,34
246,1013
617,184
582,562
212,373
666,314
722,93
984,480
226,820
261,512
363,816
1018,73
150,16
220,340
681,308
1015,95
947,49
491,574
323,581
994,237
656,507
558,600
613,554
80,63
218,680
800,389
382,123
91,981
101,360
964,88
1096,1052
206,153
376,830
353,1017
499,662
421,343
39,817
614,240
634,96
159,199
516,607
51,0
48,529
987,228
641,485
66,919
1032,236
939,822
756,72
781,245
493,345
950,1078
105,129
913,302
819,393
435,748
55,774
384,968
118,165
535,472
821,173
693,253
213,430
767,211
732,244
907,334
733,447
1082,461
268,356
585,576
1044,196
394,1026
1066,125
126,528
926,496
962,162
3,85
448,197
787,157
9,766
273,192
324,930
60,713
395,810
18,167
387,726
877,352
636,527
177,587
610,106
156,802
553,111
1069,113
325,351
894,288
191,378
551,541
94,207
32,1028
924,121
1086,467
1027,241
575,251
127,640
942,44
1008,227
319,172
520,409
929,339
580,222
865,193
326,571
969,30
415,648
782,423
1062,486
444,949
221,410
911,299
775,438
375,742
943,278
183,639
138,497
747,452
670,1004
463,702
999,20
616,377
1079,147
1016,109
286,996
31,141
542,455
708,478
458,623
331,909
204,725
912,1031
65,768
602,97
591,487
644,75
611,563
688,258
225,1049
287,179
880,217
7,808
665,390
728,577
442,736
804,990
879,346
