u,v
892,810
0,414
29,459
63,461
787,366
93,861
916,358
844,784
988,630
42,105
195,347
702,956
770,1072
667,678
451,318
339,894
974,749
848,610
272,423
635,246
182,529
4,1017
887,201
1029,541
1078,681
623,118
533,346
937,259
498,626
206,625
26,240
754,323
585,640
111,729
689,715
969,113
985,457
532,84
441,213
41,517
309,597
428,557
944,321
727,45
790,649
136,552
186,1047
293,606
562,660
17,964
559,362
575,724
900,255
1037,242
1057,486
292,521
839,928
745,219
561,636
917,838
851,902
1007,85
929,821
144,631
418,126
813,237
1066,417
514,853
897,972
822,978
898,717
814,983
858,891
862,614
826,966
1061,442
44,921
216,121
1090,496
882,857
829,958
886,845
490,854
35,301
1012,1079
64,108
804,156
297,734
1043,20
139,129
756,628
18,95
692,463
1082,478
222,248
832,595
831,905
434,1089
778,642
668,618
137,335
802,945
818,544
852,555
109,102
998,758
173,266
938,725
165,271
881,865
973,710
781,1025
539,189
92,808
52,735
550,603
454,257
547,961
967,662
932,48
560,680
142,265
91,192
869,868
793,73
60,231
612,308
160,407
904,834
492,261
855,551
125,962
581,604
744,472
965,706
1031,413
349,217
1009,483
981,421
175,684
58,693
497,573
1040,363
6,920
268,502
328,135
629,728
919,338
1041,992
762,345
267,659
21,765
528,196
280,598
143,772
617,530
665,686
949,36
571,508
1080,376
296,578
273,594
481,205
931,698
1063,588
683,843
820,830
466,180
1067,460
212,611
110,563
225,657
69,162
1053,925
805,158
203,489
387,81
298,241
1064,427
31,809
703,564
132,294
103,169
157,634
952,716
119,140
295,720
43,1
154,592
605,766
33,311
596,177
773,1042
34,303
1068,383
122,815
55,487
711,801
1096,234
918,731
193,39
220,429
183,767
223,336
209,438
61,274
907,721
708,997
1084,372
382,100
737,148
1010,572
912,674
982,846
1074,565
619,277
1014,398
903,54
895,68
922,836
622,166
644,86
13,607
437,687
990,589
615,535
1049,656
1086,315
1004,752
951,746
842,174
1006,133
260,590
123,621
53,782
65,527
859,873
738,107
872,583
473,837
924,602
885,391
12,228
1013,567
935,477
75,531
828,750
751,576
653,507
7,661
71,664
96,748
114,369
1028,542
516,776
699,403
99,753
465,739
155,263
40,950
406,671
915,167
736,424
1033,540
757,456
980,632
714,909
503,707
1005,963
150,467
1087,367
400,569
279,697
601,101
25,817
458,677
439,682
946,769
49,774
791,993
23,883
1095,83
395,117
850,908
199,718
1056,384
856,835
147,536
62,825
38,239
1062,436
120,290
1052,499
574,609
620,1003
306,538
847,475
1044,513
878,709
975,669
10,5
28,566
200,431
82,128
690,923
651,47
179,317
888,786
1094,235
914,286
688,1026
771,624
59,37
860,580
807,397
673,79
652,798
957,741
415,696
291,926
1098,97
152,996
236,172
1045,719
15,600
89,647
643,443
344,546
954,164
256,936
743,893
1097,2
46,327
305,694
198,549
245,163
251,570
16,11
312,171
127,534
51,288
304,316
9,1073
130,289
27,178
493,112
713,115
78,278
1099,159
906,695
792,911
841,794
889,224
215,777
816,639
238,510
141,330
740,491
411,819
67,399
984,479
1027,548
827,761
779,455
74,285
638,98
1060,474
1001,495
1081,524
995,582
526,131
864,764
90,485
56,352
537,149
760,554
188,410
1070,374
890,691
253,866
307,608
313,679
799,783
1055,480
1015,444
320,138
170,468
106,712
1051,500
901,543
361,440
788,1020
648,204
1019,553
416,501
1077,494
185,488
230,249
30,941
876,104
880,870
970,269
210,252
24,409
57,168
351,386
884,849
14,453
176,134
775,722
233,250
390,66
948,650
899,190
723,1035
742,392
1054,896
310,469
1008,371
976,586
124,464
863,785
314,704
627,545
329,613
654,1038
1058,484
780,1034
1059,476
977,663
874,412
953,705
1075,402
243,518
796,987
8,145
218,116
833,658
955,504
94,584
72,556
470,355
934,319
50,672
1091,373
824,685
32,1023
1065,519
322,960
806,655
701,471
568,207
184,599
840,913
726,146
811,342
637,77
789,449
153,211
797,700
512,558
87,302
1076,380
76,939
676,675
511,202
515,730
88,523
275,340
1000,506
247,525
947,1016
1093,325
19,270
1011,381
80,365
70,208
258,646
645,161
733,283
1071,22
991,151
3,276
505,959
343,232
616,1046
