u,v
253,1064
1009,585
530,418
863,1010
170,1075
202,1004
534,639
545,184
97,930
970,1034
301,252
236,188
510,904
182,652
503,1045
1039,720
405,675
795,402
788,1008
106,662
691,507
64,838
1032,1035
759,284
442,854
369,582
580,470
244,806
187,853
1099,1048
1024,947
670,731
706,389
135,830
912,729
127,681
715,68
99,688
309,667
783,986
743,330
150,852
709,263
27,581
864,619
139,123
31,615
287,671
553,993
612,941
824,603
180,862
907,543
486,649
134,643
387,704
488,789
716,420
4,439
516,865
499,920
891,416
522,203
888,93
1068,1081
644,689
206,254
39,221
1058,111
772,936
129,138
121,898
637,765
823,710
48,800
286,313
554,940
794,978
292,179
971,305
658,248
1090,954
746,851
666,55
98,6
513,446
980,674
943,232
546,599
899,1084
240,164
1046,900
259,155
804,774
364,9
118,89
873,337
453,242
304,380
167,44
835,723
476,303
384,372
42,87
748,609
815,856
75,137
915,535
926,628
1078,374
436,572
166,1067
225,751
400,567
767,431
565,88
209,618
555,524
326,918
136,797
948,992
1051,634
5,695
444,1087
149,703
583,172
1092,700
642,925
901,728
844,974
117,299
260,78
810,392
1063,758
1049,141
869,339
966,496
881,142
38,596
176,126
935,362
1037,329
684,319
960,719
833,826
358,103
638,473
196,459
25,143
484,385
210,448
685,579
120,1023
542,239
568,95
13,51
249,451
722,333
525,855
557,714
191,375
1014,54
498,275
391,890
781,660
417,1082
994,15
848,885
641,504
867,390
1096,338
175,827
83,197
36,886
66,927
655,283
490,1060
169,630
540,450
65,227
990,987
514,144
1070,577
761,193
811,491
859,953
656,258
633,1085
397,148
836,100
744,408
1005,1018
659,916
782,858
47,672
889,50
1086,548
911,157
43,584
1033,452
357,547
621,1007
124,1055
383,1069
791,46
24,870
749,617
626,589
73,701
967,529
11,49
969,832
29,86
250,949
611,266
921,931
411,905
23,321
933,28
747,235
654,219
410,469
983,505
173,605
640,30
578,822
147,268
509,447
646,10
556,803
480,1006
730,665
455,325
216,752
230,342
726,472
895,903
217,407
320,396
1080,506
820,273
350,922
1059,1017
1054,181
481,664
1065,381
733,332
511,601
995,929
289,575
732,952
215,69
290,395
379,158
222,561
683,669
94,82
404,171
973,576
1012,1030
563,847
802,449
740,237
306,968
616,317
133,738
923,515
1056,541
53,226
152,159
267,1057
314,90
694,977
1013,725
349,265
839,113
876,857
1089,1097
335,526
825,359
71,1062
1031,471
562,1019
220,508
595,108
518,168
574,0
917,458
302,151
477,22
199,198
430,897
201,502
756,119
460,861
192,837
896,17
479,415
817,519
588,177
77,959
1077,18
780,910
600,682
533,878
92,631
334,131
982,365
1052,107
755,3
323,213
884,233
245,307
388,560
821,324
1074,1061
984,91
1091,327
12,464
105,433
185,445
145,422
677,769
860,465
678,976
919,883
432,532
610,153
892,214
56,777
1094,1020
962,989
868,770
972,60
161,828
607,913
517,40
727,790
663,115
41,493
26,717
934,318
552,246
843,569
343,979
370,435
57,76
70,1
280,34
914,315
32,571
204,834
651,908
262,975
768,632
1072,805
591,1021
85,764
223,932
708,539
101,939
961,104
946,163
79,294
676,606
409,887
702,773
653,745
673,559
59,282
1095,276
698,997
566,776
441,394
102,1001
544,255
877,19
1015,33
322,427
750,72
228,647
564,45
812,194
261,734
753,8
247,1066
146,229
650,958
467,950
348,1043
189,586
378,238
1071,398
850,1000
156,361
741,657
243,487
308,798
62,721
354,620
312,256
316,271
880,1053
272,648
1011,443
592,425
697,558
879,699
231,183
21,998
336,371
645,520
707,594
281,377
625,1016
906,1029
251,819
692,207
928,80
434,840
882,593
353,52
713,536
668,523
37,785
454,1088
474,200
462,109
355,1026
297,399
813,779
938,763
96,401
424,742
829,269
274,801
128,288
635,623
766,125
527,84
872,549
778,786
382,16
866,345
690,521
114,661
538,796
679,500
483,1042
413,784
257,376
1076,412
178,461
629,366
1098,478
1044,1040
386,485
909,195
1093,627
270,495
754,494
1083,1022
816,775
587,310
74,963
20,771
61,497
711,205
224,190
341,739
356,724
14,112
845,278
528,996
951,792
211,285
955,1002
482,264
298,902
893,437
808,875
531,1047
999,945
35,368
429,537
373,241
705,598
551,680
140,492
1025,346
423,296
468,818
