u,v
195,882
547,385
569,305
105,1092
510,503
178,658
760,367
455,814
750,344
1074,68
85,466
67,854
656,413
740,308
834,172
483,512
833,216
206,612
1040,48
907,174
1062,1091
373,618
160,761
390,558
414,525
859,210
389,599
867,232
937,794
1058,28
12,895
553,468
388,508
98,818
930,135
2,45
615,379
254,922
364,635
440,801
77,233
1008,993
146,678
227,684
151,774
1070,1053
279,313
1085,544
934,1049
1071,1045
362,585
94,932
429,275
1095,1011
986,287
1076,1007
570,241
200,946
705,295
790,393
531,655
582,462
415,196
904,998
556,190
1010,927
371,782
887,191
38,84
914,154
513,475
416,533
988,1033
898,987
970,63
119,840
46,856
578,222
498,616
668,399
136,785
711,360
280,915
226,715
296,1039
902,13
478,521
611,358
884,126
949,106
698,372
61,974
617,447
802,182
423,405
989,426
107,614
34,877
748,220
518,432
516,489
972,113
590,438
269,630
901,71
746,304
322,660
727,300
1031,37
81,835
947,65
168,574
459,229
759,252
194,568
338,878
101,776
960,116
469,534
963,121
1099,948
1028,906
52,758
1078,1020
1003,86
376,608
886,184
594,412
704,302
62,408
444,244
605,436
717,339
234,1036
537,161
53,844
345,714
238,261
132,768
1065,793
209,728
831,235
928,149
31,977
153,921
484,532
256,259
354,175
406,603
726,959
142,530
936,131
832,55
157,829
912,173
293,671
99,815
1061,1083
620,428
17,1038
730,327
756,303
610,356
604,434
435,903
706,320
561,481
857,214
542,724
15,969
453,557
359,639
573,473
876,996
91,955
500,507
526,663
657,301
36,875
896,183
333,860
672,335
701,380
584,460
550,458
277,699
744,323
386,853
150,753
79,482
450,636
325,623
294,626
336,650
514,675
240,673
42,545
555,541
538,479
246,707
400,536
418,581
215,719
871,130
198,648
162,731
176,913
994,57
1079,6
480,519
1025,44
477,495
501,471
272,319
166,310
917,129
370,634
491,515
677,651
236,661
384,169
328,664
593,419
8,821
737,265
464,543
736,309
869,201
858,164
95,1054
866,931
694,321
692,1044
511,712
825,243
669,404
348,596
796,207
421,437
622,427
952,64
894,1035
649,700
1098,1030
735,224
1041,141
847,163
1088,100
652,311
82,454
41,1069
577,396
1002,51
490,248
492,721
751,316
631,409
809,257
838,958
1089,976
1057,117
752,137
1064,1068
431,966
342,647
910,601
87,784
20,1032
509,504
808,324
237,710
552,456
465,497
897,109
83,688
448,264
187,745
208,566
22,924
0,1022
863,228
59,690
425,411
292,803
682,314
951,1024
975,1052
369,110
591,461
442,836
778,278
443,572
50,470
1081,563
19,891
315,148
488,723
848,221
1023,73
7,935
1015,398
33,417
546,575
217,1001
696,352
968,155
343,341
1067,26
1082,24
270,365
625,422
973,629
299,666
999,92
290,446
410,133
918,122
1012,49
811,297
1066,29
218,713
627,351
145,747
967,181
139,685
535,115
104,813
772,189
74,961
602,452
676,401
889,118
361,874
1097,1059
439,583
984,108
449,1094
353,641
1055,824
377,571
1019,93
54,839
350,990
770,282
1000,88
883,186
375,539
830,445
152,628
1073,32
527,654
965,90
580,517
822,697
205,738
96,971
1063,485
89,953
888,242
945,120
368,621
204,540
334,250
25,407
560,562
819,255
942,69
274,702
283,689
925,165
112,798
565,765
524,486
387,499
1086,1013
718,199
170,739
797,263
3,909
757,288
849,273
861,247
1096,1
941,127
766,284
1021,245
30,862
171,749
291,665
523,624
128,787
597,430
667,754
846,249
1084,1060
899,102
788,262
529,587
933,271
143,780
638,332
21,885
10,1046
147,606
202,978
981,60
893,185
27,964
260,528
905,177
78,637
80,817
1050,1080
944,123
318,911
346,564
995,317
394,613
124,789
125,852
923,167
733,326
805,193
939,1087
114,586
4,980
791,267
956,1027
378,632
881,197
72,845
920,179
391,598
56,864
722,307
908,70
1006,75
734,281
457,799
23,40
1077,1029
588,474
1034,11
1005,1018
268,212
140,957
779,962
548,266
451,1017
289,680
374,239
355,662
230,640
1072,159
35,144
916,1043
383,589
1093,1014
111,804
467,579
841,231
392,441
1016,357
487,520
298,742
725,330
14,983
926,985
433,567
686,329
559,1048
134,783
576,472
991,58
595,76
1037,43
366,253
188,741
554,551
773,1004
992,1042
800,225
1075,402
767,286
865,211
192,729
180,764
1009,66
223,716
103,1056
5,493
306,997
349,312
681,395
39,653
609,397
347,644
522,496
892,276
755,954
837,251
720,331
762,337
16,880
600,424
592,420
855,156
158,982
382,619
842,213
506,505
138,771
843,285
258,687
1051,979
502,1047
463,549
47,494
476,775
97,827
203,607
643,363
633,340
1090,18
769,219
403,381
950,1026
9,872
