u,v
233,493
711,775
151,551
1014,644
285,1066
936,792
655,152
715,664
223,401
651,1083
303,372
409,287
628,30
887,80
642,700
835,264
820,640
870,471
166,55
477,289
633,163
948,846
41,107
1043,973
129,781
190,714
206,198
484,319
133,252
191,197
864,875
99,828
577,1030
533,479
413,639
228,734
25,385
175,1052
101,819
660,1000
412,69
918,762
340,945
180,952
83,1025
1036,146
812,11
1060,359
900,673
466,294
64,538
15,320
341,919
304,497
498,229
517,459
658,595
352,24
531,1098
296,222
731,318
76,921
1039,369
143,311
298,570
593,269
188,487
463,753
1079,72
970,326
384,212
128,106
200,85
88,656
511,194
262,754
584,251
712,606
750,909
925,797
93,444
866,358
47,226
620,336
825,324
994,280
552,120
483,850
1031,215
97,857
58,510
691,1080
575,441
930,411
20,670
831,913
1091,172
749,741
254,164
473,951
14,453
322,950
727,389
978,743
591,201
208,772
545,813
990,771
1015,965
105,592
176,790
317,770
1038,1053
84,374
203,612
738,1099
299,1056
315,1065
547,546
677,124
646,332
615,39
815,564
523,760
442,33
1024,288
877,1021
522,992
996,565
824,213
357,767
335,694
449,746
789,452
785,539
173,1069
659,514
958,883
1075,728
869,801
647,582
7,259
954,1046
1023,657
578,52
669,874
19,616
625,690
225,458
833,586
840,944
614,735
18,960
66,232
397,114
885,805
465,147
938,390
415,1095
904,10
914,1061
382,898
224,719
488,527
854,526
481,148
211,823
1022,579
150,422
70,682
902,42
1096,899
1045,210
626,580
368,561
500,515
736,113
879,784
637,427
556,1059
501,171
425,305
474,912
844,482
432,347
759,407
567,1077
966,641
0,587
1047,953
61,744
1089,35
307,240
443,238
1034,826
126,2
247,622
1094,905
722,167
1002,972
102,267
971,703
81,470
541,27
1048,802
360,291
90,456
421,392
21,571
1027,654
776,499
985,331
371,976
588,26
999,713
807,917
434,601
845,135
1070,6
880,460
554,312
733,537
648,723
803,142
123,177
451,73
636,353
859,127
982,631
941,154
467,480
662,558
398,1050
179,600
469,872
344,1097
418,927
724,428
424,755
1068,549
986,943
1001,354
218,279
894,234
726,739
696,329
1005,348
328,121
544,910
888,363
817,569
468,1049
638,947
635,241
768,906
209,932
416,536
993,249
157,495
67,399
548,693
652,91
117,809
370,1026
665,394
901,141
204,248
816,737
1092,461
36,745
1,695
540,51
321,915
599,937
804,417
1019,891
486,1020
1035,414
503,834
214,997
350,404
144,339
388,13
684,761
308,756
876,572
235,832
293,783
323,777
608,1081
450,881
961,112
297,207
408,893
1057,562
23,266
679,667
764,967
162,29
573,140
1064,534
199,12
65,529
598,688
681,245
63,504
219,617
472,156
666,242
216,964
516,977
858,837
22,272
3,583
75,576
751,145
878,118
475,765
935,1009
942,1040
292,791
28,758
822,959
1055,590
672,455
946,836
980,811
1037,476
560,619
300,338
650,423
630,149
1016,165
793,381
623,419
373,933
445,955
410,184
1042,675
557,782
553,138
365,709
868,697
725,502
886,897
926,924
60,345
464,1088
433,871
748,956
535,337
989,716
494,431
1003,400
217,862
603,903
402,609
220,730
566,702
661,581
181,1084
56,325
532,752
159,643
330,513
44,355
689,602
367,810
396,158
310,839
957,276
683,187
929,842
62,884
1041,40
82,446
860,896
674,907
137,281
827,302
286,202
243,983
395,632
974,246
629,205
406,274
115,1085
111,830
356,239
856,923
873,686
707,362
1017,103
193,57
278,96
506,375
462,376
607,122
585,349
550,774
555,49
1072,1033
366,596
125,379
519,378
9,426
43,692
621,908
104,420
605,53
853,230
78,530
155,892
54,867
48,309
153,301
698,182
77,975
1011,263
1008,507
333,934
720,71
50,32
491,490
265,448
1013,403
277,618
109,260
132,478
634,45
1074,221
1051,704
457,653
38,438
773,852
169,1062
383,1067
814,505
671,998
119,1090
237,798
168,258
818,439
275,717
236,1073
806,130
740,485
196,589
1086,231
916,939
963,787
705,436
