User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,U1_Distance_2D_m,U1_Height_m,U1_Distance_3D_m,U1_Ring,U1_LOS_Status,U1_Channel_Type,U1_PathLoss_dB,U1_PathLoss_Linear,U1_Shadowing_dB,U1_Fading,U1_LOS_Probability,U2_Distance_2D_m,U2_Height_m,U2_Distance_3D_m,U2_Ring,U2_LOS_Status,U2_Channel_Type,U2_PathLoss_dB,U2_PathLoss_Linear,U2_Shadowing_dB,U2_Fading,U2_LOS_Probability,SIC_Margin_dB,SIC_Satisfied,Throughput_Mbps
439,104,3.257882060525178e-10,6.655338753319871e-05,0.9999951048831118,4.895116888207333e-06,0.40684802333937026,0.40684858870832846,0.8136966120476987,NOMA,4418.202997854169,16.612087247655264,4418.210960029852,3,False,NLOS,157.81033975180736,1.6556404364188046e-16,3.8265430056082272,0.03933503094037577,0.004074054559455169,310.97165564889343,19.405935563060883,311.0219673494761,0,True,LOS,93.72276429819476,4.243493782390516e-10,-8.39602779171173,1.228872968223964,0.22138332908979771,53.10234807494703,True,0.045080144711783864
400,343,4.5678992043550536e-10,1.0116760634906515e-05,0.9999548502417953,4.5149758204718876e-05,0.5427630916502367,0.5427724208641497,1.0855355125143864,NOMA,3657.9591713409163,2.352177117937742,3658.0292813314686,2,False,NLOS,163.16175431450648,4.8286371185030104e-17,19.837609212518892,0.6451856338404036,0.004920776628953365,3367.048718484099,8.164152433071003,3367.0908093499215,2,True,LOS,116.48096713221547,2.248553818678314e-12,-18.059838038103337,0.8435249432306176,0.005345927993612132,43.45324962433959,True,0.06014047160744523
494,43,7.454519835680319e-10,9.31154086328978e-06,0.999919949628015,8.00503719849544e-05,0.8035145812880685,0.8035513458195807,1.6070659271076493,NOMA,4008.4602368372657,1.833594615165076,4008.5271799806874,3,False,NLOS,165.02585137961503,3.1435101142984183e-17,19.2770712734994,1.2233924820232938,0.004490502321710011,395.1987712610458,15.999524805442382,395.30124887225975,0,True,LOS,96.01378098799087,2.503928372122115e-10,0.7460704389147593,0.6412304313901809,0.09040133112330155,40.96601878796641,True,0.08903412338546532
244,55,7.979226674256611e-10,7.521229108705092e-06,0.999893921855891,0.00010607814410899119,0.8462088610766816,0.8462630482905836,1.6924719093672653,NOMA,2294.3427394466908,8.687114294051378,2294.4007314093587,1,False,NLOS,151.44404747722422,7.171256429723302e-16,22.715688331858953,0.4073311217006016,0.007845384079076725,1668.4258504734394,3.8532097483743053,1668.5598596592108,0,True,LOS,109.7728803022969,1.0536878439571247e-11,-9.664782993900156,0.7615416903045377,0.01078861251166455,39.743280154791016,True,0.09376575675164904
434,42,8.52539407404416e-10,4.891661780961512e-06,0.9998257461600357,0.00017425383996426012,0.8892899236567766,0.8893885352192091,1.7786784588759859,NOMA,4087.750372286652,21.12153101009539,4087.752212237352,3,False,NLOS,153.78525897345116,4.182867451174879e-16,23.17224790459871,0.6006061939160955,0.004403400404733649,337.41463401880804,4.74858525420426,338.02182629122103,0,False,NLOS,121.30337032464327,7.407351736749179e-13,-8.669785624340337,2.094766676075171,0.05781573853938384,37.587419586700534,True,0.09854174287401583
185,225,9.189324780347737e-10,2.6952849837372178e-06,0.999659175453122,0.0003408245468780078,0.9398521741858358,0.9400684621314036,1.8799206363172394,NOMA,2850.2080765110527,18.23573623361339,2850.2161031530813,1,False,NLOS,149.39654315772935,1.1490678781011538e-15,25.799078443249883,0.5285239610995419,0.006315715836174754,2533.4559014367665,17.51722193788005,2533.4669519242416,1,True,LOS,113.76309624320591,4.204267839774389e-12,-1.8476476417538978,1.062617886259421,0.0071069462035789855,34.67321090555948,True,0.10415072777380828
402,32,9.297970036402145e-10,1.934046022385262e-06,0.9995194787478358,0.0004805212521642053,0.9478046638702947,0.948115045736509,1.8959197096068037,NOMA,3486.5467262504394,22.23263927880402,3486.5478245125246,2,False,NLOS,150.4185984127773,9.081135560047173e-16,13.88904099031146,0.1526757677037507,0.005162721011463926,1269.4344044361,22.48752694581663,1269.4368907853923,0,False,NLOS,133.11796709698882,4.87756752302477e-14,-15.215950621691059,1.5190344667203097,0.02125482425216229,33.180786620085755,True,0.10503710302530768
457,89,9.590249588080905e-10,1.8008754785385708e-06,0.9994677508078869,0.0005322491921131565,0.9693995565202537,0.9697598230858792,1.9391593796061328,NOMA,3972.3379629000515,9.832451439489539,3972.366919863555,3,False,NLOS,160.07273887998215,9.833907343814836e-17,10.471120762816174,0.3228664303040941,0.00453133649959101,957.761726483236,11.983110806790553,957.8501783266615,0,False,NLOS,134.6406040024099,3.4351017031855636e-14,-9.784108505991348,3.1499848091610465,0.018794063558511636,32.736537746687056,True,0.10743265260975805
446,100,1.1598753377749183e-09,1.527524923188459e-06,0.999241259323771,0.0007587406762290857,1.1096789686573991,1.1103600981460133,2.2200390668034125,NOMA,4442.801637299646,11.282419460860961,4442.822814428713,3,False,NLOS,161.10242267082532,7.758142152487477e-17,12.912772303684234,0.5823325457952933,0.004051497561556783,972.262443300939,12.132723288461142,972.3475846956596,0,False,NLOS,134.80579268746695,3.3068974805422516e-14,-13.903286836686236,1.694781042757818,0.018513714579627756,31.195769907426044,True,0.12299385411653255
438,0,1.1686529965121547e-09,1.3816394359577432e-06,0.9991548697134135,0.0008451302865865828,1.1153750328068965,1.1161420350795792,2.2315170678864757,NOMA,4393.099246601863,15.059630581132641,4393.110492741794,3,False,NLOS,158.64511724207614,1.3661181954853644e-16,6.632768069372773,0.21457535640017444,0.0040973351667283,1111.7795809957704,12.059676291520386,1111.8548865282785,0,False,NLOS,137.12511521592882,1.938601205250095e-14,-17.725870227053402,1.2893088691733083,0.016190280889202196,30.72709143779139,True,0.12362975445354436
485,420,1.3793065027129402e-09,1.3034171568540064e-06,0.9989428952779619,0.0010571047220380536,1.2484391116551101,1.2496567578140474,2.4980958694691573,NOMA,3977.810756951104,4.401765006388697,3977.864088352035,3,False,NLOS,163.3546215581503,4.6188923891876105e-17,6.083832217982352,0.4088683300813642,0.0045251021478449035,3719.648640585722,7.28280555826079,3719.6908350547224,2,True,LOS,117.43251146961991,1.806129362369682e-12,-0.9105613556167755,0.8733351480071362,0.004839166743761473,29.75422649621138,True,0.13839866312848517
430,117,1.474240066927061e-09,1.1074930957728666e-06,0.9986706190351309,0.0013293809648691369,1.304160821586548,1.3058422862421581,2.610003107828706,NOMA,4234.471725895218,9.099090477583083,4234.501580626658,3,False,NLOS,161.59734045761527,6.922547656848076e-17,13.178250734331998,0.8078816985279497,0.004250825407552954,982.3424170210955,14.844712343946455,982.3949074309297,0,False,NLOS,133.35307436609438,4.6205381818496533e-14,-9.625097064561588,1.7011393576078535,0.020786535315529715,28.757728171780386,True,0.14459851012901417
204,113,1.698954733246736e-09,9.537405573866893e-07,0.9982218081713231,0.0017781918286769228,1.42804887159717,1.4307849990546888,2.858833870651859,NOMA,3135.987946680377,9.446244566708968,3136.026517909676,1,False,NLOS,156.29213385376548,2.348478640557209e-16,8.380457157319247,0.29094530830468623,0.005739817979547413,2071.6059337270385,17.991265991889243,2071.617789797498,0,False,NLOS,144.1279817033802,3.865465750971767e-15,-18.991682973077946,1.722840957189448,0.008723124847843162,27.492484434726393,True,0.15838414795855174
