Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,95.58794465431254,131,238,4.735007514403161,4.803830228929632,52.400000000000006
Balanced,114.07255710044832,250,0,5.703627855022416,0.0,100.0
Blossom,116.96266607465611,250,0,5.848133303732806,0.0,100.0
