u,v
601,1012
775,383
594,469
695,283
1031,89
717,140
311,266
476,599
493,679
394,291
749,766
904,249
454,705
900,800
588,305
622,545
899,673
746,351
1011,106
944,205
392,506
324,460
943,874
651,455
109,1066
112,735
481,681
1067,15
967,831
195,333
811,336
121,1058
1059,29
778,168
84,502
81,1003
1026,108
165,682
1086,6
934,128
678,449
523,664
1055,36
877,286
96,215
156,992
282,750
276,1094
761,339
762,402
798,343
154,1095
280,1082
157,1002
547,608
1034,70
865,298
373,464
645,505
713,420
646,330
814,332
430,724
301,94
92,347
515,669
191,963
223,906
181,662
689,440
824,219
936,973
1077,18
136,1023
654,491
553,161
851,102
349,520
709,265
1057,54
942,741
342,593
259,604
468,458
555,99
613,31
687,883
818,985
996,79
274,830
263,183
1097,9
474,119
1074,16
769,400
856,41
207,925
176,965
640,425
472,707
495,672
994,127
310,797
184,658
1014,770
1060,221
524,497
235,861
1037,88
499,422
395,441
895,251
410,740
1098,49
116,1062
1056,61
614,530
863,825
163,621
247,602
177,1004
847,188
67,918
171,966
129,731
986,141
890,262
292,456
206,932
542,82
844,322
581,357
470,480
289,557
917,135
889,64
404,1069
550,607
927,185
278,822
616,561
804,105
926,229
871,293
779,30
214,657
1096,2
210,641
1033,58
893,182
1079,34
941,231
1089,66
549,619
352,361
146,1007
577,946
784,113
849,660
541,544
573,576
866,173
526,501
739,218
398,733
114,974
487,680
627,413
649,86
359,104
656,467
159,991
132,699
949,45
1041,457
371,837
875,272
647,503
534,644
401,380
40,72
415,287
172,1045
745,409
903,190
1039,78
891,252
781,228
554,585
1032,57
466,710
1071,48
610,355
872,77
138,1021
10,597
642,819
753,12
977,153
637,304
598,385
732,47
773,85
643,384
688,297
1027,90
396,763
62,747
299,592
500,353
655,376
686,443
27,151
238,609
478,697
989,117
234,611
815,220
748,405
38,556
723,268
694,433
795,107
237,859
510,389
774,578
631,517
1051,69
915,56
1064,8
115,204
372,522
514,386
767,139
1022,11
509,945
367,852
930,35
702,424
559,366
842,318
858,24
560,605
629,964
528,634
758,211
531,169
785,579
358,771
1020,76
632,327
435,725
307,805
722,239
232,1049
696,348
438,489
536,368
968,1063
892,250
864,179
519,315
148,399
869,294
606,567
948,196
562,1036
130,485
630,533
569,19
257,845
217,71
701,431
1081,563
483,379
208,916
255,857
124,931
407,743
354,737
626,540
201,513
482,675
365,755
908,118
370,452
260,827
587,575
652,543
209,620
924,80
411,498
175,496
939,236
145,882
894,103
308,1016
972,13
551,603
279,809
364,529
764,338
20,60
638,271
345,772
716,428
1084,28
1053,59
1073,37
14,928
983,143
829,323
912,101
356,539
535,636
810,337
666,463
439,448
512,670
982,147
955,193
362,591
1070,21
828,326
444,391
860,306
677,450
790,381
75,134
453,714
953,97
566,600
459,254
245,312
853,302
516,617
867,295
110,87
887,273
475,445
738,419
267,843
248,564
65,848
144,1010
959,167
868,296
574,316
321,572
1061,53
200,938
488,429
325,780
950,194
486,477
1050,52
1099,582
340,777
537,150
275,806
988,95
436,256
479,703
1001,123
633,532
590,570
659,288
920,63
1072,277
1092,17
692,303
527,653
759,258
1043,26
1046,22
1076,32
126,1068
712,253
319,834
122,51
793,363
700,284
1038,23
690,261
957,187
958,170
421,320
817,329
879,133
997,125
846,212
854,314
910,242
840,281
309,803
1035,111
1080,33
426,412
222,914
757,264
1048,68
387,313
142,671
511,388
290,807
940,233
816,328
1083,25
1008,120
1017,98
317,788
742,406
751,473
164,667
471,437
674,369
618,465
334,50
896,73
269,558
1088,5
494,923
166,978
684,446
937,199
375,752
1018,44
884,202
137,789
794,174
971,862
911,192
730,427
691,835
178,826
909,240
935,149
823,246
1075,43
508,719
922,197
417,726
870,186
538,625
615,799
390,461
987,698
565,331
1024,91
993,131
393,243
447,708
812,46
676,451
568,360
198,650
335,548
929,213
898,244
518,377
595,462
227,960
1065,1013
397,981
624,507
1006,42
612,1054
83,552
225,901
796,344
1029,39
378,850
432,970
768,776
990,93
230,881
635,521
956,189
162,984
765,203
100,1000
744,418
224,648
374,754
736,423
416,580
442,718
969,155
158,721
4,7
838,300
504,55
961,160
586,484
1047,74
414,665
841,216
408,734
873,285
783,382
270,782
226,623
241,346
490,403
