Method,Time_ms,Std_ms,Pairs,Time_s,Speedup_vs_Blossom
Static,0.4746000001129384,0.47700032143992505,250,0.0004746000001129384,47069.35607813744
Balanced,0.072099999973337,0.020314690983828303,250,7.2099999973337e-05,309835.1790327476
Bipartite,71.08679999995123,1.655879295145881,232,0.07108679999995123,314.251259024394
Blossom,22339.116399999966,0.0,232,22.339116399999966,1.0
NOMA-GNN,499.454099999942,90.74334058087784,203,0.499454099999942,44.72706581045698
