GNN_Throughput_Mbps,Blossom_Throughput_Mbps,Throughput_Ratio_%,Throughput_Gap_Mbps,GNN_SumRate_bps_Hz,Blossom_SumRate_bps_Hz,SumRate_Ratio_%,SumRate_Gap_bps_Hz
70744.10868302375,73296.09098665953,96.51825592704492,2551.982303635785,15.720913040671944,15.796571333331794,99.52104611144186,0.0756582926598508
