User_ID,x_coord_m,y_coord_m,distance_m,angle_rad,height_m,distance_3D_m,LOS_status,LOS_probability,path_loss_dB,path_loss_linear,shadowing_dB,rayleigh_fading,h_linear,h_dB
0,-2888.7644185334893,-3456.3276304624687,4504.5710733524265,4.0162025593849435,8.319262649870268,4504.601958206959,False,0.0039959409468488865,163.11469624102162,4.881242409711394e-17,2.9472538312927132,2.1525720381652826,1.0711744147189173e-08,-119.9995017127457
1,-1883.4223926299612,2533.723102841752,3157.060764529882,2.210022576878493,15.680057802695115,3157.0745211756666,False,0.0057015282257018894,152.6653774914832,5.413301930783373e-16,7.466561447518165,1.4387761466610562,1.4170862435862014e-08,-119.99912796629107
2,414.9992590047172,4275.216494530051,4295.311450881796,1.4740285726029176,6.8984053019384035,4295.349593200406,False,0.004190615792553234,163.15989972274713,4.8306995584689905e-17,-3.1595540556018764,1.2055056805172726,1.2054577066846553e-08,-119.99936896025334
3,4471.78358577954,-830.7549109440469,4548.296621825029,6.099502277941458,8.93136036709182,4548.3250061186955,False,0.003957525530245079,162.911380902483,5.115191647202955e-17,-8.14503258910129,0.8213195832230236,1.5003575305910813e-08,-119.99902248155864
4,2571.0665169536774,-710.708966908144,2667.487632631866,6.013494080048963,19.168422102687806,2667.4940070307052,False,0.006749389740499293,147.7124305445111,1.6933898235664501e-15,-5.000040037015657,1.9283261362096176,1.4111103012643105e-07,-119.91437160934795
5,158.04113871878906,-1124.132711750271,1135.1878061160405,4.852062940713842,22.144558690183416,1135.1913973861954,False,0.028959011743117016,131.42672576196517,7.199915903359855e-14,-5.242831664932869,0.862895888896726,4.234125193995395e-07,-119.28383743850873
6,740.2903867390305,-3837.2976314676266,3908.0536036709223,4.902967402528986,12.7508512582632,3908.072800090881,False,0.00460587336445237,158.04475030710668,1.5686460826897545e-16,-6.980491677334892,1.2175289269114093,3.40617029205973e-08,-119.99496423781282
7,4460.2188070458005,943.8655119371265,4558.994835635307,0.20854197725885468,7.560692274534921,4559.028190393578,False,0.0039482387344033166,163.77367413230579,4.19404017966811e-17,6.064357458472312,0.9550822158489797,3.0770827726438355e-09,-119.99995887928921
8,1261.029173472616,-2726.1879298931335,3003.7135691413782,5.145639688247417,18.11337953102572,3003.7214636156796,False,0.005992731296051246,150.36027259853563,9.203917986657093e-16,-22.4795394994231,0.27661417047386183,1.1164461220951147e-07,-119.94620187158634
9,-2414.883001668873,-3689.4303108084505,4409.484769228873,4.132828190133912,18.83286803569681,4409.489081920724,False,0.004082109608959351,156.44433372007197,2.2676009381389186e-16,-6.711845854599226,1.5889495775743947,5.181860564057109e-08,-119.98835409264183
