User1_ID,User2_ID,alpha,R_sum_bitsHz,score,h1_dB,h2_dB,h_diff_dB,sic_ok,missing_h
1336,1010,0.997696816921234,16.298663573568422,0.8114434480667114,-98.78493337311971,-81.59637015126235,17.188563221857365,True,False
1438,216,0.9974545836448668,16.435857928933082,0.8114396333694458,-96.8873793363352,-80.84917907250913,16.03820026382607,True,False
805,1918,0.9949552416801452,14.83610837464608,0.8114180564880371,-106.62663238050207,-90.3746461576684,16.25198622283368,True,False
1676,951,0.9977591037750244,16.280882798501082,0.8112926483154297,-97.90238694855564,-81.72793094995248,16.174455998603165,True,False
1990,1392,0.9982605576515198,16.68738860742399,0.810897171497345,-95.98343768560902,-79.26933277846514,16.714104907143877,True,False
10,392,0.997310996055603,15.58145375269372,0.8108658194541931,-102.03021766891705,-85.85578274849915,16.174434920417895,True,False
968,1711,0.995664656162262,14.487536875097046,0.8108121156692505,-110.71162071360158,-92.19875058335614,18.51287013024543,True,False
734,1314,0.9979720711708068,18.238820809067533,0.8105644583702087,-96.23175852085792,-69.93213577462426,26.299622746233666,True,False
1548,381,0.9944593906402588,15.08736027818809,0.8102889060974121,-105.38690772586524,-88.92364953787377,16.46325818799147,True,False
242,1103,0.992021143436432,14.70270238685871,0.8102709054946899,-110.39478264845792,-91.17009863702236,19.224684011435556,True,False
1710,966,0.9981354475021362,15.244142267111553,0.8101004362106323,-103.83580616027372,-87.63813623690503,16.197669923368693,True,False
993,1854,0.995782732963562,15.345303111360115,0.8098462820053101,-103.3886760214881,-87.36225866510297,16.026417356385124,True,False
1285,1024,0.9977806210517884,16.48688485995161,0.8098053336143494,-96.6551152955602,-80.51881997970504,16.13629531585515,True,False
1972,1105,0.9973504543304444,15.864333187666578,0.8098002076148987,-101.06453976245822,-84.17816853399032,16.886371228467908,True,False
1401,955,0.9983226656913756,16.34318720800044,0.8097670674324036,-97.6429682414412,-81.27859960890952,16.36436863253168,True,False
1301,621,0.9915122389793396,15.616524931741566,0.809746265411377,-102.62826803227084,-85.86299978887698,16.765268243393862,True,False
1117,796,0.994379222393036,15.335601870554864,0.8095768690109253,-103.54816206193551,-87.47881791281763,16.06934414911788,True,False
1923,230,0.9955997467041016,15.051352709607922,0.8094869256019592,-106.00930928618322,-89.05377056430851,16.955538721874717,True,False
766,1815,0.9953863024711608,14.393537259746314,0.8092220425605774,-109.7008267913503,-92.87043973555672,16.83038705579358,True,False
959,1205,0.9969720840454102,16.954992926064634,0.8088430166244507,-94.9585716186334,-77.78437645829192,17.174195160341483,True,False
0,1387,0.9965722560882568,15.352472192802656,0.8084360361099243,-103.4107057420738,-87.26107032806567,16.14963541400813,True,False
269,984,0.9965819716453552,15.25776324206931,0.8083027005195618,-104.67647670732048,-87.77778331656747,16.89869339075301,True,False
918,1201,0.999425768852234,19.04126977542031,0.8080532550811768,-96.79443318536951,-64.39831514314741,32.3961180422221,True,False
1232,1947,0.995972216129303,14.61221662862892,0.8077750205993652,-109.4837104301598,-91.48891733966798,17.994793090491825,True,False
919,1088,0.9947962164878844,15.362175472736537,0.807721734046936,-103.60717779733908,-87.30116842630585,16.306009371033227,True,False
1124,1027,0.9936376214027404,14.85517821258099,0.8076533079147339,-109.10032117460212,-90.22883700536364,18.87148416923847,True,False
1904,1318,0.997438907623291,16.399092511717022,0.8074509501457214,-97.60758882587707,-81.05273326130678,16.55485556457029,True,False
