User1_ID,User2_ID,alpha,R_sum_bitsHz,score
1547,519,0.9991633892059326,19.77630699922552,0.9612885117530823
1441,235,0.9991579055786133,18.739751895043586,0.956752598285675
1969,770,0.9978923201560974,17.81153328973791,0.9384676814079285
1818,192,0.9979332685470581,18.533921908666294,0.9256377816200256
384,1621,0.9981977343559265,20.60925464431093,0.9253171682357788
1649,1131,0.9971954822540283,18.424801564766156,0.9243943691253662
1251,1242,0.9958290457725525,18.65321208907056,0.9238046407699585
691,750,0.9986404776573181,18.85331035472133,0.9204090237617493
1431,90,0.9989799857139587,18.33843917940208,0.9152491688728333
1575,617,0.9961918592453003,15.782227125547596,0.89952552318573
199,861,0.9982445240020752,15.851833629039126,0.888353168964386
154,1772,0.9959803819656372,18.633058393412636,0.885064423084259
1742,224,0.9968258142471313,17.821634139660645,0.8850391507148743
1068,589,0.9978570342063904,18.23760255819966,0.8846542239189148
1211,185,0.9910913109779358,15.210393123875036,0.8817030191421509
424,1109,0.9920380115509033,15.813338911718404,0.8809834122657776
702,973,0.9944683313369751,15.744342035226982,0.8778269290924072
1107,763,0.9939119815826416,15.716110681623425,0.8765794038772583
1325,1445,0.997610330581665,15.92740502668975,0.8760805726051331
1030,620,0.9874469637870789,15.61750858683077,0.8744770884513855
1635,1513,0.9861899018287659,15.639063988135447,0.8730172514915466
1394,1791,0.9907785654067993,15.646646275202095,0.8724545836448669
1726,31,0.9896863102912903,15.196080723332365,0.872326135635376
497,1747,0.9969621300697327,15.339158646980959,0.8721681237220764
1354,1718,0.9928431510925293,15.8345278218497,0.8712736368179321
1634,1064,0.9960112571716309,15.4484568609118,0.8700928092002869
1197,391,0.9962387084960938,14.97122974958771,0.8690240979194641
1258,1640,0.9970152378082275,15.375206167948864,0.8686761856079102
310,1717,0.9943667054176331,16.027674311078496,0.868004560470581
1822,232,0.9942286014556885,15.857599885370458,0.8672537207603455
571,1482,0.9960641264915466,15.579909169562494,0.8670392036437988
139,1158,0.9932726621627808,15.61903247778302,0.8663639426231384
478,389,0.9939325451850891,15.438740749004829,0.8646557927131653
360,1299,0.9945072531700134,15.432775276162188,0.8639125227928162
911,1670,0.9939351677894592,15.409580570700484,0.8637473583221436
87,1295,0.9967984557151794,15.686061076657825,0.8634192943572998
1958,1133,0.9961661100387573,15.590442491218358,0.8625423908233643
843,337,0.9934398531913757,15.327741234998228,0.862492561340332
67,707,0.9944899082183838,15.265623900511233,0.8618581295013428
135,479,0.9949106574058533,15.917082900545447,0.8614879250526428
714,1152,0.9954029321670532,15.381617588044149,0.8610987663269043
1831,1686,0.9929112792015076,15.23950051934699,0.8608978986740112
1013,191,0.9949241876602173,15.704598062102535,0.8608319163322449
646,1748,0.9938430786132812,15.841737478871558,0.8608112931251526
1097,1817,0.9956207871437073,16.015255800646745,0.8600153923034668
286,741,0.9957730174064636,15.327098295082267,0.859898030757904
1075,1310,0.993924081325531,15.234267669774896,0.8598256707191467
624,812,0.9948425889015198,15.840519277267868,0.8598093390464783
767,1861,0.9953820109367371,15.429114518363868,0.8597487211227417
1001,674,0.9943522214889526,15.531839906219108,0.8592453002929688
1459,1243,0.9960734844207764,15.760625208503939,0.859036386013031
1301,916,0.993819534778595,15.484330461618658,0.8587415218353271
1208,572,0.9939848780632019,15.104862015085983,0.8580745458602905
1231,790,0.9913662075996399,15.637501964387416,0.8580069541931152
1919,121,0.9963709115982056,15.59839079968129,0.8577184081077576
1397,522,0.9942783117294312,15.531986101397461,0.8568345904350281
987,1765,0.9955957531929016,16.038986449610853,0.8562133312225342
1035,79,0.998696506023407,17.71455794310502,0.8559548258781433
1122,1510,0.9968312382698059,15.31441018778052,0.8559439778327942
636,711,0.9932242631912231,14.947091447469397,0.855873703956604
1723,1316,0.995945394039154,16.035730369379024,0.8554366230964661
772,1184,0.9952545166015625,15.775626528553499,0.8553221821784973
1409,1136,0.9955978989601135,15.715650499351709,0.8550333976745605
1500,1643,0.9892366528511047,15.842960331983553,0.8546167016029358
211,942,0.9933591485023499,16.043754787260735,0.8546105623245239
1641,594,0.996040940284729,15.782245043566107,0.8541500568389893
1709,470,0.9958410859107971,16.338007937162207,0.8535746335983276
214,1974,0.9962747097015381,15.53132666635226,0.853371798992157
485,1155,0.9957183003425598,15.88073764812128,0.8527606129646301
1183,255,0.9959222078323364,15.7948194664657,0.8525339365005493
1816,1240,0.9957230091094971,18.558596915962553,0.8521987199783325
1462,170,0.9920364022254944,15.427736059542763,0.8521385788917542
1883,574,0.9966564178466797,16.196382432794188,0.8519490957260132
1467,616,0.9974260926246643,15.790193174766959,0.851857602596283
1378,238,0.9935491681098938,15.769537840060543,0.8516002297401428
351,392,0.9973136782646179,15.581063812679552,0.8514875769615173
1444,879,0.9907143115997314,15.370779214812796,0.8510320782661438
1147,566,0.9903517365455627,15.78910473740357,0.8508974313735962
1485,1954,0.99469393491745,15.558815346717086,0.8507456183433533
681,1383,0.9933239817619324,15.627314985950676,0.8504813313484192
676,1229,0.9978376030921936,18.457027438936926,0.8503596186637878
643,1537,0.9926068782806396,15.758201484781566,0.8500146269798279
717,659,0.9894582033157349,15.264670724875629,0.8497591018676758
1203,1786,0.9965528249740601,15.9094391862243,0.849757730960846
1407,1222,0.9940137267112732,15.911117973789217,0.849649965763092
397,477,0.9954875111579895,16.29572145818109,0.8492230176925659
1049,1313,0.9913135170936584,15.573658478024164,0.8490550518035889
1540,133,0.9946081638336182,15.287192167510092,0.8488290905952454
985,1496,0.9925808906555176,15.629238679232808,0.8487284779548645
683,1215,0.996337890625,15.509481115095124,0.8485684990882874
1680,248,0.9935996532440186,15.951719937395593,0.848497211933136
1708,100,0.9947444200515747,14.882032674466807,0.8483358025550842
457,1755,0.9975053668022156,17.49160833820033,0.8480859398841858
1180,1977,0.9940722584724426,15.747036508012412,0.8480091094970703
991,1320,0.9956157207489014,15.462738574769297,0.8476654291152954
343,229,0.9940263032913208,15.277540010686938,0.8476216197013855
737,27,0.9955192804336548,16.061518341403023,0.8474726676940918
735,1933,0.9898849725723267,14.970284353322292,0.8471426963806152
1636,773,0.9934600591659546,15.633695323581698,0.846400797367096
1730,1532,0.9972330927848816,16.076850814885194,0.8463135361671448
1824,260,0.9971005320549011,16.824957764807163,0.8461318612098694
68,1474,0.9974687099456787,15.550051693629513,0.8458755612373352
1062,1187,0.9947013854980469,15.498009323391898,0.8457918167114258
1710,1841,0.9953964352607727,15.29499008265002,0.8456901907920837
921,1669,0.9940739274024963,15.48614041886793,0.8454696536064148
1253,745,0.9965762495994568,15.821002271510906,0.8453837633132935
1028,994,0.9933252334594727,15.499091055356493,0.8452117443084717
1583,1903,0.9938410520553589,15.489260522068506,0.8451307415962219
1282,1173,0.997305154800415,16.465895558328455,0.8447787165641785
288,138,0.9896926283836365,14.386797772401671,0.8439005017280579
