u,v
1029,379
304,983
252,270
544,323
1063,515
820,673
802,169
413,366
200,471
403,155
307,1057
223,376
922,302
211,480
146,771
608,965
503,12
72,92
418,341
232,129
237,569
998,562
678,435
448,8
600,31
1013,144
166,88
623,567
411,11
446,234
99,463
568,892
405,952
612,0
833,617
959,141
584,1073
190,1014
1049,930
178,937
645,297
824,1088
177,217
479,614
828,981
734,128
809,837
668,105
136,264
656,467
693,256
760,331
603,643
729,611
883,409
438,337
335,618
783,887
789,281
404,464
147,599
926,517
168,1030
631,710
629,397
927,139
309,54
829,850
296,1090
796,986
34,406
709,339
261,947
635,345
838,529
1002,495
490,1094
444,720
290,459
665,484
472,788
77,273
740,89
9,970
742,212
905,353
1050,864
627,912
1019,247
641,369
715,680
138,266
859,996
1065,748
1034,483
804,123
423,896
394,19
964,201
1036,799
712,827
525,880
688,20
961,840
268,295
989,432
289,161
950,203
703,3
192,908
897,653
28,561
713,164
183,578
752,1006
1095,511
399,184
751,130
396,86
1067,847
342,1066
558,745
746,370
559,408
991,843
204,696
381,1072
1061,886
874,592
1009,400
185,683
16,364
1053,722
918,855
388,736
810,526
747,735
766,560
538,80
179,797
355,1044
59,127
1027,726
817,244
69,1068
468,999
82,660
785,338
757,913
60,430
632,437
966,477
939,1052
465,604
478,224
993,21
1097,18
812,380
494,383
773,613
563,556
527,242
1,605
852,68
336,724
457,221
174,955
953,122
871,941
424,588
728,830
145,377
943,181
45,1085
902,695
58,860
1004,421
117,441
1075,973
1087,482
1020,534
967,385
393,358
426,7
148,360
595,25
1046,52
990,222
692,1011
585,818
322,416
241,1062
332,347
186,57
498,978
684,260
552,524
492,449
401,94
790,743
974,36
870,1015
199,48
910,1051
74,392
500,835
53,368
531,566
402,644
225,288
936,811
903,638
553,867
915,535
944,497
906,761
963,78
976,14
637,4
980,38
679,487
306,946
921,520
1079,778
121,305
786,263
194,453
706,42
153,834
149,691
119,452
134,979
189,90
564,254
50,620
1021,240
901,114
807,554
209,685
661,361
227,102
596,779
439,677
832,1040
371,283
1026,521
1005,460
167,842
571,159
1056,587
545,286
878,44
140,160
956,727
1043,344
894,1058
928,239
505,958
328,346
589,1024
866,292
662,485
764,590
507,198
442,61
1035,352
616,1091
528,633
267,682
431,113
960,1099
793,756
933,954
98,755
577,519
621,754
591,808
298,624
884,475
733,324
1016,640
49,447
226,1012
195,557
6,881
997,801
294,220
133,654
329,816
171,245
721,666
15,533
502,513
948,262
699,879
501,791
861,259
238,321
858,375
1047,949
856,547
41,85
787,246
219,278
972,429
639,872
187,888
1080,1003
1059,104
87,512
813,814
848,1010
650,836
63,410
904,907
474,313
363,373
83,717
386,356
1077,509
412,984
570,93
681,697
476,609
873,1070
481,540
280,539
543,327
425,143
10,372
391,325
1082,233
205,784
826,522
350,351
110,573
844,23
744,642
250,770
667,647
900,698
800,649
46,1064
780,504
91,362
163,32
66,326
1055,106
957,73
1000,293
738,672
433,610
470,320
196,995
711,62
258,316
422,549
51,125
395,251
917,815
841,1076
299,658
1071,876
359,945
968,732
334,1037
630,277
1089,655
675,108
602,443
622,354
257,1001
767,822
580,158
107,994
291,22
319,317
1008,265
365,781
862,1028
202,150
71,84
899,929
659,170
95,2
863,228
911,582
674,218
118,271
923,532
514,723
775,516
491,236
707,951
938,132
461,759
586,598
1086,798
1007,142
576,445
176,774
