u,v
335,102
113,26
656,719
895,317
791,98
425,953
837,641
783,759
508,969
235,554
974,210
710,393
408,91
736,274
281,1051
377,997
239,389
628,350
358,1020
544,872
932,114
218,869
885,375
583,64
348,1064
482,399
1035,63
928,327
934,169
923,267
786,243
29,975
990,177
648,965
981,119
713,39
756,257
579,215
164,601
867,371
833,705
724,798
191,582
615,900
686,960
330,517
231,556
988,108
160,603
613,329
450,442
819,187
640,831
764,763
850,915
245,1079
454,933
17,852
1078,797
690,306
404,941
678,588
944,168
984,115
659,822
663,316
918,286
1077,32
1034,70
619,785
436,938
891,179
268,536
755,264
214,565
120,647
1075,116
1027,305
949,138
323,499
25,931
230,555
1025,124
105,304
176,593
354,1008
1093,8
886,185
617,326
752,618
469,1065
466,929
156,614
992,459
461,841
1062,38
1046,30
383,769
815,426
767,386
1043,52
247,338
1066,35
712,279
1032,635
916,832
844,337
66,671
803,546
22,893
388,978
7,1039
717,897
961,211
344,553
866,449
433,976
1024,141
646,711
1042,55
887,181
590,977
342,494
627,743
1011,189
1087,80
357,967
1026,79
626,1021
547,728
562,362
256,664
531,878
636,567
422,971
147,775
96,550
696,298
665,319
559,814
1068,44
194,581
731,795
240,697
487,416
735,667
1037,56
639,321
1071,225
804,537
715,926
672,336
16,925
294,533
1084,33
477,645
773,1080
165,275
503,401
813,734
1022,72
802,405
1074,82
48,104
368,478
573,343
142,651
402,452
829,287
1095,1053
1067,97
566,331
488,906
970,820
653,308
1089,857
729,703
167,600
770,246
652,349
1063,737
757,1030
474,998
205,572
714,351
1033,58
561,99
292,707
687,324
495,410
290,526
643,830
88,666
1006,86
629,328
228,560
1007,60
1005,90
599,723
302,518
1090,76
549,475
1014,175
658,0
972,196
784,234
409,455
576,870
907,57
437,446
1002,75
263,419
776,248
519,982
940,109
902,253
398,701
816,716
356,484
374,380
692,299
506,270
1052,53
611,957
514,625
912,149
170,595
996,130
868,875
1036,212
699,23
948,993
760,793
34,182
774,291
738,881
163,421
676,817
911,171
123,622
840,1041
500,874
50,674
434,758
1098,280
939,265
772,762
31,898
1055,49
1028,184
634,392
777,221
909,93
890,345
630,943
69,143
557,702
46,901
1003,132
157,606
27,905
347,1023
761,644
493,183
262,241
384,276
889,430
172,594
359,448
301,525
765,232
955,222
824,794
621,453
962,117
845,197
1061,87
873,543
865,688
1073,61
695,20
610,834
620,353
428,942
420,431
708,587
930,133
1081,204
846,310
896,140
216,808
747,444
779,238
261,541
1000,624
612,884
855,224
188,584
787,754
369,1004
397,456
908,406
490,894
424,958
390,825
415,491
89,586
311,510
161,602
766,843
677,195
451,935
1099,67
1059,40
679,811
863,223
983,139
704,486
956,131
847,242
122,633
726,101
780,746
720,277
10,657
937,153
539,220
208,538
516,892
1076,991
748,250
373,1001
899,135
1018,83
694,13
570,472
947,41
498,376
339,1097
574,771
125,616
548,871
989,65
608,355
381,465
796,564
15,237
642,744
812,252
800,296
535,1054
685,315
333,501
18,745
504,913
684,462
468,429
145,751
805,352
598,440
675,4
400,968
36,682
821,732
995,103
973,192
334,632
605,848
597,853
340,1029
1017,154
876,542
411,1009
994,107
740,272
303,509
346,489
922,258
839,251
1016,45
365,84
520,623
655,826
604,851
207,568
596,856
985,152
964,129
661,320
792,413
521,435
1019,74
457,441
799,43
673,312
569,511
910,5
396,458
827,236
226,959
282,445
12,432
917,309
515,387
496,810
51,670
999,180
151,199
1049,28
473,924
725,233
790,591
882,198
78,669
403,1094
946,219
438,414
689,423
534,778
585,860
849,524
558,577
203,111
750,271
443,367
364,464
609,835
366,412
394,254
202,578
1031,137
1015,467
1048,244
607,492
952,127
950,166
1038,59
259,1072
1047,126
1096,9
877,227
836,427
94,217
668,480
1050,545
283,1056
523,888
739,360
862,174
858,460
314,485
370,1060
781,631
1069,24
1045,295
864,229
638,322
920,318
854,709
134,249
951,144
945,73
37,307
528,288
801,721
789,1012
727,372
966,806
407,919
1010,580
662,818
483,914
190,1088
1091,19
782,325
879,532
589,788
379,987
986,106
1044,47
363,481
718,62
1013,77
529,293
552,505
313,507
753,266
700,260
571,1040
691,300
439,512
883,470
121,193
861,213
683,463
842,209
278,1070
563,654
722,162
92,660
527,880
297,522
637,859
954,148
471,418
1086,206
681,395
741,269
2,186
6,476
332,497
693,979
540,382
1083,1057
749,385
768,255
838,341
100,650
680,807
698,285
1092,742
963,201
479,417
649,828
502,391
513,904
823,730
551,378
289,530
980,146
1082,14
3,1085
809,273
733,921
903,200
361,1058
706,284
592,927
447,936
