u,v
322,302
518,515
365,995
9,1013
121,608
1036,1022
940,228
247,1091
561,755
1058,1006
34,176
722,756
37,776
1029,868
15,1084
976,740
332,599
335,50
897,36
915,1034
743,396
1064,120
203,720
408,363
461,861
919,402
1039,970
181,696
884,753
857,214
910,294
556,690
975,383
732,496
19,31
1085,46
905,845
418,1002
56,994
835,1035
38,92
723,216
560,172
306,748
213,78
442,17
248,784
481,231
129,1059
266,685
49,437
898,22
355,66
1048,551
131,468
452,741
264,779
769,495
682,89
852,205
982,1092
238,989
446,770
1011,301
810,613
485,261
875,1063
674,314
820,1089
272,88
75,932
464,208
742,886
507,313
246,450
114,364
901,457
197,566
429,947
893,282
234,966
250,178
185,339
808,1000
977,68
65,916
331,590
329,766
965,159
586,733
1097,1015
737,85
41,824
843,189
960,280
806,158
538,648
1098,244
921,780
445,686
624,890
2,1045
832,155
44,519
295,761
467,781
794,815
345,351
746,318
426,1024
327,128
549,678
631,11
79,974
537,535
644,71
920,475
714,980
141,928
210,574
130,305
588,592
341,186
146,804
1054,21
14,54
771,215
153,708
927,486
1027,534
587,789
579,173
704,386
778,802
144,801
352,1082
1012,571
564,951
721,477
405,209
224,371
767,796
1040,805
645,792
842,838
867,1068
623,219
413,427
521,195
836,520
577,996
946,747
677,937
30,1046
444,846
506,81
6,271
463,558
750,288
310,270
236,112
83,254
528,337
243,476
394,403
844,827
127,150
967,136
1094,1018
94,357
151,952
1009,411
881,118
625,1026
256,217
423,738
1053,190
1088,218
232,474
998,715
632,959
1073,993
183,493
800,149
634,701
508,349
453,145
615,392
963,900
809,607
739,334
1061,201
84,273
829,462
281,1051
1093,132
684,372
877,903
563,61
983,360
727,374
636,710
245,287
200,251
681,859
249,227
380,395
557,567
1025,902
393,296
637,134
57,48
500,325
253,1056
283,874
923,985
424,654
4,702
152,344
13,480
973,1023
39,529
604,744
293,1065
483,87
447,139
400,105
939,591
668,864
553,1041
193,375
469,317
347,667
436,460
803,922
646,539
642,524
488,703
304,546
516,618
388,449
229,894
972,1060
490,196
895,1071
790,785
116,711
840,192
735,968
885,124
729,906
576,853
20,719
258,175
619,82
752,641
220,999
610,406
858,286
548,880
990,848
918,177
1067,716
849,430
866,154
370,543
1087,184
597,705
23,97
354,267
585,1075
225,470
454,1004
109,798
837,265
1074,80
425,831
204,309
961,942
259,126
206,76
1014,137
212,542
43,826
908,211
1017,222
656,8
180,532
649,308
60,98
278,1070
338,688
379,221
1090,759
724,958
662,709
513,367
605,1007
466,856
361,657
527,997
473,987
422,509
873,1099
182,499
523,316
760,35
889,260
772,555
764,828
816,399
369,138
162,376
373,414
833,279
676,171
377,362
643,938
659,734
731,795
1028,465
876,326
596,47
865,670
955,699
813,730
99,148
1031,860
451,32
307,530
340,650
237,1072
544,510
883,602
917,343
428,622
787,822
531,526
680,166
823,517
640,252
102,74
854,522
655,284
433,494
783,33
497,312
679,1086
1047,90
879,581
717,431
850,86
348,935
101,77
627,817
111,818
62,257
841,671
91,594
407,533
653,1081
791,52
1077,568
194,277
443,1008
268,904
1043,299
777,675
7,830
303,319
342,754
5,669
700,584
1096,489
10,55
1038,793
191,851
323,315
156,525
663,811
1005,387
1066,933
821,168
438,115
949,633
1044,762
482,614
381,484
27,269
988,892
944,572
498,328
170,536
981,63
673,554
911,274
562,878
230,593
609,871
1019,694
368,255
160,501
3,382
202,40
420,582
1042,416
297,763
712,298
125,600
950,541
333,119
1037,929
123,647
122,718
167,458
639,242
638,936
617,441
891,169
847,660
665,59
207,603
479,1079
164,72
934,391
29,70
188,321
812,953
235,726
471,807
698,888
51,107
157,300
954,103
100,606
161,666
736,108
887,924
573,455
1055,595
502,1001
1062,799
984,378
289,695
409,198
692,978
311,417
706,320
540,713
330,616
346,870
612,410
964,601
629,834
1,565
661,971
691,456
882,179
397,872
768,907
956,914
356,285
487,478
290,578
