u,v
667,439
94,781
1047,1004
721,747
114,104
85,1006
437,432
1078,537
24,1045
740,200
1095,688
1088,14
476,390
1097,684
827,990
1024,656
120,581
509,694
89,1050
149,69
675,1033
285,73
1062,109
975,267
530,640
918,701
130,1066
551,908
30,697
705,687
984,994
930,834
596,360
765,801
997,409
1074,1059
1017,745
419,102
579,35
164,247
737,67
56,679
363,488
471,525
598,302
80,766
501,317
385,237
615,49
865,1039
924,589
438,715
729,91
812,451
427,858
463,597
495,326
786,297
894,541
682,1028
214,459
771,213
513,998
367,134
475,422
393,1043
601,429
320,178
736,1007
450,932
825,1069
857,379
940,311
177,1083
400,602
789,45
954,110
366,575
486,848
520,774
622,219
116,414
270,907
792,344
775,820
1035,929
859,306
556,741
505,678
1090,418
815,770
455,346
107,952
453,538
157,433
582,778
133,140
665,1016
710,340
521,508
568,160
401,1084
457,278
642,462
352,564
106,985
964,122
436,1057
328,980
27,735
1002,31
883,524
627,331
913,976
698,559
166,341
466,494
420,528
558,499
862,100
124,583
111,201
800,1081
664,162
645,275
662,1010
443,273
920,87
399,986
192,263
587,435
398,1012
382,1087
931,482
666,324
167,11
809,426
374,1096
507,942
26,506
226,445
19,1041
563,814
13,1092
403,869
183,467
329,337
617,504
357,956
1080,359
821,633
16,1064
287,522
866,548
712,370
817,574
1036,1037
79,947
796,923
205,570
125,1027
232,767
870,55
830,480
611,776
572,28
364,194
852,391
492,415
152,703
549,810
430,760
29,138
345,1052
1067,1070
423,325
743,440
685,224
487,754
292,654
184,614
819,578
727,53
761,772
493,77
217,982
751,42
672,388
626,348
332,258
209,252
1023,225
903,779
536,25
872,756
671,966
518,358
206,182
291,406
154,634
113,526
905,218
693,861
906,1019
638,707
782,516
523,52
898,833
739,118
199,58
60,886
829,1046
71,629
264,723
425,752
983,185
1082,577
981,93
621,161
844,75
787,728
43,23
854,260
749,750
412,141
1051,816
269,945
74,797
481,674
190,458
553,1044
288,460
651,785
441,50
711,372
746,639
108,22
207,442
806,88
1094,699
333,289
643,265
500,686
375,758
941,962
61,900
5,652
171,783
970,203
485,1091
888,543
150,768
155,36
599,34
936,339
235,174
40,158
305,233
973,897
461,959
527,605
8,922
381,142
987,591
355,955
428,472
368,730
510,54
10,503
272,175
663,958
562,12
474,714
884,708
119,713
822,153
1015,868
1063,1008
790,608
1068,301
431,561
700,57
179,489
972,477
630,386
734,131
222,0
919,607
1014,992
498,939
545,293
850,839
65,239
874,446
456,402
95,159
1061,957
1009,112
38,863
448,234
259,396
590,867
1065,670
136,68
655,156
902,408
879,271
542,210
1055,262
351,603
808,625
361,999
726,586
196,296
690,668
784,236
1058,860
1071,943
37,227
695,676
1031,944
229,569
310,802
51,828
497,484
635,139
576,899
544,724
254,299
637,618
395,826
277,144
191,257
890,298
496,847
805,238
44,240
180,411
197,835
1089,444
996,1000
532,405
126,59
547,967
434,840
377,606
15,762
877,733
915,1021
1025,502
534,650
334,279
20,81
1056,189
490,702
168,3
901,794
885,744
290,470
680,759
483,1022
588,1018
454,689
882,891
552,318
803,362
323,777
742,647
519,148
378,72
309,33
515,121
791,720
424,342
648,881
303,871
914,387
316,90
573,21
780,70
135,1013
968,977
101,855
878,392
307,165
657,594
609,176
404,836
64,911
244,347
1032,912
220,517
856,580
193,531
960,864
793,763
636,1086
283,1079
910,1075
550,137
280,315
628,321
48,892
249,86
266,716
97,738
1060,953
92,407
718,795
6,1011
246,853
32,1099
286,649
354,719
383,804
592,909
127,757
623,1026
253,904
230,567
223,546
811,123
46,314
413,231
350,369
82,327
845,330
557,353
807,514
889,145
1048,1098
873,841
261,188
709,1049
473,304
63,256
887,421
469,846
268,669
950,336
294,560
216,837
