u,v
345,304
887,425
751,191
503,1066
947,845
984,488
305,79
318,115
53,182
1047,926
168,562
439,740
572,320
768,133
935,865
18,530
643,119
6,476
316,361
411,656
999,496
483,724
312,784
368,874
1088,101
681,48
21,226
987,469
1038,120
849,128
414,971
440,205
767,720
1077,213
939,937
657,1036
104,390
243,857
209,398
569,198
683,565
800,270
391,269
17,296
11,417
1037,441
982,1024
340,421
335,570
1019,1099
564,1075
382,420
909,762
139,19
203,424
946,1065
326,325
0,109
795,726
743,1091
15,94
990,821
912,881
301,904
407,704
410,172
310,471
1084,856
13,16
639,779
294,1035
759,922
749,575
336,756
958,1011
674,239
44,95
380,868
773,134
943,1059
379,831
538,61
841,941
384,84
1029,297
901,894
281,843
823,621
687,212
81,646
792,680
31,775
542,93
403,533
695,701
474,866
180,221
662,797
96,790
913,590
817,60
275,668
703,232
337,1048
126,480
1040,950
938,633
502,1093
394,293
1085,914
619,585
750,1082
2,80
29,387
871,148
462,711
1054,591
157,206
447,453
193,343
392,14
97,594
454,195
900,58
846,696
599,957
419,920
1053,451
895,506
501,615
588,952
898,973
532,782
100,307
188,20
249,240
955,251
67,517
546,350
1055,1027
716,550
378,479
883,667
10,402
395,838
602,1015
169,555
910,966
580,176
375,859
260,1061
433,788
682,698
446,386
83,152
5,1051
178,684
357,702
257,186
844,725
537,63
45,427
539,641
1067,184
187,620
718,708
174,432
228,371
302,816
223,839
670,164
705,254
996,770
1060,945
653,985
697,842
346,614
915,179
367,523
924,665
360,389
25,889
931,870
377,688
253,287
723,514
70,286
354,794
255,785
306,185
328,747
1078,59
245,604
194,518
989,112
220,902
558,444
341,1010
933,284
897,334
672,183
608,666
140,1062
327,89
617,772
66,758
376,151
660,261
829,1007
813,521
925,612
434,806
34,27
288,1006
40,593
457,505
106,805
363,90
625,848
597,609
30,719
729,689
28,781
1014,365
561,247
753,65
613,884
1000,372
117,385
495,1
490,136
807,362
218,968
663,556
510,741
313,595
229,388
1068,1030
406,431
155,840
107,330
738,482
928,227
344,802
791,691
727,789
242,730
461,241
499,127
204,644
162,401
486,77
923,934
1089,511
1096,1033
927,285
699,623
554,1041
333,393
997,1090
159,624
237,124
579,408
199,246
167,936
268,552
273,981
742,576
692,877
88,122
1039,1021
373,598
654,342
658,603
478,632
150,917
847,78
549,771
649,1097
438,869
956,189
298,1009
244,98
799,1028
1092,108
592,282
994,87
626,347
500,1026
854,962
175,366
995,73
930,201
650,230
1072,659
635,51
850,783
551,138
516,878
323,42
757,969
755,7
200,765
911,130
515,822
967,171
74,583
722,1003
355,494
430,163
953,979
582,332
154,828
1002,899
468,587
669,888
504,487
449,23
810,370
1013,638
1032,581
308,426
519,998
786,321
544,197
607,445
491,423
192,606
983,1069
47,693
918,896
685,863
827,1018
485,1001
627,1012
830,678
210,589
801,732
173,890
467,963
959,459
655,540
809,833
315,37
992,234
974,280
778,1046
324,954
880,1056
882,819
1022,456
235,149
906,545
1070,648
707,493
322,876
640,267
571,55
508,250
190,916
470,131
834,940
853,636
8,99
1063,272
744,891
62,412
359,137
647,1025
529,208
436,628
121,224
774,252
75,466
675,855
512,231
165,763
276,409
1017,215
225,211
262,825
1087,1057
814,404
610,860
219,690
777,574
166,233
706,1081
975,712
993,114
964,57
41,524
637,214
71,264
951,748
811,965
238,303
1073,397
413,513
290,38
116,422
52,1064
144,35
631,892
399,1050
596,383
86,862
317,448
769,146
507,634
559,1095
885,835
145,728
1080,141
832,851
473,651
415,147
56,170
761,111
113,852
978,531
1086,374
33,618
12,764
258,460
605,970
331,577
477,601
43,520
578,573
820,944
105,804
353,754
181,664
611,278
369,1044
259,893
527,760
