User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,U1_Distance_2D_m,U1_Height_m,U1_Distance_3D_m,U1_Zone,U1_LOS_Status,U1_Channel_Type,U1_PathLoss_dB,U1_PathLoss_Linear,U1_Shadowing_dB,U1_Fading,U1_LOS_Probability,U2_Distance_2D_m,U2_Height_m,U2_Distance_3D_m,U2_Zone,U2_LOS_Status,U2_Channel_Type,U2_PathLoss_dB,U2_PathLoss_Linear,U2_Shadowing_dB,U2_Fading,U2_LOS_Probability,SIC_Margin_dB,SIC_Satisfied,Throughput_Mbps
250,68,0.0010647669446367362,0.00013526184069225547,0.8872845032170016,0.11271549678299843,3.1491582575115356,16.872876063565297,20.02203432107683,NOMA,0.0,20.001266676340812,4.998733323659188,0,True,LOS,54.25628018935009,3.7529431097581145e-06,4.882365283236691,0.9642437526935508,1.0,0.0,7.1894318553749015,17.810568144625098,0,True,LOS,66.39627190122059,2.2928350385015572e-07,5.331024489055535,0.5218433009528733,1.0,8.96079266970306,True,1.3172391000708439
341,33,0.0013276413672726655,0.00020831813855168722,0.8643726362825677,0.13562736371743242,2.882235677838763,17.45816225501942,20.340397932858185,NOMA,0.0,21.19943224141855,3.800567758581451,0,True,LOS,51.63802744205163,6.8579964472482575e-06,8.69434061184337,1.3794284492011557,1.0,0.0,12.391997849822273,12.608002150177727,0,True,LOS,63.09557891963385,4.902776638486359e-07,7.170766850693282,0.6792730348883028,1.0,8.043536896765394,True,1.3381840745301434
223,297,0.0021741913595078105,0.00034307598243180895,0.8637109469002764,0.1362890530997236,2.875231757751255,18.176793954426767,21.052025712178022,NOMA,0.0,13.62286894153791,11.37713105846209,0,True,LOS,62.11408162802047,6.145989828873175e-07,-6.946789019717659,1.2464142222498535,1.0,0.0,4.72754224516458,20.272457754835422,0,True,LOS,67.63330177672522,1.7245263013399598e-07,2.292241995439063,1.0756413875670607,1.0,8.019074498137687,True,1.3850016915906591
444,27,0.008401017236725547,0.0008304014497972127,0.9100461718836843,0.08995382811631565,3.474653934717008,19.527462994518185,23.002116929235193,NOMA,0.0,21.869145869543235,3.1308541304567648,0,True,LOS,49.78594323248372,1.0505232697685404e-05,-9.327052221591142,0.8856791609194553,1.0,0.0,3.9098845959440465,21.090115404055954,0,True,LOS,68.01109792304598,1.580848340607925e-07,-6.53990477795943,0.983666216419979,1.0,10.050437770306873,True,1.5132971663970518
142,16,0.0009468960286351904,9.200259914631626e-05,0.9114421785860078,0.08855782141399225,3.4970750793261582,16.355627243562417,19.852702322888575,NOMA,0.0,4.166125836595062,20.83387416340494,0,True,LOS,67.89430169429184,1.6239394440644998e-07,-10.127001319029137,0.7322633765358261,1.0,0.0,5.42981540031908,19.57018459968092,0,True,LOS,67.29644917643722,1.8636102153294776e-07,13.66928764556592,1.028222108715419,1.0,10.12502198404704,True,1.3060988370321431
149,421,0.0011332736134327147,0.00017272310514844936,0.8677461415553205,0.13225385844467963,2.9185634798183187,17.193456135216312,20.11201961503463,NOMA,0.0,14.216019635811096,10.783980364188904,0,True,LOS,61.602500832133174,6.914327031198683e-07,0.18290417898883235,1.3918903617700016,1.0,0.0,7.0016838064144045,17.998316193585595,0,True,LOS,66.49646218567423,2.2405455703439805e-07,7.922692646376172,0.9084649549555137,1.0,8.169843400204456,True,1.3231591851996465
495,347,0.0015458373194826602,0.000239381822162739,0.8659089987450471,0.13409100125495282,2.8986767547594656,17.661248357974973,20.55992511273444,NOMA,0.0,18.501557568602195,6.498442431397805,0,True,LOS,56.763164957887895,2.107092029075303e-06,-1.2091255381014783,0.9265433828568151,1.0,0.0,3.4996089071645584,21.500391092835443,0,True,LOS,68.1951808030159,1.5152417207015443e-07,0.25561113307337063,0.6333310278399136,1.0,8.100726193074497,True,1.3526266521535815
80,257,0.0009899518720050558,0.00010861381346125362,0.9011312524155984,0.09886874758440155,3.338220573921616,16.578671969912396,19.916892543834013,NOMA,0.0,10.804075240071262,14.195924759928738,0,True,LOS,64.22896204214133,3.7766244094587695e-07,-6.820969853531411,0.7345370232771373,1.0,0.0,6.965990438823659,18.03400956117634,0,True,LOS,66.51539139000836,2.2308011566595774e-07,12.157231610546209,0.9322152692413521,1.0,9.59729019069691,True,1.3103218778838166
236,41,0.0013942730100017463,0.00021804324594818487,0.8647639722396027,0.1352360277603974,2.886406240081317,17.52464075219626,20.411046992277576,NOMA,0.0,19.820588696427876,5.179411303572124,0,True,LOS,54.595529692700936,3.4709393955915093e-06,3.9074023836480722,1.1735306159937104,1.0,0.0,14.459425259853504,10.540574740146496,0,True,LOS,61.3843753123154,7.270469698785754e-07,9.915605400088555,0.8008324714954119,1.0,8.058051818594574,True,1.3428320389656299
430,410,0.001960133699489768,0.00030607433217290895,0.8649398784681088,0.13506012153189115,2.8882961484283634,18.01419974782479,20.902495896253154,NOMA,0.0,4.067462765154162,20.93253723484584,0,True,LOS,67.93944207991663,1.6071477033421758e-07,-16.406061350718833,0.7395281871138727,1.0,0.0,8.165832319035506,16.834167680964494,0,True,LOS,65.85757715974592,2.5956270055930494e-07,7.0232311936940235,1.3485508535523485,1.0,8.064587847470182,True,1.3751642037008651
