Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,178.14327486795483,2,496,6.18490175801877,8.918140606242012,0.8
Balanced,178.50890190395026,2,496,16.45113740006519,8.895099561710143,0.8
Blossom,178.20639720498133,2,496,17.448330577465885,8.875892397679646,0.8
