u,v
455,958
129,955
1024,193
489,53
665,120
980,132
305,479
577,672
686,588
288,417
972,48
1001,182
1061,233
503,463
328,867
86,67
801,696
587,834
1065,68
431,177
376,516
765,1096
467,783
490,748
459,788
580,669
615,141
8,1019
271,993
702,551
1081,62
540,461
240,358
572,441
596,658
608,861
917,57
1074,22
814,81
1047,23
829,627
837,451
475,242
91,774
55,186
1050,1098
483,731
1022,1036
343,208
518,725
971,176
158,1056
659,593
1053,93
846,419
124,1072
473,811
259,241
353,486
675,546
1031,321
214,983
962,468
828,477
268,963
522,718
201,254
570,200
1058,283
868,70
1042,433
762,1062
415,191
733,101
682,544
351,948
134,285
501,636
311,246
640,821
997,183
446,965
813,84
1037,228
681,212
873,224
961,355
1087,76
127,290
258,630
1009,251
279,6
633,247
547,589
671,795
373,863
365,194
887,428
685,559
777,404
146,272
650,601
825,462
677,573
713,657
157,439
447,794
282,946
198,974
384,185
841,689
481,773
1005,123
261,361
857,395
947,307
987,352
845,924
790,472
464,168
805,470
607,643
707,730
751,526
64,871
1051,638
648,513
664,616
619,626
620,33
931,322
768,435
907,364
567,692
281,585
1054,1066
232,976
427,806
231,504
957,50
291,900
793,491
802,558
102,466
250,966
1041,314
582,792
480,781
74,916
709,115
530,876
360,864
769,264
421,978
855,196
849,274
1007,330
83,839
629,625
738,541
818,561
954,156
1032,103
422,808
998,110
1000,299
992,295
488,771
787,164
227,977
1075,73
996,1070
153,1046
317,898
96,1088
889,59
859,296
893,20
149,267
133,1073
760,30
874,15
202,925
333,878
375,862
882,293
1020,105
12,172
436,719
595,465
391,824
866,312
934,178
184,611
645,740
797,865
339,139
687,566
914,218
239,964
690,244
1078,97
1016,85
754,512
253,90
700,779
126,525
786,553
833,912
746,99
301,908
406,844
510,929
106,1077
29,58
434,372
1082,35
221,26
534,724
306,222
909,381
890,1033
858,973
944,357
703,770
562,840
810,524
663,87
342,1084
1013,38
759,469
564,886
716,736
136,161
676,938
1063,313
772,506
698,557
950,256
959,94
827,460
1025,39
414,816
722,514
656,578
804,476
533,507
92,1030
1076,108
1044,174
554,148
647,614
1014,160
555,122
877,429
449,885
661,121
815,606
822,75
453,757
550,708
269,42
605,644
901,377
418,9
609,632
989,197
940,359
904,18
939,363
56,275
991,144
1060,24
263,107
409,826
394,181
1028,565
344,1083
262,236
237,63
1085,309
932,368
784,717
1049,215
323,498
1059,27
1017,21
960,152
145,1004
210,984
896,396
478,1064
385,854
517,921
367,586
936,743
95,374
1097,4
1040,135
881,398
780,495
424,967
764,496
17,985
915,1052
405,163
902,304
458,318
710,390
407,1008
179,1010
543,151
1092,729
450,170
727,79
888,423
443,796
628,594
40,680
171,1011
219,175
933,412
1071,1029
128,1067
315,884
741,745
981,327
539,894
52,528
14,245
1027,159
223,266
560,693
195,1089
610,1057
892,388
674,574
529,732
556,695
599,400
820,130
347,203
903,393
798,484
704,211
112,147
986,46
549,673
100,856
767,505
830,454
482,750
853,437
943,349
720,420
1086,7
988,338
1091,192
114,457
1068,47
706,387
761,66
711,474
755,508
880,252
655,579
265,235
635,848
860,292
734,552
356,273
969,226
1038,69
735,535
995,336
927,229
705,116
576,142
408,823
371,1021
278,951
679,499
270,956
782,493
642,617
646,340
1080,16
634,622
36,389
920,54
403,847
618,125
154,637
286,945
1003,335
370,32
497,747
937,88
641,602
778,500
303,225
683,119
791,308
852,413
613,140
654,568
189,230
411,819
104,537
712,527
870,448
926,209
842,386
138,697
379,485
80,835
310,623
789,487
1018,319
402,715
739,248
1099,563
591,660
287,923
452,325
571,691
905,289
1034,34
624,1093
1095,13
694,334
169,1043
653,836
603,1015
426,803
753,523
668,583
742,532
277,1079
380,445
1026,300
935,280
521,155
843,444
430,800
1090,65
990,234
879,775
994,204
922,337
766,89
511,891
548,949
531,726
832,61
220,684
809,670
1006,43
536,831
979,345
492,752
1069,19
612,817
173,1035
51,255
438,799
143,1012
785,98
649,982
297,918
1055,1023
850,999
756,812
883,776
953,346
257,243
758,763
442,216
519,737
728,502
207,260
440,44
302,906
520,162
598,401
688,542
45,701
397,851
180,1002
31,137
952,206
590,509
515,744
378,190
324,875
919,941
597,652
714,581
10,199
471,930
749,538
238,975
494,913
897,382
911,326
928,369
383,188
1094,11
332,362
1039,331
77,666
217,910
651,600
968,316
869,432
1048,165
604,942
631,807
298,341
329,167
699,276
1045,28
249,970
838,71
41,294
545,721
899,575
592,662
895,205
584,667
872,60
569,678
723,117
639,621
