User_ID,x,y,h_linear,h_dB,LOS
0,3812.0295350110578,-1369.319340047201,1.003553293911455e-08,-159.96832571484188,False
1,-2626.510556394077,-4119.948630745433,3.904690768184633e-09,-168.16604289626994,False
2,4767.177426039091,1243.350418630531,1.1249517066463024e-08,-158.97655034402786,False
3,518.2848514872611,-1475.5288020243818,9.370811489445255e-08,-140.5643632823858,False
4,-482.68439512315246,2405.335458773707,1.6318980148579954e-08,-155.74560747704442,False
5,2518.844074038726,-3920.6471664158657,7.97800038040985e-09,-161.96103028442653,False
6,3340.876167151337,1588.9838882358213,6.075960072687706e-09,-164.32627234156897,False
7,-1322.6934263853552,-4028.5623425753165,2.5832588790444127e-08,-151.75630515286184,False
8,2281.028893404009,-4235.445572749387,1.3027222755341125e-09,-177.6962982801953,False
9,-2626.881957461677,2919.8384560367326,1.2054260123886468e-08,-158.37646828283602,False
10,3235.0766190506656,2491.141952877927,3.3561180003298494e-09,-169.48066786677964,False
11,715.1664866116693,-2799.300435547983,1.0662348748600818e-08,-159.44212773611073,False
12,1484.8898690001233,1538.7907417691297,5.889954332680087e-08,-144.59761398108543,False
13,-1063.5097706734737,-2816.1117262061944,3.7405809206617865e-08,-148.540986709096,False
14,-179.7370648822465,-3164.5057759383667,1.9644945828312305e-07,-134.13493907442205,False
15,1410.7889626969688,-4130.06610217766,2.4473809384828568e-08,-152.22561363784234,False
16,-2160.8847481880975,-1413.8432286140164,2.4778021225142455e-09,-172.11516281301107,False
17,-2511.2785727077717,608.9893397384595,2.2524783324881022e-07,-132.94674899831347,False
18,1661.3397645821426,4652.0828053378955,1.316837514365467e-08,-157.60869661633097,False
19,1241.6780323404057,120.3084521302162,9.29194864114773e-08,-140.6377705092338,False
20,-1593.5746837649874,2817.936840179985,3.171580040418377e-08,-149.97421261680796,False
21,2640.3361096868275,1345.3143905381996,4.4216302860216466e-08,-147.08815503553006,False
22,1041.6366594100168,-1073.3719653274484,6.763556929318222e-09,-163.39521287845594,False
23,2179.0253320545194,431.04047158849266,9.981647646192467e-08,-140.01586827916245,False
24,-4718.631608151889,-1120.6999409686089,3.2611480428505657e-09,-169.7299266737986,False
25,-185.4807278964437,-479.3043961836556,1.9319444684978872e-07,-134.280062261445,False
26,-412.5237698472685,-2117.184605253148,2.5324797369076916e-09,-171.92565129803552,False
27,-3655.880065208375,-3357.3408205641385,1.8701070880738875e-09,-174.55802712088527,False
28,2078.1212006767228,-2046.3859678776178,1.9377222847555275e-08,-154.25372108119518,False
29,353.7734749054401,2835.2089205743514,4.299566313242926e-08,-147.3313049532479,False
30,-3015.760026483036,-2693.1301374553605,2.0944492488461853e-09,-173.5744570637033,False
31,-639.8061124944751,-375.58675587379327,7.258041620129101e-06,-102.7836097179351,True
32,2098.872151156709,-629.0508964132657,1.4980076408976945e-08,-156.48913961833304,False
33,4877.93415027874,133.43836492263674,8.32230885580537e-09,-161.59407979114914,False
34,3637.2225104626104,2353.336507686896,1.2610938303090196e-08,-157.984363249274,False
35,-303.84497419411383,2362.514775358815,5.062823409487439e-08,-145.91197284901833,False
36,-3387.9800447025814,-2113.9783655871543,1.0868270421080573e-09,-179.26880298667484,False
37,206.02965205900313,-869.6282828012348,1.7272402977285814e-07,-135.25289447568215,False
38,-98.24427257003923,3208.664589806038,4.824756503786459e-08,-146.33031196988742,False
39,-3624.1425281207967,3246.945243829825,3.2716455180491494e-08,-149.70440967706264,False
40,4121.632893141167,1430.4734652218121,1.465937838094091e-10,-196.6186386651812,False
41,2715.110532393419,-2044.1655765795704,1.8545305546786257e-08,-154.63485179153537,False
42,-2960.816074138353,-439.3503373992351,9.321462900631402e-08,-140.61022531039956,False
43,-2206.7183196042947,-1387.5019490096597,1.2877880436147465e-08,-157.8024377729656,False
44,1037.7264767089955,-1738.507140095554,1.2284944894644119e-08,-158.21182873850208,False
45,-2255.5082601377753,3336.7579143334087,1.59144030003688e-08,-155.9636471991436,False
46,-2411.615944192492,-3418.0235589114695,1.0007149557809896e-08,-159.9929242668398,False
47,1688.055593702596,-3998.8728864134373,4.329394666933113e-09,-167.2694504153792,False
48,-4569.127686684873,-1571.6944622637704,6.436677145743202e-09,-163.82541614585693,False
49,-2722.6439045776406,2835.988146962001,7.754467302671416e-09,-162.20784057633128,False
50,3833.9259696491226,-1662.7809479017258,1.0471385178599278e-08,-159.59908785270628,False
51,-1795.1428068328196,-1398.6673773502816,1.876392398823945e-07,-134.53348041030512,False
52,-194.06749423024772,-546.1062660426187,4.320491621687993e-07,-127.28931655034972,False
53,-4438.623103930597,1607.4551059859905,5.355789151515198e-09,-165.4219089509658,False
54,-3368.4996724170182,-3135.7383048930824,6.176819219411301e-09,-164.18329609084623,False
55,-1874.1535218140625,-4124.508105141295,1.8395090479852843e-09,-174.70124086420586,False
56,-3134.5870434817475,-3201.6067298461894,4.464781718503053e-09,-167.00205016970003,False
57,1321.6551513305315,-3165.068634901508,6.044735841135538e-08,-144.37230977449937,False
58,-3190.8645282176653,-153.03076666843592,1.1600815069644448e-08,-158.70948122741677,False
59,-1525.3084463753694,-1819.2975579357496,3.738657576409239e-08,-148.54545387766444,False
60,-1589.4614181067172,-2263.2418245042445,5.12370422851519e-08,-145.80814944466655,False
61,2154.278024946844,1500.028967045485,3.2282447994215084e-08,-149.82040174362635,False
62,1670.4341043953423,-656.8886789748144,8.105198067769531e-08,-141.82462019173857,False
63,1649.0459404994976,1974.5461603481415,6.852760973417838e-10,-183.27002254217325,False
64,554.7209631042156,961.2629376109207,3.206006519384278e-08,-149.88044105565547,False
65,331.1228968115798,3353.1675420398333,1.78351232502013e-07,-134.97442900128274,False
66,3283.542573040771,201.98777044696234,1.7367320203740903e-08,-155.20484365584028,False
67,-668.5724537173569,-3777.286342228437,1.507213231029114e-08,-156.43592977292397,False
68,3139.0480211880003,2307.41319670334,1.1744121616287285e-08,-158.60284963816338,False
69,-128.50700648073052,3484.901944180073,2.5824740262426525e-09,-171.7559180082127,False
70,-328.58339815744813,-2173.3072213518017,2.274708349524721e-09,-172.85766794139263,False
71,-3569.276089289421,-1771.654739636446,4.210989499561953e-08,-147.51211056578688,False
72,2800.473353031644,996.9769960822987,2.7456743169469e-08,-151.2267032307871,False
73,3530.4458837331913,-1116.7146896188963,6.696883104995965e-09,-163.4812487253474,False
74,2441.5114206881,-654.7600882068529,1.9258536576521708e-08,-154.30708334182134,False
75,-1121.0975821369364,3723.9449926167777,3.901676335295018e-09,-168.1727493004014,False
76,1952.1646378504533,-789.049519980595,1.6207068292893387e-07,-135.8058571641019,False
77,-605.2563668234768,-4904.16902705363,8.021193803592477e-09,-161.91413700711212,False
78,539.4161572761682,-1480.045278343687,3.6837310558703634e-08,-148.67400590384509,False
79,22.67741763285856,-3456.28277842324,2.1393547214564636e-08,-153.3939380062669,False
80,-777.8458682956341,3332.433941822471,4.213674325893035e-08,-147.50657454609998,False
81,460.8729655769031,118.14496583878454,1.9041729194790929e-06,-114.40586774906707,False
82,-3459.950692533721,-536.13734416722,1.0816641387093633e-07,-139.31807107063554,False
83,-931.3268735661462,-78.10402167204074,9.138666860638352e-08,-140.78224803663733,False
84,-2343.2232422775933,3884.6639190473397,2.289087870354528e-09,-172.80295707042535,False
85,1583.2901682053555,-3112.307100687418,2.1370855100904587e-08,-153.4031555790685,False
86,-430.5565866342553,4526.048394784908,1.4425385963727592e-08,-156.8168490574001,False
87,3701.0637254321614,-2687.710208943379,6.634296300141178e-09,-163.5627935776394,False
88,-3335.9532422018856,-3473.583113060492,2.1483325312010147e-08,-153.35756560466723,False
89,1871.8291525515417,3161.058731952818,4.841074384550309e-09,-166.2993708631414,False
90,-2502.983886784847,-4040.687236351448,5.636495597108874e-09,-164.97827568596767,False
91,3423.8909620008494,1193.0844502386196,1.0743313334504421e-08,-159.376426698034,False
92,1142.4641992932673,-158.51650442570931,6.260152346597284e-07,-124.0682880791872,False
93,-2708.6032030897027,735.9924191321353,1.1044497435401488e-07,-139.13700218212512,False
94,-1638.124572039553,4509.98665964822,1.4511308688200847e-08,-156.7652698480219,False
95,2706.2240116078965,-1515.8955032208908,1.1216367233281833e-08,-159.0021812398992,False
96,-217.9767456347954,562.5426713526998,1.1056282669975965e-07,-139.12773876882062,False
97,602.7294840191588,-716.9008742862433,6.595387664262757e-08,-143.61506175195544,False
98,-744.9397672461922,-625.6824430234223,1.038746381010243e-06,-119.669801163829,False
