u,v
472,915
703,911
298,1019
826,51
21,805
726,1071
464,590
1082,807
795,417
947,662
203,814
864,978
461,364
936,488
167,817
859,328
249,558
974,315
828,580
120,1055
201,556
297,260
586,870
1016,536
409,195
909,252
1067,878
58,351
664,184
458,1094
436,228
892,644
36,362
844,81
38,45
831,217
785,349
113,150
438,227
1072,969
29,546
908,701
369,49
694,1078
96,854
626,79
693,427
178,727
420,54
985,425
877,65
229,56
106,709
418,353
257,224
861,679
128,588
842,568
101,572
484,137
214,942
852,244
59,771
769,357
589,1095
983,204
373,319
181,69
423,950
23,1050
724,71
331,198
815,896
359,117
344,91
216,868
876,702
783,152
560,522
834,146
7,531
691,698
757,649
290,340
1085,397
782,380
905,467
157,10
94,545
705,135
553,170
713,708
192,272
404,808
153,613
682,964
677,939
343,798
688,341
594,997
620,642
904,9
246,658
535,89
988,862
850,824
212,489
501,107
439,526
465,1011
163,733
293,437
34,591
1070,813
596,27
1042,304
742,806
696,92
611,635
809,131
513,430
1088,1087
498,491
618,992
946,188
895,894
126,671
236,599
856,53
987,342
643,143
294,503
1086,794
410,715
219,55
60,1002
962,121
481,612
162,186
520,625
712,973
561,521
659,11
78,82
223,840
391,208
891,631
1041,1031
893,462
377,396
292,247
660,118
1053,746
1068,519
289,601
922,468
697,687
449,608
5,180
334,784
386,320
858,804
73,615
346,728
492,605
604,1014
46,533
788,584
968,270
365,57
1077,482
173,986
1023,222
309,90
628,241
1089,479
42,470
291,1061
739,860
655,456
750,392
668,174
1021,837
154,144
336,851
140,529
1010,356
1092,882
253,100
753,31
736,41
578,471
789,530
632,517
428,849
347,853
566,606
288,943
407,355
954,275
933,367
258,683
308,998
83,17
797,720
187,142
548,636
316,577
518,562
975,801
382,1001
278,499
637,540
480,525
624,763
819,744
910,262
567,723
940,50
657,848
1003,286
432,102
623,1024
863,265
1093,931
707,400
435,67
287,141
881,199
961,927
836,925
485,692
966,928
254,360
2,550
717,1056
416,897
557,774
755,1033
684,874
433,232
778,706
544,85
641,171
766,867
666,689
239,1025
731,890
999,559
554,777
248,830
800,948
700,1028
916,600
1007,411
678,160
827,149
402,825
607,194
901,873
175,460
494,1035
233,648
690,6
583,12
74,363
907,374
787,1062
790,880
338,311
621,196
614,372
977,587
752,1052
375,108
145,282
161,1057
845,405
1090,193
210,639
811,88
132,115
476,1063
15,645
285,949
979,493
474,711
354,754
772,303
99,748
1009,883
575,1034
164,176
781,104
8,906
929,86
394,109
803,156
982,434
266,534
1065,796
134,579
452,920
299,123
77,306
923,205
47,98
539,792
408,710
148,1032
745,989
956,13
18,1
838,337
656,958
431,541
704,97
646,75
944,35
918,1048
169,274
129,1051
734,466
865,1037
729,28
903,847
179,138
1020,1039
634,866
16,267
952,317
429,403
300,506
592,371
475,610
218,857
835,914
487,1005
61,446
325,220
963,221
1097,419
875,538
511,401
900,871
72,549
738,348
442,302
994,1022
14,301
1069,921
379,884
87,953
1059,281
322,885
151,551
593,786
279,764
277,542
552,945
189,457
256,993
888,133
674,509
389,110
95,776
935,627
33,234
685,478
440,630
4,564
495,793
1013,388
368,240
913,555
276,497
202,32
1096,1015
1091,770
714,312
477,22
261,990
609,24
984,352
898,116
1040,571
209,283
399,919
846,504
957,335
669,638
832,451
654,454
524,30
280,879
991,1006
741,1045
314,595
207,3
735,414
1030,326
387,812
899,1098
19,500
532,1075
855,652
358,775
951,333
381,307
183,1099
182,570
765,255
667,955
421,165
25,820
716,225
965,1043
758,737
810,1004
1076,1064
603,967
932,661
502,756
52,699
617,1029
112,384
273,323
463,886
924,329
721,1073
574,345
385,80
43,508
996,93
105,200
1054,972
651,818
833,686
263,563
0,839
486,514
66,119
762,136
799,39
515,238
719,768
264,295
235,926
732,455
473,767
469,528
296,676
125,869
512,496
177,995
237,84
155,64
211,1038
941,619
37,269
44,376
483,124
675,166
960,1047
791,412
185,206
976,510
959,453
761,139
887,912
415,633
231,490
523,1017
361,650
393,48
802,226
378,930
114,251
1083,1084
1049,585
40,366
26,751
259,1000
