User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,U1_Distance_2D_m,U1_Height_m,U1_Distance_3D_m,U1_LOS_Status,U1_Channel_Type,U1_PathLoss_NoShadow_dB,U1_PathLoss_dB,U1_PathLoss_Linear,U1_Shadowing_dB,U1_Fading,U1_LOS_Probability,U2_Distance_2D_m,U2_Height_m,U2_Distance_3D_m,U2_LOS_Status,U2_Channel_Type,U2_PathLoss_NoShadow_dB,U2_PathLoss_dB,U2_PathLoss_Linear,U2_Shadowing_dB,U2_Fading,U2_LOS_Probability,SIC_Margin_dB,SIC_Satisfied,Throughput_Mbps
1,17,1.7735029566387314e-09,5.301632114556808e-07,0.9966659512145197,0.0033340487854802174,1.4632038078848975,1.4686302390255568,2.9318340469104545,NOMA,4128.7516888912805,5.8611742805098235,4128.796047659962,False,NLOS,163.11103597593504,164.382158765814,4.885358089992537e-17,1.27112278987896,0.2937242848833665,0.004359671241172087,4144.423647732256,14.98598970078291,4144.435745947162,True,LOS,118.46559992585426,124.29481480848074,1.4237705561974159e-12,5.8292148826264745,0.8692612674255633,0.004343185367119014,22.80857455685996,True,4.188334352729221
14,9,2.2209227346773786e-09,3.235583863095022e-07,0.9931827385195411,0.0068172614804588305,1.6657944784866108,1.680676378148077,3.3464708566346877,NOMA,4335.487519551376,13.62506401644014,4335.50244162708,False,NLOS,159.28182360246396,173.96106906089474,1.1798251230747777e-16,14.679245458430795,1.1081202794327218,0.004151782222150551,1329.9809149531316,17.42136779401237,1330.0025074433818,False,NLOS,136.94869433723204,135.1092136337475,2.0189732564931937e-14,-1.8394807034845673,1.8425248016378388,0.015184163314829184,20.010478208814547,True,4.7806726523352685
5,13,2.8081106929449997e-09,2.1885254147875518e-07,0.9873314877248948,0.012668512275105162,1.8786439510926103,1.91553470931825,3.7941786604108603,NOMA,4776.337502410559,4.249909974823702,4776.382575042497,False,NLOS,166.5506079373187,168.1039152368401,2.2127849362246132e-17,1.5533072995214052,0.7138549660330712,0.0037685779095207616,1339.9090477248194,21.350263757366733,1339.914018416657,False,NLOS,134.71736908858747,136.91346515193405,3.3749169575141945e-14,2.1960960633465723,1.5339982067673283,0.017502389743903207,17.579811767333553,True,5.420255229158371
10,8,3.4453484414147663e-09,1.736285351752103e-07,0.9805428763912236,0.019457123608776435,2.0586868843571975,2.1303747225858443,4.189061606943042,NOMA,3200.5571665179814,4.35183088211873,3200.6237709292745,False,NLOS,159.69483155764908,166.2886846010849,1.0727952556979734e-16,6.593853043435814,0.7106690144776302,0.0056240207762272044,1194.511523286357,14.875579128218726,1194.554428714691,False,NLOS,136.65322165250362,135.57414144829883,2.1611147861308014e-14,-1.0790802042047951,1.0431053520735791,0.015976332348954563,15.897809967136322,True,5.984373724204347
15,7,4.602726520273041e-09,6.709761671863848e-08,0.9358060741085106,0.06419392589148942,2.1126567132016887,2.407967073835239,4.520623787036928,NOMA,4097.011106552222,4.201850219438443,4097.063896285554,False,NLOS,163.9756853212597,166.67574750981603,4.003422889115783e-17,2.7000621885563296,0.9926646278806502,0.004393446718075321,2754.731425828464,14.094398384667446,2754.753012629901,False,NLOS,151.30315247032303,147.64381347667688,7.407723319654268e-16,-3.659338993646137,1.617699190996943,0.006534277676580267,10.730226364494344,True,6.458033981481326
11,16,5.719314153938118e-09,5.486764730172782e-08,0.9056015681175366,0.09439843188246341,2.1254826688798873,2.6274714020120076,4.752954070891895,NOMA,3670.8650943197076,9.745410970480725,3670.896790047535,False,NLOS,158.78541087120735,162.0438010486674,1.3226925666548102e-16,3.2583901774600545,0.7236590618443965,0.0049034763025895935,3954.8992300264513,16.404760316802054,3954.908570094766,False,NLOS,156.0545970806138,148.8130975129142,2.4805060574985775e-16,-7.241499567699619,1.5134609292314634,0.004551317222720591,9.053057993609016,True,6.789934386988422
0,-1,1.8872012870880497e-08,0.0,1.0,0.0,4.31266610797614,0.0,4.31266610797614,OMA,4050.9188386165747,15.316886718644167,4050.930411614285,False,NLOS,157.11446976670163,162.36272818481092,1.9433589434548641e-16,5.248258418109278,2.4771632780012687,0.004443436422375008,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,6.160951582823057
2,-1,3.487671596409078e-08,0.0,1.0,0.0,5.164975931656302,0.0,5.164975931656302,OMA,3590.4727458975444,22.208892788397915,3590.4738307516627,False,NLOS,150.9313562179033,140.8327967392678,8.069829856746551e-16,-10.09855947863551,0.3838622648902449,0.0050132777203283786,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,7.378537045223289
3,-1,2.2913353923959892e-08,0.0,1.0,0.0,4.579744581696744,0.0,4.579744581696744,OMA,3745.90114461332,3.6740954286031737,3745.9618497017786,False,NLOS,162.77175934947672,156.81859483485147,5.282312192179715e-17,-5.953164514625243,1.5886140715169312,0.004805252275779983,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,6.542492259566777
4,-1,1.3604146508220615e-08,0.0,1.0,0.0,3.8683061419050295,0.0,3.8683061419050295,OMA,4149.100817165793,15.830999601931818,4149.110948332685,False,NLOS,157.21244440694073,162.23276747333824,1.9000085676411497e-16,5.020323066397509,1.7591775498341633,0.00433828943382979,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,5.526151631292899
