User_ID,x,y,h_linear,h_dB,LOS
0,-2950.9000145788686,-647.9418797436869,1.973659086744296e-08,-154.09411715169253,False
1,-1225.753693019051,-3126.9275305615265,2.2445634101881146e-08,-152.97697545452522,False
2,3521.575886293918,-3.4635628972936083,4.453456669726094e-09,-167.02410522526986,False
3,-1308.8437646027396,-421.28335445273757,1.024683565916913e-07,-139.78811981467214,False
4,1896.5153557608971,-3270.667984304757,1.3025626167689113e-08,-157.7033609973119,False
5,2568.2688487023565,-803.0225807124223,9.911698214352346e-08,-140.076950959285,False
6,2715.6089545338746,-587.8600817933262,2.3352174929849707e-08,-152.63308135053956,False
7,3060.7790086306013,-59.46446801904569,6.177241190648504e-08,-144.1839682156818,False
8,199.41317209696703,-4511.834576707083,1.3997691332306975e-08,-157.0782512488965,False
9,1071.3355585260344,4803.447456121544,8.567868074333918e-09,-161.34153086967632,False
10,-1908.6582989560159,4009.8695710631387,2.190518950114237e-09,-173.18509539279034,False
11,157.52617823526018,3080.9464750300276,1.4821576640593881e-08,-156.58152590888113,False
12,1946.2904472241112,529.016921742172,4.574843342818001e-08,-146.79228559939924,False
13,-70.85973340725725,3698.603900992763,6.298306927599152e-09,-164.01414461117298,False
14,-2510.822101254432,3632.3944374201346,3.199992664768839e-09,-169.89430642123523,False
15,-660.9385310344945,2657.8662356358855,1.0059222507772287e-08,-159.94784827262166,False
16,-3595.9568495227645,1841.1956818527092,2.8565729429512503e-08,-150.88278957247934,False
17,-2521.4579137266446,1026.9984113771168,1.0335066728033718e-08,-159.71289391205087,False
18,282.3620146354704,-857.9063485395108,3.084935368990867e-08,-150.2147970509648,False
19,809.6902896163499,4802.424671825559,7.342336988075278e-09,-162.68213082845318,False
20,1868.4575062815738,-572.2049201153053,2.4071457537235042e-08,-152.36959141396034,False
21,-2594.9149807961144,488.4527690963772,5.810137287907728e-08,-144.71612261648048,False
22,3678.088792729583,913.4325746620507,1.3002144270170793e-08,-157.71903237836784,False
23,2605.291927019734,-2656.9909136203783,1.1320715317310646e-08,-158.92175539156423,False
24,-876.0979487972809,-1104.0591110081996,5.230944700769082e-08,-145.6282313757296,False
25,1260.7879437540228,-1590.6675081444434,3.1669869659617017e-07,-129.98704705379146,False
26,2337.5540864537347,3567.199878476208,5.238069191319025e-09,-165.61491731750942,False
27,-970.6475404935215,-1460.4242081147256,2.8619174523644366e-08,-150.86655444546992,False
28,3015.692559652974,-300.4623988705163,2.664780893504959e-09,-171.48351098180564,False
29,362.8311702782354,474.2797284477318,7.131389694546239e-07,-122.93650443814086,False
30,540.8143335568649,3551.132441513714,1.0834593442560046e-07,-139.303667442468,False
31,-15.713872899962912,-2450.952527511953,2.784350739733377e-08,-151.10520921791007,False
32,-800.2561889022547,-3463.9390145577463,2.4797066321193777e-08,-152.1116436566825,False
33,-2726.637130153764,-1360.1425342372495,2.450462205373744e-08,-152.21468537653303,False
34,-2808.7060084764416,1174.5120235839695,3.1088455601737575e-08,-150.14773765384913,False
35,133.32506217688703,3255.84863904719,8.718875373007868e-09,-161.18979444171967,False
36,3562.4668236026437,1331.9955023148939,8.129026645902066e-08,-141.79912220801887,False
37,1867.1707902030548,-3392.041908806603,1.1319320108158914e-08,-158.9228258459206,False
38,-3376.486007558726,1468.2827267769371,1.5998192058548248e-08,-155.9180389635986,False
39,104.51428908118032,4591.880177354169,3.021860931738085e-08,-150.3942230914041,False
40,2603.5892614154905,-574.7497487398834,1.597653732196744e-07,-135.93029246813896,False
41,1428.626114225508,167.53701293240974,1.088882804529968e-07,-139.26029744056046,False
42,3065.0750940253897,-2657.7719569545984,2.9497509983118778e-09,-170.60134874542442,False
43,2199.5814090726435,-826.4240677526275,1.758743728527102e-08,-155.09545490901183,False
44,544.2089950290094,-4506.617797414659,2.4368095312982533e-08,-152.26321186839624,False
45,2912.76841200095,1204.873196726457,9.759039082607175e-09,-160.2109688652591,False
46,2383.4061565777715,-3347.2713283965036,6.769297230479481e-07,-123.38911549298766,False
47,-3290.706259333147,-3446.8208997605,2.1899402266357645e-08,-153.19095815940318,False
48,199.0570211274662,-4128.330643664512,8.765544536903369e-09,-161.14343112988723,False
49,-2772.892469282008,-3980.253183470172,5.413353851162905e-09,-165.32906729275214,False
50,-2404.8837317025227,-4301.668598887805,5.626676615487891e-09,-164.99341732973608,False
51,-3371.698602861887,1754.4674247899327,7.339033561411381e-09,-162.68603908641307,False
52,-4959.301615227321,-379.89990201712766,2.9141354015734808e-08,-150.70950740770184,False
