u,v
496,329
1017,911
818,547
560,200
793,525
1024,1089
452,732
984,0
490,274
168,749
790,599
153,369
448,315
861,88
198,792
1071,551
720,697
891,776
147,752
543,87
773,659
267,428
322,243
998,461
939,859
623,148
850,919
1060,508
194,607
860,601
115,1049
671,84
673,670
890,954
459,47
1041,164
757,319
412,657
311,805
688,505
856,774
86,207
391,1
417,1092
682,398
478,963
226,95
942,768
250,264
145,371
429,941
1015,982
235,641
766,999
581,6
1079,943
800,457
953,618
1058,20
1085,1005
1097,222
157,1037
889,44
830,675
927,308
593,33
409,299
689,32
1047,139
269,1043
378,587
909,337
473,160
366,741
258,425
1081,912
399,918
692,138
230,64
529,1044
1068,261
884,987
778,592
10,203
833,788
731,791
582,333
291,146
136,420
783,418
191,869
481,990
151,78
79,476
885,934
620,555
565,1038
521,31
590,637
415,384
831,803
858,413
28,886
120,103
259,888
128,775
569,684
154,401
926,75
165,414
42,396
972,16
945,550
536,460
363,27
116,827
812,707
795,489
865,532
364,52
124,917
516,471
14,633
815,332
642,85
187,287
343,294
511,1007
1033,585
866,335
268,1006
119,456
533,387
897,241
251,614
339,1012
90,72
9,730
208,1056
498,7
606,711
81,619
35,199
947,634
48,275
112,915
307,764
608,380
455,432
715,189
770,875
57,522
594,976
493,379
360,694
352,931
836,270
102,129
223,548
989,326
568,1025
247,206
878,475
190,574
80,279
163,180
281,597
210,227
1011,630
656,706
828,389
784,655
309,497
373,324
653,166
296,691
312,1052
390,595
767,1073
45,365
751,541
781,674
981,427
162,292
117,950
89,271
1075,310
15,323
969,54
100,810
780,703
509,578
946,698
733,801
17,36
566,898
501,182
539,944
936,359
531,416
463,386
745,679
193,336
219,727
406,920
152,524
528,470
948,527
571,97
357,808
142,301
737,1072
996,228
983,523
347,374
37,958
23,821
444,468
400,5
922,367
728,665
811,240
96,171
824,743
979,935
254,3
602,579
1048,882
726,591
1018,431
787,215
1066,30
212,41
71,616
870,445
626,1001
514,467
892,556
816,192
975,853
382,377
835,342
277,1084
554,729
605,69
393,421
503,1094
893,646
628,905
442,709
750,881
557,1098
234,272
285,535
910,906
22,949
629,283
4,632
76,952
564,631
458,624
678,1000
492,209
144,809
873,402
961,273
506,739
447,834
849,239
603,895
159,383
108,104
484,1059
615,351
356,132
734,91
804,40
702,763
515,441
8,1029
960,252
725,313
437,238
722,316
799,796
388,60
385,814
683,786
488,704
512,225
502,344
925,101
11,485
951,361
540,823
864,693
486,411
846,681
217,255
842,510
53,837
879,611
430,202
394,286
1057,580
1036,1030
346,110
1008,494
404,350
348,660
480,306
658,789
847,798
545,955
38,932
303,937
443,973
278,576
534,25
716,923
325,1091
583,880
1032,1095
300,1021
305,173
500,666
988,669
639,82
838,1064
1062,185
643,600
1022,772
584,589
155,340
754,914
321,244
760,761
758,1078
43,181
338,549
622,877
938,855
133,933
114,257
282,70
699,46
1088,904
341,29
454,736
125,553
1074,392
735,83
977,98
130,1067
1013,288
1045,55
744,58
971,260
93,765
469,928
740,980
930,723
570,610
355,204
1099,237
627,647
965,495
216,123
368,370
158,293
375,205
