Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
balanced,89.68914061759465,250,0,4.484457030879732,0.0,100.0
bipartite_pf,102.91200863053076,250,0,5.145600431526538,0.0,100.0
blossom,95.65220165359963,250,0,4.782610082679983,0.0,100.0
static,75.62688537914528,139,222,3.4549176964248756,3.9857284742815993,55.60000000000001
