User_ID,x_coord_m,y_coord_m,distance_m,angle_rad,path_loss_dB,path_loss_linear,shadowing_dB,rayleigh_fading,h_linear,h_dB
0,2115.1555660757076,2511.7302053129515,3283.6978687118108,0.8709001165592704,161.62593969696812,6.877110939432957e-17,-10.478155648045293,0.41456399896357055,1.1486887891399505e-08,-158.79519622593546
1,2531.7806616053495,2185.912157586229,3344.8655098766085,0.712216027690427,151.22887162926727,7.535513237180184e-16,-3.92593523447334,1.2064047267216405,5.204106916025947e-08,-145.6729088897808
2,4629.876927632926,-776.1392815213975,4694.4810734891935,6.117092543788714,155.35946918422405,2.911072901770023e-16,4.404335309766159,1.0689739020971276,1.0984413615273399e-08,-159.18367173354187
3,2933.12613741568,2878.9008250690863,4109.902541250156,0.7760685888078921,154.78051335343585,3.3262023392910306e-16,-1.5954222360742425,0.06968210816184664,1.5270973568842167e-09,-176.31697950930794
4,2336.7834167717006,-300.2270614628347,2355.990879722125,6.155406540487822,153.6254857103924,4.3396172710636293e-16,-5.956448890350722,0.6183964985543517,2.5574972822691057e-08,-151.84335676444397
5,4385.094881431466,582.3098454741516,4423.589252551888,0.13202058631996816,162.4436460699538,5.696857982242063e-17,-3.4434402173419043,0.3700326988478043,4.151736772117335e-09,-167.63331192940356
6,-1141.1504296866735,4339.376944681637,4486.916153797462,1.8279495835467479,155.66005570407438,2.716404427096681e-16,-5.39769559135119,0.26740888147701974,8.204607728780906e-09,-161.71778496867844
7,1479.6111568274919,-438.64465273004663,1543.2622287793645,5.994979916037864,143.91649707868618,4.0583574142550925e-15,-0.9569446628578762,0.654374254778039,4.6542379567017e-08,-146.64284170589391
8,2752.1393700230396,3369.7947524391434,4350.83759586556,0.8859501008230538,163.0480089364999,4.9567738663516006e-17,-1.8326645807745607,1.7655003041381296,1.534972428266278e-08,-156.2774225737124
9,4453.288569573005,-1249.2131242323085,4625.182430309514,6.009699341547104,164.18586936670897,3.814284326430271e-17,9.890758061027277,0.9026280525328997,1.785161267127255e-09,-174.9615866507003
10,-3642.2277578160165,841.5184295854498,3738.178206979631,2.914532017078326,156.08376579666142,2.463901944747089e-16,-7.847304913254274,0.31600264656250915,1.224243130389141e-08,-158.24193702369888
11,1647.8818691512056,1471.5955228209891,2209.3229816991566,0.7289467059148346,148.61439282168632,1.375817147036965e-15,-0.7481946259997446,0.7380870795109963,2.9839922655752516e-08,-150.50375505957234
12,-3238.4120041407455,-3543.599891453787,4800.459613336433,3.9719600891856643,164.74678283323732,3.3521366679321623e-17,-1.224883683654771,1.185252487262128,7.90161595848217e-09,-162.04458245703887
13,123.48831941593203,2187.424290536827,2190.907207497093,1.5144024285552051,151.58296691825282,6.945496681938004e-16,-0.2392315921197159,0.8995964440870384,2.4370304959163718e-08,-152.26242431873413
14,4600.951026158222,-1907.577922572628,4980.723228186133,5.890152043383993,167.15006700248296,1.9274951757744404e-17,-5.624750166958123,1.2076765800312568,1.0131757872206017e-08,-159.88544669857754
15,2676.4986457662985,2750.7844075018743,3838.0281209684053,0.7990847764710605,156.70074855817026,2.13759361807527e-16,-2.610394794774255,1.476205317604351,2.914936358180033e-08,-150.70712048150594
16,1551.9737799324405,3214.3978186344434,3569.4503708609896,1.1209873844912084,151.05120362822203,7.850180401315202e-16,-1.1443231750942149,0.9507643087424377,3.0389870364215036e-08,-150.3451372396232
17,2905.002761043864,337.53504413084937,2924.5462806542982,0.11567227724167878,158.89027366211488,1.2911379125373338e-16,2.1351023971921164,0.36002896886869235,3.199400760290407e-09,-169.8959127018211
18,1482.416486356548,-1235.4444318663907,1929.7361434277386,5.588408272342625,149.04772810177576,1.2451658174224712e-15,-0.2598054884115054,0.9453740523335339,3.437221719429196e-08,-149.27559635502124
19,-246.6183181639021,876.794518982347,910.8178870506864,1.8449847677954767,131.73415327080758,6.707870550266704e-14,-7.5312103957065,1.6474559602205494,1.0154690004833e-06,-119.86665804423833
20,-4828.022273410271,-493.5825097443735,4853.186867046357,3.2434715631635638,162.68667175885957,5.386824468131933e-17,11.119636712680283,0.2271767509768774,4.634986360884229e-10,-186.66031113782623
