User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,U1_Distance_2D_m,U1_Height_m,U1_Distance_3D_m,U1_LOS_Status,U1_Channel_Type,U1_PathLoss_NoShadow_dB,U1_PathLoss_dB,U1_PathLoss_Linear,U1_Shadowing_dB,U1_Fading,U1_LOS_Probability,U2_Distance_2D_m,U2_Height_m,U2_Distance_3D_m,U2_LOS_Status,U2_Channel_Type,U2_PathLoss_NoShadow_dB,U2_PathLoss_dB,U2_PathLoss_Linear,U2_Shadowing_dB,U2_Fading,U2_LOS_Probability,SIC_Margin_dB,SIC_Satisfied,Throughput_Mbps
803,194,2.0788127987173523e-10,4.6550116816812544e-05,0.9999955342678871,4.465732112933124e-06,0.2724773228347777,0.2724775533352108,0.5449548761699885,NOMA,3899.3522866306607,9.613071490734011,3899.3826450889264,False,NLOS,159.8896359844126,163.33667415898503,1.0257378976259495e-16,3.4470381745724423,0.030524537331344782,0.004616151267407896,113.30523779489916,6.739737277483723,114.76721703715727,True,LOS,84.19735360164584,82.70115035243114,3.804211375107537e-09,-1.496203249214702,0.635299177099494,0.29811123191774225,45.85894919027972,True,0.013227060101213314
15,438,2.1367688423034655e-10,2.1975695553911368e-05,0.9999902767670731,9.72323292685036e-06,0.2793813883243014,0.27938191603139334,0.5587633043556948,NOMA,4973.817048311237,4.928639659390918,4973.8575461685095,False,NLOS,166.83095292390325,164.10906026415586,2.0744582922874315e-17,-2.721892659747398,0.03429340082020267,0.003618950963649045,138.2130918870652,7.5164369629045575,139.31451376455513,False,NLOS,104.59887659535306,96.17444398731392,3.468265536814777e-11,-8.424432608039135,1.4147015495039572,0.2272002232724455,42.578360701026845,True,0.013562216125138225
1003,344,2.717493466471894e-10,1.8104322198965162e-05,0.9999849900336112,1.5009966388808686e-05,0.3468084683588454,0.34680972578660746,0.6936181941454529,NOMA,4944.3828396998415,5.947079166690297,4944.41954928084,False,NLOS,166.11913989224433,169.41210532545563,2.4439145150235412e-17,3.292965433211302,0.08031076723449128,0.0036404947965341466,392.6485081798888,11.417754550138923,392.8833521127517,False,NLOS,119.85453068348245,102.28449765379622,1.0340628400373817e-12,-17.570033029686222,2.3550880714775375,0.047716972609989326,41.53375621022349,True,0.016835393061782836
1073,352,3.1063586568630835e-10,4.498501757587242e-06,0.9999309515848808,6.904841511914862e-05,0.3902359729699065,0.39024330658830647,0.780479279558213,NOMA,4461.838655361013,2.7562589432834352,4461.894101218671,False,NLOS,166.2908181434784,179.51464638631114,2.349190228139624e-17,13.223828242832754,0.29375408640577794,0.004034211317429092,430.9024094093138,6.5285092836404415,431.29813633267236,False,NLOS,124.37136320321974,114.80766242067517,3.6548005338642396e-13,-9.56370078254458,2.474292367905913,0.04279848814379948,35.35562965225095,True,0.01894367183393721
460,267,3.7001725917012865e-10,4.488123419159931e-06,0.999917563150217,8.243684978301466e-05,0.45415006211058795,0.4541619464831957,0.9083120085937837,NOMA,3929.9395807198803,14.5109030885597,3929.953578512444,False,NLOS,157.0834794239814,168.02653066974239,1.9572759403287597e-16,10.94305124576099,0.09322846107291168,0.004580223172878394,1416.066916119309,19.911075708142377,1416.076060131693,True,LOS,108.20526566374265,103.68114255759373,1.5117272221564667e-11,-4.524123106148916,0.6856806897722315,0.014770636342970878,35.15312618975528,True,0.022046407975577276
0,174,4.1100726388419154e-10,3.436741058793698e-06,0.9998804221471773,0.00011957785282267637,0.4966545120485562,0.496675162996487,0.9933296750450432,NOMA,2054.7724396219382,10.330249800661578,2054.824805232992,False,NLOS,148.58645018113435,160.63005945002024,1.3846977352334955e-15,12.043609268885875,0.0441928967827331,0.008760094136422132,331.9034569476706,13.269294515155773,332.1106956798988,False,NLOS,115.89151843852068,114.77308624351421,2.5754205465530336e-12,-1.1184321950064626,1.882786707992631,0.060411568718821126,33.86580754188219,True,0.024109943569054448
299,1064,4.2697196231118174e-10,3.2784397349556795e-06,0.9998697806283462,0.00013021937165372575,0.5128767768261032,0.5129007747261388,1.025777551552242,NOMA,3955.1567686229487,8.480190597834202,3955.1912682557604,False,NLOS,160.8105520490834,167.2475355134139,8.29745288568851e-17,6.436983464330494,0.09835040057206025,0.004551020617639637,411.2284110376212,19.92881608801601,411.25967824574764,False,NLOS,115.52372964954597,116.28223366514169,2.803025411928245e-12,0.7585040155957152,2.136873867780691,0.19117578258792106,33.61212129544476,True,0.024897513387190342
304,648,4.614952456265377e-10,3.1915499654263766e-06,0.9998554218080629,0.0001445781919371244,0.5473488794357266,0.5473792705774219,1.0947281500131485,NOMA,4492.974824389725,8.247135117559628,4493.006057316376,False,NLOS,163.11422593647563,174.00709441135103,4.8817710359998847e-17,10.892868474875405,0.2314845188985225,0.004006254364544524,2155.295343734327,3.309885871374883,2155.4044817095896,True,LOS,112.21899408101581,111.60481021514104,5.999300167979434e-12,-0.6141838658747627,1.2140656138136479,0.008351523633329826,33.39161274433207,True,0.026571071602260885
487,68,5.133119161733612e-10,2.594504603013581e-06,0.9998021933054027,0.0001978066945974268,0.5975629003685727,0.5976125774843889,1.1951754778529615,NOMA,3789.6245193577856,15.378732865979384,3789.6367327883804,False,NLOS,155.94571464611963,182.2279670149162,2.5434812203360307e-16,26.282252368796563,0.6634064611676389,0.004749811339624767,2632.816681399892,17.166489086994797,2632.8283350326437,True,LOS,114.13065683909478,108.42217428158462,3.863085462529114e-12,-5.70848255751017,0.6841686335564781,0.006837784150290771,32.34069219068345,True,0.029009113540120427
279,421,5.312944596236797e-10,2.4948866059067725e-06,0.9997870919898644,0.00021290801013556525,0.6145885480664797,0.6146451560139102,1.2292337040803898,NOMA,4880.277089444854,4.314160577683746,4880.32092937677,False,NLOS,166.8774273128617,182.39181621488103,2.052377612612324e-17,15.514388902019345,0.6997229167865068,0.0036883151653275396,1334.6930391894361,20.512947507228613,1334.7005815915443,True,LOS,107.63980558062971,112.07623049216821,1.7219456591100916e-11,4.436424911538502,1.001987574797002,0.01705345793356925,32.11931708194827,True,0.029835769516514316
1035,385,5.81578584646376e-10,1.8541086490018953e-06,0.9996864281829946,0.0003135718170053489,0.6611021660307425,0.6611988794721607,1.3223010455029032,NOMA,4312.482791487526,10.233156821280193,4312.508073793429,False,NLOS,161.22671211316012,184.26474562995708,7.53926117997608e-17,23.038033516796954,0.9502670874279506,0.004173929699042619,230.00813622697387,18.504134592179525,230.0998457148607,False,NLOS,106.52257020915759,114.80441319630941,2.2271167235973228e-11,8.281842987151819,1.0194263139163144,0.2391718216602706,30.689582801110873,True,0.03209468557045882
