u,v
127,845
813,211
794,326
955,638
655,1096
914,673
414,549
222,686
848,451
707,589
556,709
704,121
365,507
425,776
528,263
529,216
739,974
614,106
220,86
755,931
618,7
346,760
447,158
778,696
810,969
506,536
340,880
672,695
250,99
832,904
48,1025
793,131
714,1087
363,980
410,762
413,32
661,898
911,531
691,46
772,25
393,774
196,200
534,190
1008,223
427,281
937,640
468,354
1056,58
583,1040
1083,160
351,879
484,514
878,986
551,605
844,964
723,205
333,259
391,1090
726,867
457,395
578,173
608,858
82,961
120,299
336,62
568,651
728,229
636,1046
1010,585
827,671
530,14
833,12
227,402
602,542
977,557
125,1066
167,547
104,523
325,254
76,575
408,645
147,916
537,1009
136,623
648,218
901,297
179,337
382,747
246,900
538,1017
21,713
1051,939
342,81
225,8
440,1034
295,349
853,403
842,597
1012,555
576,114
64,851
1075,1078
834,315
378,930
909,129
164,240
692,573
702,1063
126,841
221,185
754,606
424,83
66,407
1076,510
805,759
799,863
1015,52
311,135
960,181
360,469
748,163
359,812
504,483
1061,170
207,442
934,379
822,919
897,650
1069,435
985,123
740,888
989,153
831,255
1093,808
520,633
249,519
949,935
816,287
1005,828
866,140
2,150
926,724
768,252
1095,990
1097,500
588,489
837,459
92,303
502,524
670,657
1055,79
722,426
4,172
942,616
431,783
429,912
978,756
270,1047
571,596
569,291
627,668
798,632
141,41
981,680
112,77
445,15
1038,343
924,925
51,700
421,471
446,501
487,829
184,162
61,642
1001,681
132,1099
948,546
472,474
231,226
191,967
290,419
116,95
499,641
11,93
151,49
416,362
562,1088
67,285
644,466
171,463
758,460
1041,615
628,5
53,302
894,601
625,899
300,586
409,721
415,518
992,1002
373,819
526,821
265,1070
825,855
561,113
1057,272
595,1003
995,752
3,711
437,493
87,1053
959,401
617,31
1054,712
665,1068
283,448
1050,22
261,839
720,29
108,350
908,430
1006,370
316,334
708,693
36,865
973,1030
727,1058
936,383
545,328
371,107
1033,750
769,156
352,619
516,870
110,966
910,544
803,591
945,1089
814,1065
194,47
71,997
230,946
717,317
838,375
159,763
453,849
840,729
746,1072
892,496
854,635
497,319
782,19
982,621
144,56
736,968
139,241
664,815
715,239
90,884
495,928
751,198
103,217
954,475
882,34
679,204
60,251
988,353
412,610
138,405
332,600
938,286
154,411
386,266
527,905
16,744
933,335
1028,1020
178,553
1027,603
952,262
345,1074
293,742
209,1019
284,971
1011,864
203,327
193,1013
366,1036
276,972
847,705
741,288
1062,341
449,522
235,394
749,105
219,554
678,282
43,384
454,877
891,264
1067,456
662,777
902,388
780,689
802,157
1048,558
1079,152
1,182
119,611
175,420
779,404
201,257
180,307
521,381
922,433
639,1029
1081,733
860,192
465,701
563,117
675,35
320,169
872,455
1082,9
256,143
835,347
1037,1094
998,356
102,807
806,482
976,975
65,801
28,649
654,1031
666,122
895,533
824,486
480,503
330,30
795,962
165,187
372,784
390,552
212,376
91,592
33,418
622,963
764,953
550,304
921,439
856,637
823,1026
174,63
422,593
458,587
958,868
464,39
213,609
310,96
731,109
396,450
846,443
470,767
145,234
796,199
278,809
168,146
1049,572
1007,369
26,385
913,718
348,1045
118,97
1071,461
629,54
176,0
683,594
400,245
525,658
993,579
238,738
577,224
492,947
24,494
970,473
719,574
374,540
874,377
677,850
312,612
1018,745
1004,890
498,669
101,89
508,40
399,88
915,406
237,951
743,236
148,785
730,27
161,137
875,734
903,765
761,1080
188,852
1039,535
804,1035
753,607
441,124
646,886
694,84
294,1086
228,896
862,417
570,467
387,787
432,766
