User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,U1_Distance_2D_m,U1_Height_m,U1_Distance_3D_m,U1_LOS_Status,U1_Channel_Type,U1_PathLoss_dB,U1_PathLoss_Linear,U1_Shadowing_dB,U1_Fading,U1_LOS_Probability,U2_Distance_2D_m,U2_Height_m,U2_Distance_3D_m,U2_LOS_Status,U2_Channel_Type,U2_PathLoss_dB,U2_PathLoss_Linear,U2_Shadowing_dB,U2_Fading,U2_LOS_Probability,SIC_Margin_dB,SIC_Satisfied,Throughput_Mbps
420,150,5.58779793961059e-09,0.0005576014360210133,0.9999899789678018,1.0021032198161244e-05,2.7197155233479138,2.719784042731531,5.439499566079444,NOMA,985.3627217020827,3.842149570673338,985.589847733288,False,NLOS,140.00971947322506,9.977645110196521e-15,10.275699347992818,0.18260456661349125,0.01826754304112062,39.20709248336616,19.389953804685483,39.60642270279898,True,LOS,74.03220448748223,3.951659821069065e-08,-6.866981612807632,1.2722868172783182,0.7716005904164643,49.27582952862135,True,0.31082854663311116
163,468,8.26519509063665e-09,0.0001425931233476421,0.9999420398694914,5.7960130508545886e-05,3.211130394231282,3.2117467587004387,6.42287715293172,NOMA,633.1485792385371,9.726415054123168,633.3327764997458,False,NLOS,128.97328902314857,1.2666922041235203e-13,24.16110011082861,0.37494931607222987,0.02847130490755721,56.059595827638766,19.719542909835365,56.307739356497734,True,LOS,77.39385890293593,1.8222758082606914e-08,-4.183032711650844,0.6525892139157101,0.6500123138170193,41.872412965282315,True,0.36702155159609834
277,298,1.0653503779157603e-08,9.595128293603975e-05,0.9998889819841658,0.00011101801583421347,3.540986568554328,3.542545451600012,7.08353202015434,NOMA,715.3319670692114,7.491388925467367,715.5462071542736,False,NLOS,132.38576822352178,5.773287399986121e-14,24.457715873034065,0.7407414871114544,0.025174564285623802,259.2541418299282,6.284463596928028,259.9288005566664,True,LOS,92.00815774728957,6.297732724762992e-10,-8.912586422013622,1.3703432099144488,0.08462016880831486,39.15590126809726,True,0.40477325829453376
319,102,1.4067939262158826e-08,8.599086748157417e-05,0.9998364286980356,0.00016357130196449865,3.910094230026194,3.913189878859218,7.823284108885412,NOMA,725.4872051658472,7.399596467274653,725.700667674949,False,NLOS,132.6800069918341,5.3950975394187106e-14,14.576656086130322,0.324387147305536,0.02482063826041386,62.85665111716932,18.606253036823915,63.180998645911465,False,NLOS,84.52452894288723,3.528150525960051e-09,3.7755495436812123,2.2359199681763484,0.5965873379333954,37.563937539729075,True,0.4470448062220236
199,483,1.7901790887245462e-08,8.590454585013843e-05,0.9997916517583154,0.00020834824168460765,4.235080063329506,4.240166318068667,8.475246381398172,NOMA,881.3194514090624,17.621533701347612,881.3503373783271,False,NLOS,129.8448469808536,1.036371119246886e-13,-2.6204382454522817,0.04112604217477969,0.03584049930007885,61.435822318375145,18.03469005227571,61.829408913581155,True,LOS,78.28765297002386,1.4833194894709714e-08,4.816834271284133,1.228119163896841,0.598094959505106,36.57508403937142,True,0.4842997932227527
38,440,1.8842525508010392e-08,8.578039315920109e-05,0.9997803881892696,0.00021961181073048249,4.3045661414888094,4.310222858106935,8.614788999595746,NOMA,833.3867000162229,10.345081200669409,833.5155417920801,False,NLOS,133.2636196457022,4.7166976224085064e-14,20.34800692957888,0.9030679733932437,0.021600376826182637,224.46918085482844,5.439614015808694,225.31982126188595,True,LOS,90.64294764417701,8.623930255593462e-10,-7.910166259128438,1.174970875422922,0.10626908834751059,36.35786277460574,True,0.4922736571197569
44,14,1.9402656870034502e-08,6.964182592309529e-05,0.9997214712220046,0.00027852877799537884,4.342909511135625,4.3503029419963095,8.693212453131935,NOMA,905.9490095580156,19.830146718297488,905.9637604794707,False,NLOS,128.98716392750697,1.2626518147146082e-13,16.231908912515888,0.3538464520566969,0.04470377082186666,295.761705865041,15.635574633230666,295.9099172360548,True,LOS,93.24687033828816,4.734923494255742e-10,-9.979926961424713,1.0144188672921863,0.11175215845449496,35.331774931356684,True,0.4967549973218248
282,192,2.0546559411827628e-08,6.522391993474236e-05,0.9996850834941893,0.0003149165058107812,4.420080794487917,4.428952303150068,8.849033097637985,NOMA,982.3181210496882,16.69646090847708,982.3532153477355,False,NLOS,132.2413049237927,5.968559224544533e-14,14.447684695527707,0.44380131961347247,0.025310797820581658,166.1385301497362,19.860945864385116,166.21799264136112,True,LOS,87.73627761692208,1.6841169167269e-09,-1.375352628509602,1.3566041635442256,0.35742466292557873,34.810226155470275,True,0.5056590341507421
34,253,2.2408100359081655e-08,6.217091039406254e-05,0.999639702448727,0.00036029755127299615,4.537335003565084,4.548438275495421,9.085773279060504,NOMA,891.9154333242801,4.606528449526369,892.1485492248016,False,NLOS,137.8605285611217,1.6366173236559154e-14,10.772918911049175,0.6054487884875532,0.020181981595901413,310.38057628231843,14.85290184138566,310.54639868204015,True,LOS,93.70814382588088,4.257803527245673e-10,-12.136932554255718,0.744985449555483,0.0892273572026187,34.24214369182171,True,0.5191870445177431
80,10,2.2703510647325487e-08,4.74892977264325e-05,0.9995221520867109,0.00047784791328905267,4.551461587605551,4.566368386410692,9.117829974016242,NOMA,992.9458481454815,18.230473267867424,992.9689239052382,False,NLOS,131.50332240055624,7.074044051790492e-14,8.440082290145726,0.2255606056013909,0.02932177228969094,210.11791633850243,22.253201973027046,210.135869536438,True,LOS,89.97636509879666,1.005456972446483e-09,-2.6998883445125044,1.0975380486502786,0.4188903627663215,33.0177431539376,True,0.521018855658071
