u,v
1084,535
1095,631
492,408
374,1083
429,369
271,671
497,400
392,759
654,290
160,1
877,276
909,152
422,312
1036,753
68,706
390,993
8,574
110,557
436,626
621,907
299,47
588,918
272,824
964,201
1017,525
446,510
925,692
504,11
995,575
602,119
569,639
58,212
872,807
184,940
59,486
825,111
822,384
724,667
647,182
301,996
125,760
713,315
1024,12
678,675
865,841
1013,1097
359,889
528,454
793,80
531,401
377,94
1001,634
629,442
100,921
1044,519
266,708
338,38
104,812
819,224
735,206
917,592
466,770
1059,223
632,479
744,376
931,668
672,685
230,707
49,14
740,720
780,210
199,971
52,1045
506,327
947,91
673,814
863,491
439,123
115,650
164,472
540,190
771,652
404,482
581,593
488,360
1040,755
367,942
1018,858
211,924
67,394
1010,57
914,522
842,681
548,334
840,787
298,438
866,159
7,868
943,883
151,792
902,451
39,485
1051,244
341,870
1046,209
32,173
558,873
905,465
161,982
258,289
62,830
200,229
172,802
730,1055
875,252
1085,382
695,146
23,683
380,269
970,217
445,643
861,758
1029,517
847,234
507,1075
197,471
130,778
433,786
393,1039
827,777
5,656
139,579
1073,867
178,597
10,768
1007,646
470,108
74,385
198,828
452,657
736,1099
487,1074
1035,207
737,202
379,456
261,549
328,51
25,946
41,951
513,478
980,208
460,273
84,415
142,1081
682,627
565,811
606,974
620,967
619,998
545,808
560,148
342,102
745,618
920,428
976,603
136,17
669,498
703,676
43,518
105,561
236,149
725,313
1061,88
399,103
355,614
846,1025
469,352
147,985
747,434
612,107
228,882
587,594
938,843
836,524
990,686
1041,660
665,553
238,797
733,644
397,311
1002,464
320,578
1063,804
642,514
50,886
180,99
941,405
347,662
1080,849
120,168
704,1033
721,169
318,916
633,461
1019,661
95,617
835,1052
590,303
441,268
81,829
138,387
922,391
851,325
420,796
746,284
1089,235
75,891
256,61
680,999
270,1003
567,599
763,636
333,764
959,1022
1076,283
4,171
864,738
949,343
876,421
577,419
54,1030
837,718
72,233
30,203
547,505
174,1032
1057,29
852,262
396,2
571,140
688,189
784,705
530,435
332,98
550,502
213,453
541,354
459,666
371,1021
803,24
366,806
214,78
340,729
831,177
40,205
855,674
96,930
754,719
324,1077
187,690
774,137
264,15
788,684
610,363
132,346
834,500
468,295
1009,566
748,810
856,179
308,934
251,1065
1008,766
249,216
231,935
1048,112
336,127
727,370
699,156
427,906
983,447
97,957
255,895
16,734
580,46
232,1098
250,583
860,317
687,364
1067,937
952,450
691,425
887,191
715,499
750,121
551,351
474,1086
601,1020
1054,794
423,961
992,484
977,696
90,635
749,329
968,962
225,475
443,101
640,285
344,859
395,779
353,322
321,958
900,570
48,901
945,1060
516,693
520,412
1088,838
27,304
898,608
1037,362
953,275
109,823
302,881
936,128
767,218
