u,v
380,496
932,272
320,453
394,399
515,609
874,1019
1068,122
675,1000
70,63
446,969
489,622
695,781
743,343
323,420
777,344
191,810
971,933
613,288
1079,249
766,797
956,649
355,47
309,1095
576,246
600,556
844,524
526,948
596,668
307,590
1009,701
46,96
849,907
1094,223
440,295
1014,135
485,927
691,529
661,538
1053,889
537,72
425,280
598,472
0,166
951,930
724,176
704,980
74,1036
911,970
29,626
168,421
953,913
909,784
494,1074
618,699
591,348
400,1050
298,633
786,665
926,748
507,1046
812,869
623,368
819,882
325,801
503,127
860,221
212,564
475,241
1039,273
711,91
294,899
822,1089
107,62
512,652
681,409
563,332
975,194
292,785
424,1029
1057,966
1003,182
376,586
374,635
50,1016
585,583
657,893
858,573
1030,261
351,175
457,717
917,356
190,108
646,364
838,910
407,340
1058,14
770,169
157,555
35,78
878,752
156,733
85,1049
991,102
505,100
160,388
542,83
667,1047
45,498
1028,103
469,674
404,139
1032,1067
1024,426
1098,204
915,632
1076,352
827,277
720,984
1072,324
908,654
88,396
809,871
579,180
389,807
1055,69
363,499
671,290
901,434
333,742
337,715
90,852
718,479
954,628
676,13
254,282
789,557
179,109
1073,183
835,310
859,381
308,1018
510,59
571,847
195,232
1022,132
445,144
229,53
794,326
983,714
386,1013
228,125
967,150
146,435
1010,1038
392,570
208,787
416,234
112,821
395,851
672,540
120,54
815,93
659,929
259,825
940,173
171,1027
262,346
987,465
732,287
803,123
358,378
275,982
303,243
422,187
118,418
7,994
765,82
154,283
224,1008
677,6
444,848
172,950
117,662
553,753
1062,1023
1035,684
387,458
311,314
140,846
709,816
581,643
543,188
361,1065
202,1021
1,506
142,461
751,864
253,1012
925,554
804,608
886,945
141,443
12,973
23,972
961,236
943,1011
726,1031
682,754
1017,561
463,1078
569,119
883,995
439,773
834,912
111,796
470,429
963,24
817,511
525,8
906,979
845,992
592,541
456,1075
856,697
1096,772
890,299
94,1002
881,558
813,455
1091,938
497,706
947,164
692,413
76,397
946,1051
115,614
11,199
177,37
274,1044
312,1082
238,740
790,620
669,1059
745,321
270,159
703,334
919,220
49,508
242,1077
106,1054
876,728
865,239
58,48
837,857
454,185
985,636
84,521
612,377
727,410
544,55
441,1056
226,297
914,769
539,606
285,514
892,836
799,854
161,1060
722,996
656,651
771,1041
184,110
509,43
1080,20
792,935
630,597
99,65
501,22
481,734
725,383
959,257
345,474
342,433
2,304
33,165
293,981
459,480
757,997
201,1083
255,1026
928,568
850,689
405,778
806,870
471,1084
86,415
820,130
1066,977
767,341
31,98
574,66
750,639
903,640
15,580
473,931
902,1007
988,408
167,447
962,136
412,174
359,317
679,152
802,867
686,148
502,800
627,601
918,708
527,247
449,650
196,329
484,999
230,642
698,379
1090,536
411,1004
879,438
67,788
755,375
504,1069
653,937
1061,488
153,431
452,279
842,811
131,335
774,565
268,319
949,829
798,350
3,713
56,763
143,369
795,305
75,978
824,385
428,735
562,548
688,466
736,30
493,222
604,302
895,203
731,467
432,442
530,916
330,5
818,256
145,258
1099,759
823,998
51,207
81,372
805,64
758,934
116,830
225,113
39,423
162,468
487,417
