User_ID,x,y,theta_rad,distance_m,shadowing_dB,path_loss_dB,fading_rayleigh,h_linear,h_dB,h_normalized
95,571.1925138580218,2164.368936967794,1.3127719798681283,2238.4713049754614,-7.381599592972186,153.189837083365,1.5493703601110282,3.3936213964626054e-08,-119.99500125331966,0.044748215915724636
96,620.7814208708726,4154.363230732729,1.4224650782832498,4200.4884746137,-3.5478918837083526,166.59073409905417,1.046591783498676,4.900502509610767e-09,-119.99989570575886,0.006461791660796108
97,2607.4798108868667,447.6386437626693,0.17001748880623638,2645.624939323844,6.158483126934494,169.27010585500983,1.4888447721614109,5.120874442025761e-09,-119.99988611490926,0.006752373598538209
98,-2095.353173062016,1059.863572622925,2.6733029204996104,2348.1515522712943,7.230021696544654,168.52856908584653,1.6998730561584086,6.367779784332599e-09,-119.99982390315375,0.008396540197151053
99,-4242.80306111855,-938.945119979511,3.3593854810940984,4345.456909666725,-5.314836077331333,165.3395376665704,1.0659443879834047,5.764447180639332e-09,-119.99985569133001,0.007600987173846672
100,-3207.787131913936,-609.8045575241032,3.3294523849061277,3265.235042389721,5.71637093641853,172.02650971347487,1.9184932987804746,4.804351796243203e-09,-119.99989975818974,0.006335007544963163
101,4008.1671585939544,-453.70587244049256,6.1704697413751655,4033.764121750071,0.36786182573723736,169.89086235785123,1.0991662706281347,3.5198185448579412e-09,-119.99994619505755,0.0046412248695052805
102,548.9157270861735,-89.51400145838403,6.121534011036978,556.1665505041041,-9.616673660952749,129.78862970681172,0.18143704572013242,5.878878443518348e-08,-119.98501613458558,0.07751875981424229
103,-1837.0131042484982,-4529.5957655587035,4.327100557586358,4887.929515096146,-7.438288791304912,165.00421699512592,0.8088834284296071,4.546477941971275e-09,-119.99991023025333,0.0059949756568448065
104,4435.674226319849,-701.3471112860921,6.126368426295262,4490.77873119435,-8.9754106453796,162.17898042665678,2.2904923399314225,1.7822959588107784e-08,-119.99862064838837,0.023501314694008468
105,-1217.6530054241334,2764.0807071852214,1.985744886619365,3020.4008007964735,-10.239258523473126,154.8861347354865,1.3890501336797483,2.5027137740766408e-08,-119.99728061496909,0.03300072791100864
106,1671.37279353319,1449.2196576743293,0.7143286499333671,2212.176446658955,-5.880962155133087,154.51086265870657,0.5225257855517437,9.830250703440777e-09,-119.99958034488958,0.012962146615464945
107,1577.1496956482943,-3596.1988289058368,5.125688952423204,3926.8367905360187,-0.39132300664534914,168.72330986004837,0.7806202928057956,2.8593962540805638e-09,-119.99996449159016,0.0037703935123577716
108,2060.8098984178123,-3830.1698276276497,5.2060086302721436,4349.383674256164,4.209866614125652,174.8779698865298,1.570492509683188,2.8322877572238655e-09,-119.99996516167073,0.003734648308966529
109,-3479.5669521672285,2095.819365218432,2.599467625307926,4062.000121398192,-12.180468836531706,157.44856185821115,0.7717043056937803,1.0351965846138283e-08,-119.99953462108462,0.013650079037044618
110,-3676.8253495988606,1776.9548708441632,2.6914061652893335,4083.7009274026886,7.670245453695597,177.38026603228528,2.211034054936246,2.9893869213276055e-09,-119.99996118973294,0.003941798915773221
111,3652.6683361166947,3413.4084317532743,0.7515507349024383,4999.334265243108,11.103476333581083,183.8885355491283,0.487753685680271,3.1172654230585577e-10,-119.99999957798116,0.00041104192224580144
112,1928.5979042161975,186.10297682002818,0.09619866583240651,1937.556242829711,1.508491763248951,159.8855259641195,1.2717698948402438,1.288641881438179e-08,-119.99927887136955,0.016992003058664315
113,558.7647606308077,4758.270989329599,1.4539014762201512,4790.966589908396,-4.633995580274752,167.5039474729365,1.6754334990690003,7.062034273418092e-09,-119.99978341263198,0.009311982615401997
114,3880.9966272704055,674.0831112346082,0.17197251185840956,3939.10178362225,4.5813272068474085,173.74336237854487,1.4537154433583526,2.9875231908314236e-09,-119.9999612381101,0.003939341404904778
115,1285.4201993905917,-850.4657501443445,5.698681425408902,1541.2972072802606,5.04221810008688,159.94137487563685,1.2848577511890518,1.2935591880122798e-08,-119.99927335784561,0.017056842553291218
116,-3501.2381384321075,-1834.8690246863232,3.6243047543198057,3952.899295424166,-1.7657417034005094,167.44944263159843,1.3750463185125255,5.8323717277690784e-09,-119.99985227046972,0.007690552329939451
117,3658.3354846340503,-717.7723633537838,6.08944442220632,3728.0847205672685,12.856281338628055,181.18141647080455,0.7546206742579039,6.586548222596142e-10,-119.99999811591726,0.0008685007771087473
118,-1577.572593140642,-3182.837445770454,4.252227621479007,3552.3498550715804,6.090427476094401,173.68161113193514,1.3204633214594115,2.7330387272636367e-09,-119.99996756049185,0.0036037787597965505
119,2914.8907386798396,-3326.6015178646176,5.4319190511696425,4422.992841628921,8.718380833347997,179.6415821834961,1.828317399070324,1.9053399915399027e-09,-119.99998423374709,0.002512377056060679
120,4553.92768659984,486.37790413814116,0.10640069520630696,4579.827599420571,7.549665755514206,179.00251837725537,0.8512726963285574,9.54866781764069e-10,-119.99999604023253,0.0012590852051342699
121,-3543.794190306055,-1055.3266559747387,3.431025925566171,3697.592678224276,1.0657614204731796,169.26606187944677,0.3937969376132595,1.3550934326847442e-09,-119.99999202515238,0.001786823172878518
122,-1622.6470280851922,3709.402611420463,1.98315775296285,4048.7839052444697,5.850794139829431,175.43028813915774,2.043601976415809,3.458453231168738e-09,-119.99994805478738,0.004560308703972998
123,4507.943147051548,858.8724048068909,0.18826786418661412,4589.031839591853,4.829881339382113,176.31325189478878,1.1481971367842905,1.7553101527659926e-09,-119.9999866189137,0.002314548045840085
124,2956.2681339145342,796.0093869772853,0.263023446704139,3061.560423012173,-2.854824807876088,162.47630749368247,1.720690356205846,1.293860188363019e-08,-119.99927301966753,0.017060811537191314
125,598.068190035388,1883.443813409035,1.2633267374196178,1976.118963575061,2.03925084610329,160.715841923316,0.18635154907277776,1.7160933606007688e-09,-119.99998721014875,0.0022628368713065684
126,-740.7866201059488,-2818.4580272759013,4.455368199030215,2914.1843572505772,-13.12691173284431,151.4543171332543,2.3872792475442433,6.385389093150412e-08,-119.98232842878024,0.08419759792416676
127,1264.6358919495183,-2805.109614125037,5.135935387150692,3077.00241898892,-4.373654966680683,161.03395242477762,0.5379579260134697,4.775850124696595e-09,-119.99990094401129,0.006297425304538345
128,-735.1458056517945,-1553.8481819887263,4.270481376011496,1718.9774658898516,0.2344437785932981,156.79203327587214,1.6416368770061402,2.37506464887501e-08,-119.99755086502739,0.031317549397951755
129,-1544.175605580159,1878.974936412806,2.258700126094818,2432.0824641727013,10.133432514247419,171.96580596107256,1.8055584644182405,4.5532474967008784e-09,-119.99990996272874,0.006003901976587173
130,1466.9279446748333,-2807.7832968137127,5.193835301202842,3167.889618773674,4.063861274848106,169.91394577320042,0.5173825225114389,1.6523972565134815e-09,-119.99998814196715,0.0021788473307626692
131,2882.563624741528,-4080.0270951854454,5.3274680551207245,4995.5774589260855,-4.675086697757823,168.09854578124137,1.1713564707195352,4.6106461385270285e-09,-119.99990767840924,0.006079587697462908
132,-4060.768457233438,-11.739390365860636,3.144483573814821,4060.785426065775,-1.36653252684097,168.25795200776213,3.043379709035483,1.176138699992555e-08,-119.9993992810175,0.015508538621593543
133,2989.9914682887434,-1833.8001353137627,5.73303442420386,3507.5449985304895,-3.448579837141187,163.94966703243603,1.9689728479111435,1.2495578743368866e-08,-119.99932194775296,0.016476642214215555
134,-1328.5881905613592,-870.4817249912929,3.7216098536173305,1588.359220593038,1.371193883067767,156.72753245338936,0.9608338894101633,1.4004631631689726e-08,-119.99914830302332,0.018466475981329885
135,930.0562880956365,-3641.2408114756386,4.9624650011913936,3758.1430715423808,2.9170625766527096,171.36426148426182,1.040946566012391,2.8132955717983602e-09,-119.9999656273261,0.003709605255695535
136,-980.6243658355936,-2349.4006813840565,4.316978782130987,2545.8412575332204,0.5512599205133759,163.07848920478546,0.6081543373374367,4.26667288840343e-09,-119.99992093959136,0.00562602533833208
137,2719.7033827995883,-3026.772851614175,5.444401784613369,4069.1694958160847,13.866152474224684,183.52198785379497,0.361245298216872,2.4082568849290806e-10,-119.99999974812219,0.00031755221481001876
138,-1255.7914290296171,4836.479250521329,1.8248364401695514,4996.853375270041,-20.18146540746218,152.59604887375139,1.282431158111713,3.0076799275585303e-08,-119.99607308784857,0.03965920032920301
139,-3843.174590031692,1888.986892206342,2.6847541839715467,4282.319746164762,2.096781224330469,172.52868249821344,2.228136063915172,5.266324102457496e-09,-119.99987955370227,0.0069441631958295415
140,897.9713138711644,2286.586899970026,1.1965879996359066,2456.589532593925,-2.7250951721030567,159.25967879625077,0.5622013632806223,6.122206224576757e-09,-119.99983722335926,0.008072727449901108
141,3325.782292087451,-1202.550799243952,5.936227866958113,3536.5175355319143,2.0682568749060586,169.59154350226734,1.1577559922598766,3.837424662441913e-09,-119.9999360470123,0.00506001958657705
142,1387.3773556902288,4722.134189470141,1.2850344732268242,4921.724009983172,2.5125046136130056,175.05974166778202,0.681074724322855,1.2028394957015597e-09,-119.99999371653274,0.0015860614717281066
143,1421.6625375985793,-2002.266047002665,5.329812684395303,2455.645270349712,-3.0832933338018664,158.89563682755693,0.5962674835286114,6.771100893166986e-09,-119.99980089006714,0.00892835851018689
144,-1333.7428148353674,-3553.1544581380317,4.353295143706932,3795.2307570833077,-12.9908504313271,155.60561918483407,1.7821200368943515,2.9556703426861733e-08,-119.9962076652244,0.038973403105039654
145,-2697.310411994,-3314.9089190608393,4.029355648340523,4273.652372423422,4.846929995965188,175.24803481940708,0.8938654693265147,1.5447934506195842e-09,-119.99998963606615,0.0020369611927122397
146,1295.075469644476,434.13357297306635,0.3234464635782503,1365.9035219433401,1.205645082144543,154.26847902478255,1.2194563397935472,2.3590780223042676e-08,-119.99758371531776,0.03110675009715252
147,-4103.953505060587,-2683.7111999180756,3.7207278555563397,4903.543634583544,6.276097509690302,178.76708213178023,1.7600643759105201,2.0284973571727136e-09,-119.99998212968079,0.0026747720832341116
