Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,152.55883181344274,146,208,8.014284776291358,7.356758393074031,58.4
Balanced,178.4725149369649,250,0,8.923625746848243,0.0,100.0
Blossom,179.58276726500895,250,0,8.979138363250447,0.0,100.0
