u,v
574,1049
353,663
733,566
1009,995
361,932
66,606
1058,442
48,719
221,400
181,327
319,368
1088,879
186,680
391,393
917,103
65,637
820,170
966,889
334,789
131,829
76,893
867,120
241,570
1006,562
84,772
740,573
514,1021
665,259
542,683
492,435
519,699
151,779
253,418
87,633
148,374
996,373
960,60
711,887
661,648
408,486
1075,1029
64,914
1053,462
230,556
250,385
792,597
324,590
199,586
302,998
7,672
944,420
602,967
225,989
430,464
976,1046
916,110
156,471
798,231
760,613
1090,924
985,969
527,154
237,828
401,451
935,83
100,441
902,809
888,1072
267,307
482,533
807,153
987,776
870,1005
1040,788
33,158
1074,26
22,1042
1068,59
696,187
35,1097
594,328
938,376
80,601
905,455
88,489
57,245
14,512
303,395
1047,166
1041,900
986,812
834,934
21,673
728,31
92,724
547,621
61,727
179,472
341,781
826,301
130,207
515,417
142,419
403,612
17,833
695,631
1048,764
790,630
922,121
838,149
705,123
348,541
504,389
192,132
1067,224
898,312
336,679
118,429
364,759
502,949
494,707
1085,1050
300,1098
899,127
585,355
581,223
572,1059
677,447
892,344
1065,690
98,474
284,372
24,305
337,783
109,358
767,605
1015,1094
786,191
160,1077
239,476
232,437
143,508
335,431
252,433
470,265
643,184
954,952
70,411
1081,913
205,959
641,1004
876,242
89,509
864,286
980,52
1022,445
257,660
941,380
86,769
628,396
114,849
404,777
498,466
18,732
75,885
835,246
175,554
624,947
369,428
1033,984
1024,499
968,446
295,497
656,616
177,999
793,850
169,933
662,277
197,595
159,349
313,645
973,444
209,426
247,956
666,274
884,1018
1084,1052
810,1087
495,248
520,1095
929,1034
904,294
903,487
524,329
271,814
763,193
216,469
1086,883
962,1076
51,383
189,860
251,930
180,650
50,522
890,517
1091,897
293,926
244,634
939,140
709,352
496,226
653,42
896,852
90,868
388,144
773,620
198,1066
825,163
518,1013
168,1043
371,347
218,217
543,450
134,758
138,1057
644,325
339,116
13,617
587,483
918,183
723,511
1017,881
365,775
942,558
797,734
454,93
948,67
855,266
320,925
406,412
41,854
133,928
768,1030
853,323
8,268
669,1078
536,387
6,69
370,611
1055,970
236,647
275,477
136,53
877,582
827,563
190,936
461,1012
1,920
639,381
104,851
535,836
432,298
603,287
642,126
19,901
146,475
659,206
113,963
188,459
195,745
983,37
1089,55
686,1071
1023,1031
367,317
262,1027
390,291
77,874
282,111
449,233
44,831
992,490
848,891
351,988
164,478
5,741
448,255
405,321
627,532
782,945
697,578
309,362
297,635
304,921
4,907
516,911
997,43
931,107
214,600
493,955
249,567
162,837
363,589
551,2
880,717
40,591
526,314
1061,91
318,56
377,343
1080,1016
95,1039
32,345
453,994
178,1064
182,1025
261,424
729,102
108,856
1037,654
215,564
510,765
737,618
865,157
506,465
115,342
993,571
862,923
150,714
546,296
47,45
240,360
97,540
29,671
165,693
350,357
292,263
818,220
212,410
1056,784
878,579
731,1082
227,1063
434,468
119,703
74,561
402,744
331,702
1062,27
1054,23
964,1060
139,1035
375,427
235,752
11,895
36,808
112,538
152,1010
333,366
550,1038
845,568
73,308
692,713
456,338
1011,875
565,1026
359,778
203,701
1069,974
238,664
619,1020
392,322
72,869
525,684
1096,545
173,552
145,481
443,651
754,436
927,117
439,281
534,689
815,940
172,416
832,593
256,824
725,894
909,575
479,1000
346,965
12,311
25,528
982,910
99,715
280,409
71,882
718,491
1032,1014
79,513
128,378
398,638
129,599
830,161
721,748
804,544
141,200
137,584
356,1045
9,529
1044,1001
211,636
135,488
557,397
971,1007
147,480
560,1073
667,632
30,340
503,273
507,243
125,843
34,743
751,222
951,176
811,254
623,710
559,802
68,555
54,657
801,753
438,283
958,62
670,269
49,596
500,1008
460,316
473,258
167,975
1003,981
202,20
105,771
700,553
655,649
774,609
46,712
382,908
16,531
972,194
872,354
78,762
738,1028
625,742
991,463
315,1083
943,423
171,819
766,610
658,946
82,94
977,174
394,747
1019,674
735,915
1002,185
592,210
101,866
813,425
290,155
81,399
604,678
1092,96
961,278
39,640
3,583
795,919
1099,0
1036,484
485,708
299,846
213,950
196,452
10,990
1070,85
646,279
720,228
523,1093
607,598
58,505
755,204
407,15
863,124
577,682
537,219
467,569
386,306
906,122
549,858
384,800
289,791
681,260
326,548
285,421
716,626
978,873
28,234
414,953
379,330
415,652
413,957
979,38
576,615
63,457
539,1051
886,264
805,276
937,822
580,1079
106,912
288,422
440,272
501,706
608,521
704,229
530,458
614,201
842,208
270,629
588,310
332,622
