u,v
360,772
590,774
26,54
25,384
171,97
878,665
159,188
286,1029
573,461
1055,4
603,627
1021,738
251,632
452,619
364,778
948,698
325,206
622,901
846,915
96,916
957,767
329,1034
710,33
45,752
630,877
537,294
637,371
237,922
101,548
1008,326
978,147
899,510
296,89
821,37
457,949
143,488
106,742
753,1023
890,650
741,269
363,454
700,626
467,559
744,439
479,895
1043,264
993,458
655,109
22,469
213,975
334,445
47,574
1015,638
812,315
36,1019
1073,38
331,956
1075,687
803,1046
466,693
146,139
433,862
3,239
938,108
13,380
1063,545
834,355
170,620
601,580
138,260
421,676
99,725
625,868
786,554
999,728
914,133
341,994
151,141
282,491
838,1051
779,593
755,653
520,973
513,602
254,714
764,581
925,816
418,823
840,1083
954,719
1078,561
148,541
102,211
152,352
799,24
1070,443
473,705
722,588
1002,447
685,845
885,542
616,471
182,1080
11,695
136,449
242,926
123,531
105,1089
1012,1091
648,205
605,748
221,794
7,900
876,819
756,709
746,792
411,1003
247,963
43,474
350,793
220,370
50,358
965,419
432,166
413,390
178,373
707,49
836,270
48,599
186,320
654,674
165,546
776,375
223,854
127,858
997,891
1049,1007
578,431
277,195
72,438
530,928
1035,176
425,853
75,209
720,962
356,1004
615,241
894,230
400,532
771,240
219,1056
797,183
499,472
298,53
549,784
275,193
415,215
889,979
134,1092
1006,280
1071,255
715,73
825,407
597,202
61,855
290,666
104,850
869,636
317,267
258,30
332,981
913,562
565,163
920,5
827,403
396,1081
910,422
378,817
551,410
389,406
307,437
736,279
589,144
1086,462
216,189
972,1033
309,609
250,757
274,796
417,451
594,904
1000,856
496,807
621,354
397,83
859,313
244,587
677,553
490,1084
861,135
9,538
505,527
129,393
464,824
85,482
357,423
986,611
301,430
675,585
46,130
167,733
706,907
367,374
71,703
28,382
117,591
86,708
1048,517
1039,34
911,658
884,343
137,222
785,647
460,729
401,248
68,199
1087,1060
273,814
18,442
236,399
348,529
1028,515
737,522
118,316
883,936
450,991
261,409
328,121
1058,976
657,519
526,888
984,232
387,95
608,550
932,607
789,477
78,802
835,569
987,1097
23,1072
988,641
903,874
379,699
1098,44
1014,185
444,463
754,570
321,1020
181,94
618,173
628,516
727,791
678,762
773,478
881,84
898,682
494,157
1030,391
759,265
412,55
507,306
1085,67
1096,959
935,1005
579,960
319,985
338,576
17,944
586,161
1009,142
347,739
51,696
967,58
19,614
564,191
56,263
766,208
470,852
730,226
684,228
82,989
440,606
446,701
194,337
870,842
42,198
293,724
284,362
498,342
800,339
663,560
810,359
287,509
1010,1067
528,661
681,582
190,966
235,429
950,377
1032,697
775,887
1074,12
998,809
6,125
1099,671
750,114
1001,386
177,110
63,231
80,281
506,644
392,154
1064,970
780,851
871,224
64,79
1040,93
0,420
1013,689
155,600
345,782
448,74
70,664
942,305
283,168
132,955
617,395
1090,502
1053,174
673,629
912,847
929,765
721,288
324,369
1,323
521,735
623,20
